Rk,Player,M,M W%,SPW,SPW-InP,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Pts/RG,MdOppRk,MnOppRk,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%
85,Botic Van De Zandschulp,30,40.0,62.3,62.6,6.4,4.4,12.4,64.5,70.8,46.9,53.5,77.1,6.6,35.1,35.8,8.5,3.6,25.7,50.7,6.4,57.5,81.4,38.9,162,0.46,2.3,5.4,0.9,2.1,59.8,0.57,2.8,6.6,1.14,2.7,48.8,43.8,41.4
86,Raphael Collignon,3,0.0,63.7,70.2,4.9,11.3,33.3,66.2,72.6,46.4,69.6,73.5,6.0,28.8,29.6,7.3,1.8,23.3,43.3,6.4,93.0,106.3,12.5,8,0.24,1.1,2.7,0.14,0.3,62.5,0.71,3.4,8.0,1.29,3.0,45.6,50.0,14.3
87,Jan Lennard Struff,23,39.1,64.6,63.5,10.8,4.4,10.9,59.3,76.3,47.7,53.5,82.4,6.7,34.8,36.6,12.8,4.5,25.4,48.8,6.8,54.0,77.8,31.3,160,0.47,2.4,7.0,0.76,2.2,67.9,0.55,2.8,8.0,0.89,2.6,49.6,54.5,43.9
88,Adam Walton,9,11.1,65.5,64.3,8.3,2.8,8.1,65.5,74.6,48.3,52.5,82.0,6.2,30.6,33.6,14.3,2.8,22.4,44.6,6.3,64.0,80.4,22.0,50,0.44,2.3,5.6,0.5,1.2,62.3,0.48,2.4,5.9,0.91,2.2,47.6,0.0,18.2
89,Kamil Majchrzak,2,50.0,70.5,71.4,2.3,2.3,6.7,65.9,75.9,60.0,64.3,100.0,6.3,63.6,63.0,6.1,12.1,57.9,71.4,4.7,906.5,906.5,83.3,6,0.86,1.5,3.0,1.25,2.5,100.0,1.14,2.0,4.0,0.0,0.0,67.5,0.0,50.0
90,James Duckworth,16,31.3,65.5,64.1,9.8,3.3,8.3,60.5,74.1,52.4,57.1,80.7,6.2,30.5,33.4,14.1,2.7,21.7,44.5,6.1,52.0,78.6,33.3,63,0.32,1.5,3.9,0.51,1.3,60.8,0.49,2.4,6.1,0.93,2.4,48.1,75.0,39.0
91,Cameron Norrie,18,61.1,66.2,65.1,7.5,2.3,6.5,64.8,72.4,55.0,58.8,84.8,6.3,35.9,38.0,10.9,3.3,28.6,48.8,6.4,56.0,57.2,36.2,152,0.59,2.9,8.4,1.06,3.1,65.5,0.44,2.2,6.4,0.77,2.2,51.2,23.1,53.8
92,Vit Kopriva,3,0.0,55.2,55.1,7.4,5.9,14.7,59.6,68.9,34.9,40.9,61.9,6.4,33.6,35.7,11.1,2.9,26.1,48.2,5.7,60.0,50.7,58.8,17,0.4,1.9,5.7,1.11,3.3,48.4,0.74,3.4,10.3,1.78,5.3,44.9,0.0,22.2
93,Jesper De Jong,4,25.0,64.3,62.5,10.1,3.2,8.4,62.0,72.9,50.4,55.0,81.1,6.5,27.2,28.3,14.1,4.1,20.0,39.1,5.6,73.0,114.8,55.6,9,0.17,0.8,2.3,0.45,1.3,68.8,0.6,2.9,8.0,0.91,2.5,47.4,0.0,27.3
94,Reilly Opelka,11,36.4,69.6,64.2,22.0,3.8,10.5,63.6,79.3,52.7,58.9,89.0,6.3,26.9,26.4,8.5,3.7,20.1,40.3,6.1,62.0,67.0,28.9,45,0.3,1.6,4.1,0.45,1.2,74.2,0.43,2.3,6.0,0.59,1.5,48.9,30.0,37.9
95,Luca Nardi,7,28.6,56.6,58.7,3.8,6.3,16.3,61.6,66.4,40.9,48.9,66.7,6.7,35.4,35.2,6.8,4.0,23.9,52.3,6.5,50.0,64.3,35.7,42,0.52,2.3,6.0,0.83,2.1,53.3,0.71,3.3,8.6,1.56,4.0,46.3,0.0,27.8
96,Mackenzie Mcdonald,9,22.2,57.8,57.9,5.7,4.4,12.3,64.6,62.4,49.4,56.3,67.3,6.2,38.0,38.5,7.1,3.6,28.4,52.0,6.1,55.0,75.3,44.3,61,0.55,2.5,6.8,1.13,3.0,50.0,0.65,2.9,7.8,1.46,3.9,47.8,0.0,33.3
97,Alexander Shevchenko,32,46.9,61.4,60.6,7.6,3.7,9.1,59.7,70.2,48.4,53.2,75.4,6.5,36.0,37.1,8.4,3.2,28.0,50.2,6.3,68.0,83.4,39.0,187,0.49,2.3,5.8,0.89,2.3,57.8,0.58,2.7,7.0,1.15,2.9,48.9,68.8,45.1
98,Pablo Carreno Busta,14,57.1,62.6,62.9,5.8,3.9,10.4,62.0,69.1,52.0,58.1,76.0,6.4,38.4,40.8,10.0,2.7,29.5,50.3,6.1,56.0,86.8,50.0,84,0.56,2.5,6.0,1.27,3.0,55.0,0.53,2.4,5.7,1.09,2.6,50.8,33.3,51.5
99,Mariano Navone,13,23.1,60.1,60.1,5.4,3.7,8.5,56.9,68.5,49.0,53.5,71.7,6.6,34.4,34.3,6.9,3.9,26.1,47.9,6.4,77.0,71.4,34.8,69,0.45,2.2,5.3,0.75,1.8,61.3,0.73,3.5,8.5,1.34,3.3,47.4,40.0,28.1
100,Nishesh Basavareddy,3,33.3,63.3,62.4,8.8,4.0,10.8,63.3,73.4,45.8,51.4,80.0,6.5,35.2,36.6,11.3,4.3,22.8,53.2,6.4,50.0,73.0,47.4,19,0.53,1.6,6.3,0.75,3.0,74.1,0.77,2.3,9.0,0.58,2.3,49.1,20.0,41.7
