Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
88,Adam Walton[AUS],1,0-1,0.0%,57.4%,55.8%,2,3.7%,0,0.0%,0.0%,75.9%,61.0%,46.2%,46.2%,80.0%,5.4,2.3,88,Adam Walton[AUS],1,42.1%,45.3%,7.0%,0.0%,45.5%,30.8%,0.0%,5.2,2.2,4.0,4.0,88,Adam Walton[AUS],1,0.0%,0,3,0.27,1.5,3.0,0.00,0.0,77.8%,7,9,0.90,4.5,9.0,1.00,2.0,88,Adam Walton[AUS],1,0.99,111,49.5%,0,0-0,-,0.0%,2,0-2,0.0%,21,8-13,38.1%,1:34,47.0,50.8
90,James Duckworth[AUS],4,0-4,0.0%,61.0%,59.5%,34,7.9%,12,2.8%,6.3%,55.9%,69.3%,50.5%,53.9%,81.4%,7.3,2.8,90,James Duckworth[AUS],4,27.7%,29.5%,14.1%,3.4%,18.9%,43.3%,8.6%,6.1,1.7,9.0,8.0,90,James Duckworth[AUS],4,25.0%,5,20,0.34,1.8,5.0,0.45,1.3,71.8%,28,39,0.66,3.5,9.8,1.00,2.8,90,James Duckworth[AUS],4,0.71,785,46.0%,5,1-4,20.0%,45.5%,11,2-9,18.2%,117,53-64,45.3%,2:11,47.5,39.9
91,Cameron Norrie[GBR],1,0-1,0.0%,68.4%,66.0%,10,8.5%,1,0.9%,3.7%,76.9%,71.1%,59.3%,61.5%,87.5%,7.3,2.3,91,Cameron Norrie[GBR],1,15.6%,16.5%,15.6%,2.1%,9.6%,34.8%,0.0%,6.0,0.9,4.0,4.0,91,Cameron Norrie[GBR],1,-,0,0,0.00,0.0,0.0,0.00,0.0,75.0%,6,8,0.50,2.7,8.0,0.67,2.0,91,Cameron Norrie[GBR],1,0.49,213,44.6%,1,0-1,0.0%,33.3%,3,0-3,0.0%,32,14-18,43.8%,2:31,50.3,42.5
92,Vit Kopriva[CZE],1,0-1,0.0%,47.9%,48.3%,4,4.2%,5,5.2%,11.6%,55.2%,54.7%,39.5%,44.7%,45.5%,8.7,4.5,92,Vit Kopriva[CZE],1,17.2%,17.4%,17.2%,3.4%,10.3%,31.6%,0.0%,4.8,0.8,2.0,2.0,92,Vit Kopriva[CZE],1,-,0,0,0.00,0.0,0.0,0.00,0.0,60.0%,9,15,1.36,5.0,15.0,2.00,6.0,92,Vit Kopriva[CZE],1,0.33,154,36.4%,0,0-0,-,0.0%,3,0-3,0.0%,23,5-18,21.7%,1:58,39.3,46.0
93,Jesper De Jong[NED],3,0-3,0.0%,50.0%,51.4%,5,2.2%,11,4.9%,10.9%,55.3%,56.0%,42.6%,47.8%,50.0%,6.6,3.3,93,Jesper De Jong[NED],3,35.1%,35.4%,4.5%,2.0%,30.1%,44.9%,18.2%,6.1,2.2,4.0,5.0,93,Jesper De Jong[NED],3,42.9%,6,14,0.42,1.8,4.7,0.75,2.0,41.4%,12,29,0.85,3.6,9.7,2.13,5.7,93,Jesper De Jong[NED],3,0.70,428,43.0%,0,0-0,-,0.0%,8,1-7,12.5%,67,23-44,34.3%,0:47,17.6,19.8
94,Reilly Opelka[USA],2,1-1,50.0%,69.7%,64.9%,25,17.6%,3,2.1%,7.0%,69.7%,71.7%,65.1%,70.0%,90.5%,6.8,2.0,94,Reilly Opelka[USA],2,28.3%,26.7%,8.0%,5.1%,23.4%,38.6%,5.0%,6.9,2.0,8.0,8.0,94,Reilly Opelka[USA],2,20.0%,1,5,0.25,1.3,2.5,0.25,0.5,75.0%,6,8,0.38,2.0,4.0,0.50,1.0,94,Reilly Opelka[USA],2,0.93,280,49.3%,2,1-1,50.0%,50.0%,4,2-2,50.0%,41,20-21,48.8%,1:35,47.5,40.7
95,Luca Nardi[ITA],1,0-1,0.0%,57.6%,60.3%,2,2.4%,5,5.9%,16.1%,63.5%,66.7%,41.9%,50.0%,61.5%,6.5,2.8,95,Luca Nardi[ITA],1,30.1%,31.4%,4.1%,0.0%,29.4%,31.8%,15.4%,5.6,1.7,3.0,3.0,95,Luca Nardi[ITA],1,40.0%,2,5,0.38,1.7,5.0,0.67,2.0,54.5%,6,11,0.85,3.7,11.0,1.67,5.0,95,Luca Nardi[ITA],1,0.71,158,44.9%,0,0-0,-,0.0%,3,1-2,33.3%,26,10-16,38.5%,1:52,37.3,42.5
96,Mackenzie Mcdonald[USA],1,0-1,0.0%,50.0%,51.1%,4,4.1%,6,6.1%,14.6%,58.2%,54.4%,43.9%,51.4%,46.7%,6.5,3.3,96,Mackenzie Mcdonald[USA],1,36.2%,37.2%,11.7%,5.3%,25.0%,50.0%,25.0%,5.9,2.1,1.0,1.0,96,Mackenzie Mcdonald[USA],1,36.4%,4,11,0.69,2.8,11.0,1.00,4.0,46.7%,7,15,1.00,3.8,15.0,2.00,8.0,96,Mackenzie Mcdonald[USA],1,0.72,192,43.2%,0,0-0,-,0.0%,4,1-3,25.0%,31,11-20,35.5%,2:24,36.0,45.0
97,Alexander Shevchenko[KAZ],2,0-2,0.0%,51.5%,52.1%,5,2.5%,7,3.4%,8.4%,59.3%,60.3%,38.6%,42.1%,56.0%,8.2,4.0,97,Alexander Shevchenko[KAZ],2,32.7%,31.7%,7.5%,5.0%,32.3%,33.3%,20.0%,6.4,2.1,2.5,2.5,97,Alexander Shevchenko[KAZ],2,55.6%,5,9,0.36,1.8,4.5,1.00,2.5,64.5%,20,31,1.24,6.2,15.5,2.20,5.5,97,Alexander Shevchenko[KAZ],2,0.67,363,43.3%,2,0-2,0.0%,40.0%,5,0-5,0.0%,50,19-31,38.0%,2:11,52.4,43.3
98,Pablo Carreno Busta[ESP],2,0-2,0.0%,58.8%,59.9%,9,5.6%,9,5.6%,13.8%,59.4%,67.4%,46.2%,53.6%,68.0%,6.4,2.6,98,Pablo Carreno Busta[ESP],2,32.0%,34.9%,13.3%,2.7%,25.9%,40.0%,16.0%,6.0,1.9,5.0,5.0,98,Pablo Carreno Busta[ESP],2,36.4%,4,11,0.44,2.2,5.5,0.80,2.0,55.6%,10,18,0.72,3.6,9.0,1.60,4.0,98,Pablo Carreno Busta[ESP],2,0.78,310,45.8%,1,0-1,0.0%,20.0%,5,1-4,20.0%,50,21-29,42.0%,1:56,46.4,44.9
99,Mariano Navone[ARG],2,0-2,0.0%,51.0%,50.0%,4,8.2%,3,6.1%,13.6%,55.1%,70.4%,27.3%,31.6%,55.6%,5.4,2.7,99,Mariano Navone[ARG],2,31.3%,33.9%,10.9%,1.6%,26.7%,35.3%,10.0%,6.4,2.0,7.5,7.5,99,Mariano Navone[ARG],2,16.7%,1,6,0.60,1.5,3.0,0.25,0.5,42.9%,3,7,0.78,1.8,3.5,1.00,2.0,99,Mariano Navone[ARG],2,0.64,113,39.8%,0,0-0,-,0.0%,4,0-4,0.0%,19,6-13,31.6%,0:40,19.8,41.9
100,Nishesh Basavareddy[USA],1,0-1,0.0%,59.7%,62.4%,4,3.1%,8,6.2%,13.8%,55.0%,71.8%,44.8%,52.0%,77.8%,7.2,2.9,100,Nishesh Basavareddy[USA],1,27.4%,31.6%,21.7%,3.8%,22.2%,38.2%,5.3%,5.6,1.5,7.0,7.0,100,Nishesh Basavareddy[USA],1,33.3%,1,3,0.16,0.8,3.0,0.25,1.0,63.6%,7,11,0.61,2.8,11.0,1.00,4.0,100,Nishesh Basavareddy[USA],1,0.68,235,45.1%,0,0-0,-,0.0%,4,1-3,25.0%,37,15-22,40.5%,2:59,44.8,45.7
