Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
22‑Apr‑2019,Budapest,Clay,Q2,314,109,(4)Yannick Maden[GER]d.(WC)Sinner,6-3 6-4,,0.83,3.5%,1.8%,47.4%,63.0%,46.7%,3/6,1:35
22‑Apr‑2019,Budapest,Clay,Q1,314,139,(WC)Sinnerd.(7)Lukas Rosol[CZE],6-2 3-0 RET,,1.93,8.6%,2.9%,51.4%,83.3%,58.8%,1/1,0:42
8‑Apr‑2019,Barletta CH,Clay,R32,316,180,(7)Andrea Arnaboldi[ITA]d.Sinner,7-5 6-3,,0.80,1.9%,3.7%,64.8%,60.0%,47.4%,2/6,1:24
8‑Apr‑2019,Barletta CH,Clay,R64,316,243,Sinnerd.Gian Marco Moroni[ITA],0-6 6-4 6-1,,1.08,4.3%,1.4%,58.0%,62.5%,51.7%,2/6,2:02
1‑Apr‑2019,Villena CH,Clay,R64,319,,(WC)Carlos Alcaraz[ESP]d.(WC)Sinner,6-2 3-6 6-3,(ch),0.86,2.4%,6.0%,54.2%,57.8%,36.8%,2/9,1:50
25‑Mar‑2019,M25 Santa Margherita Di Pula,Clay,F,322,345,Sinnerd.(2)Andrea Pellegrino[ITA],6-1 6-1,,,,,,,,,
25‑Mar‑2019,M25 Santa Margherita Di Pula,Clay,SF,322,445,Sinnerd.(5)Fabrizio Ornago[ITA],6-4 7-5,,,,,,,,,
25‑Mar‑2019,M25 Santa Margherita Di Pula,Clay,QF,322,,Sinnerd.(IR  )Ronald Slobodchikov[RUS],7-6(1) 4-0 RET,,,,,,,,,
25‑Mar‑2019,M25 Santa Margherita Di Pula,Clay,R16,322,619,Sinnerd.Laurent Lokoli[FRA],6-2 6-2,,,,,,,,,
25‑Mar‑2019,M25 Santa Margherita Di Pula,Clay,R32,322,,Sinnerd.(Q)Florent Bax[FRA],6-7(4) 6-4 6-0,,,,,,,,,
25‑Feb‑2019,M25 Trento,Hard,F,324,387,(WC)Sinnerd.(5)Jeremy Jahn[GER],6-3 6-4,,,,,,,,,
25‑Feb‑2019,M25 Trento,Hard,SF,324,,(WC)Sinnerd.(IR  )Elmar Ejupovic[BIH],7-5 6-3,,,,,,,,,
25‑Feb‑2019,M25 Trento,Hard,QF,324,445,(WC)Sinnerd.Antoine Cornut Chauvinc[FRA],6-0 7-6(6),,,,,,,,,
25‑Feb‑2019,M25 Trento,Hard,R16,324,505,(WC)Sinnerd.Jules Okala[FRA],6-4 6-4,,,,,,,,,
25‑Feb‑2019,M25 Trento,Hard,R32,324,432,(WC)Sinnerd.Albano Olivetti[FRA],7-6(7) 3-6 7-6(4),,,,,,,,,
18‑Feb‑2019,Bergamo CH,Hard,F,546,250,(WC)Sinnerd.Roberto Marcora[ITA],6-3 6-1,(ch),1.58,6.1%,0.0%,55.1%,81.5%,54.5%,0/0,1:11
18‑Feb‑2019,Bergamo CH,Hard,SF,546,301,(WC)Sinnerd.Tristan Lamasine[FRA],6-2 6-3,,1.69,6.5%,2.2%,45.7%,76.2%,56.0%,3/5,1:11
18‑Feb‑2019,Bergamo CH,Hard,QF,546,151,(WC)Sinnerd.(4)Gianluigi Quinzi[ITA],6-2 6-3,(ch),1.70,8.0%,4.0%,52.0%,80.8%,50.0%,1/3,1:12
18‑Feb‑2019,Bergamo CH,Hard,R16,546,224,(WC)Sinnerd.Viktor Galovic[ITA],7-5 1-6 6-4,,1.04,2.7%,2.7%,52.0%,69.2%,47.2%,5/10,1:54
18‑Feb‑2019,Bergamo CH,Hard,R32,546,172,(WC)Sinnerd.(9)Salvatore Caruso[ITA],6-2 2-6 6-2,,1.19,8.8%,6.3%,60.0%,72.9%,43.8%,2/5,2:09
18‑Feb‑2019,Bergamo CH,Hard,R64,546,277,(WC)Sinnerd.Lucas Miedler[AUT],7-6(3) 6-1,,1.64,12.7%,0.0%,58.7%,75.7%,73.1%,1/1,1:20
11‑Feb‑2019,M25 Aktobe,Hard,SF,549,,Niels Lootsma[NED]d.Sinner,3-6 6-3 7-5,,,,,,,,,
11‑Feb‑2019,M25 Aktobe,Hard,QF,549,,Sinnerd.(Q)Timur Kiyamov[RUS],6-4 2-6 6-3,,,,,,,,,
11‑Feb‑2019,M25 Aktobe,Hard,R16,549,546,Sinnerd.Artem Dubrivnyy[RUS],6-1 6-3,,,,,,,,,
11‑Feb‑2019,M25 Aktobe,Hard,R32,549,,Sinnerd.(Q)Aliaksandr Liaonenka[BLR],6-2 6-2,,,,,,,,,
28‑Jan‑2019,M15 Monastir,Hard,R16,550,492,(6)Evan Hoyt[GBR]d.Sinner,6-3 6-4,,,,,,,,,
28‑Jan‑2019,M15 Monastir,Hard,R32,550,,Sinnerd.Luke Johnson[GBR],3-6 6-3 7-5,,,,,,,,,
21‑Jan‑2019,M15 Monastir,Hard,R32,549,,(Q)Luis Faria[BRA]d.Sinner,6-3 2-6 6-4,,,,,,,,,
19‑Nov‑2018,Andria CH,Hard,R32,762,887,(Q)Illya Marchenko[UKR]d.(WC)Sinner,4-6 6-2 6-4,,0.72,4.5%,4.5%,48.9%,72.1%,44.4%,6/10,1:54
22‑Oct‑2018,Tunisia F37,Hard,QF,785,556,(2)Aziz Dougaz[TUN]d.Sinner,W/O,,,,,,,,,
22‑Oct‑2018,Tunisia F37,Hard,R16,785,812,Sinnerd.David Pichler[AUT],6-1 6-2,,,,,,,,,
22‑Oct‑2018,Tunisia F37,Hard,R32,785,990,Sinnerd.Skander Mansouri[TUN],2-6 6-4 6-2,,,,,,,,,
8‑Oct‑2018,Ortisei CH,Hard,R16,870,156,Constant Lestienne[FRA]d.(WC)Sinner,6-7(6) 7-5 7-5,,0.60,9.3%,3.1%,58.9%,72.4%,56.6%,7/9,2:13
8‑Oct‑2018,Ortisei CH,Hard,R32,870,647,(WC)Sinnerd.(WC)Luca Giacomini[ITA],7-6(4) 6-1,,1.95,15.1%,1.9%,66.0%,88.6%,55.6%,1/2,1:02
17‑Sep‑2018,Biella CH,Clay,Q1,879,398,(8)Oscar Jose Gutierrez[BRA]d.(WC)Sinner,4-6 6-4 7-6(5),,0.99,2.7%,5.3%,59.3%,62.7%,39.1%,11/18,2:31
10‑Sep‑2018,Italy F27,Clay,R16,882,431,Samuel Bensoussan[FRA]d.Sinner,3-6 7-6(6) 6-0,,,,,,,,,
10‑Sep‑2018,Italy F27,Clay,R32,882,,Sinnerd.(Q)Demian Raab[GER],6-3 6-3,,,,,,,,,
3‑Sep‑2018,Genova CH,Clay,Q1,891,327,(5)Juan Pablo Varillas[PER]d.(WC)Sinner,6-1 6-3,,0.68,1.9%,7.7%,46.2%,41.7%,35.7%,3/9,1:19
27‑Aug‑2018,Como CH,Clay,R32,891,157,Andrej Martin[SVK]d.(WC)Sinner,6-3 6-2,,0.62,0.0%,6.6%,52.5%,53.1%,41.4%,3/9,1:10
20‑Aug‑2018,Italy F24,Clay,R16,1115,471,(2)Alessandro Petrone[ITA]d.Sinner,5-7 6-3 6-1,,,,,,,,,
20‑Aug‑2018,Italy F24,Clay,R32,1115,,Sinnerd.(WC)Andrea Gola[ITA],4-6 6-4 6-4,,,,,,,,,
13‑Aug‑2018,Italy F23,Clay,F,1159,397,Peter Heller[GER]d.Sinner,6-1 6-3,,,,,,,,,
13‑Aug‑2018,Italy F23,Clay,SF,1159,1045,Sinnerd.Alessandro Ceppellini[ITA],6-7(4) 6-4 6-4,,,,,,,,,
13‑Aug‑2018,Italy F23,Clay,QF,1159,1392,Sinnerd.(PR)Joy Vigani[ITA],7-6(3) 6-2,,,,,,,,,
13‑Aug‑2018,Italy F23,Clay,R16,1159,767,Sinnerd.(3)Lorenzo Frigerio[ITA],7-5 6-4,,,,,,,,,
13‑Aug‑2018,Italy F23,Clay,R32,1159,1499,Sinnerd.(Q)Gianluca Acquaroli[ITA],6-1 6-2,,,,,,,,,
6‑Aug‑2018,Italy F22,Clay,R16,1161,431,(7)Juan Pablo Ficovich[ARG]d.(Q)Sinner,6-3 6-3,,,,,,,,,
6‑Aug‑2018,Italy F22,Clay,R32,1161,,(Q)Sinnerd.Giacomo Dambrosi[ITA],6-3 6-7(5) 6-4,,,,,,,,,
25‑Jun‑2018,Milan CH,Clay,Q1,1169,389,Jordi Samper Montana[ESP]d.(WC)Sinner,6-3 6-4,,0.75,1.9%,11.1%,53.7%,58.6%,36.0%,1/6,1:27
28‑May‑2018,Italy F12,Clay,R16,1197,558,Maxime Tabatruong[FRA]d.Sinner,6-2 6-4,,,,,,,,,
28‑May‑2018,Italy F12,Clay,R32,1197,1087,Sinnerd.Federico Iannaccone[ITA],6-4 6-0,,,,,,,,,
14‑May‑2018,Italy F10,Clay,QF,1480,671,Giovanni Fonio[ITA]d.(WC)Sinner,6-3 6-3,,,,,,,,,
14‑May‑2018,Italy F10,Clay,R16,1480,,(WC)Sinnerd.Filippo Moroni[ITA],7-6(2) 6-3,,,,,,,,,
14‑May‑2018,Italy F10,Clay,R32,1480,761,(WC)Sinnerd.Jacopo Stefanini[ITA],6-3 6-1,,,,,,,,,
7‑May‑2018,Poland F2,Clay,R16,1476,440,(2)Pawel Cias[POL]d.Sinner,4-6 6-2 6-4,,,,,,,,,
7‑May‑2018,Poland F2,Clay,R32,1476,759,Sinnerd.Timur Kiuamov[RUS],7-6(6) 6-4,,,,,,,,,
26‑Mar‑2018,Greece F5,Hard,R16,1592,402,(2)Yaraslau Shyla[BLR]d.(Q)Sinner,6-4 6-4,,,,,,,,,
26‑Mar‑2018,Greece F5,Hard,R32,1592,1211,(Q)Sinnerd.Mateo Nicolas Martinez[ARG],6-4 6-2,,,,,,,,,
19‑Mar‑2018,Greece F4,Hard,R32,1592,585,(8)Rudolf Molleker[GER]d.Sinner,6-4 7-5,,,,,,,,,
12‑Mar‑2018,Greece F3,Hard,R32,1583,789,Guy Den Heijer[NED]d.Sinner,6-3 7-6(6),,,,,,,,,
29‑Jan‑2018,Egypt F3,Hard,R16,,445,(7)Johan Sebastien Tatlot[FRA]d.Sinner,6-3 6-4,,,,,,,,,
29‑Jan‑2018,Egypt F3,Hard,R32,,756,Sinnerd.(Q)Aryan Goveas[IND],6-4 6-4,,,,,,,,,
