Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,TP,Aces,DFs,SP,1SP,2SP,vA
12‑Oct‑2020,Alicante CH,Clay,R16,158,128,Alcarazd.(6)Daniel Elahi Galan[COL],6-1 3-6 6-3,,1.21,0.0%,2.2%,71.9%,65.6%,64.0%,5/6,2:00,54.5%,42.3%,5.1%,33.3%,54.5%,3/8,167,0,2,89,64,25,4
12‑Oct‑2020,Alicante CH,Clay,R32,158,207,Alcarazd.Ramkumar Ramanathan[IND],7-6(4) 7-6(3),,1.15,0.0%,4.1%,64.4%,68.1%,57.7%,0/3,1:46,52.3%,41.0%,3.8%,38.5%,43.6%,3/3,151,0,3,73,47,26,3
5‑Oct‑2020,Barcelona CH,Clay,F,189,114,Alcarazd.(4)Damir Dzumhur[BIH],4-6 6-2 6-1,(ch),1.10,1.1%,3.3%,75.8%,69.6%,40.9%,5/6,1:48,53.0%,41.1%,1.4%,32.0%,60.9%,4/7,164,1,3,91,69,22,1
5‑Oct‑2020,Barcelona CH,Clay,SF,189,198,Alcarazd.(Q)Andrea Collarini[ARG],6-3 7-5,,1.18,1.4%,8.2%,60.3%,56.8%,48.3%,6/10,1:43,54.1%,54.8%,3.2%,57.9%,50.0%,6/7,135,1,6,73,44,29,2
5‑Oct‑2020,Barcelona CH,Clay,QF,189,177,Alcarazd.Filip Horansky[SVK],7-5 4-6 6-4,,1.04,1.9%,1.9%,61.9%,61.5%,47.5%,8/13,2:13,51.3%,45.7%,1.1%,42.5%,57.9%,6/7,197,2,2,105,65,40,1
5‑Oct‑2020,Barcelona CH,Clay,R16,189,183,Alcarazd.Mario Vilella Martinez[ESP],6-3 4-6 6-2,,1.16,0.0%,4.7%,55.3%,66.0%,52.6%,10/14,2:12,52.8%,46.2%,3.2%,37.5%,55.6%,6/16,178,0,4,85,47,38,3
5‑Oct‑2020,Barcelona CH,Clay,R32,189,113,Alcarazd.(3)Pedro Sousa[POR],6-3 6-3,,1.34,0.0%,1.9%,55.8%,65.5%,56.5%,2/4,1:11,55.9%,51.5%,3.0%,58.1%,45.7%,5/8,118,0,1,52,29,23,2
28‑Sep‑2020,Biella CH,Clay,R16,189,177,Filip Horansky[SVK]d.Alcaraz,6-3 6-4,,0.72,5.3%,5.3%,54.4%,61.3%,46.2%,0/4,1:16,43.8%,32.7%,0.0%,25.7%,45.0%,1/7,112,3,3,57,31,26,0
28‑Sep‑2020,Biella CH,Clay,R32,189,143,Alcarazd.(8)Juan Pablo Varillas[PER],2-6 7-6(8) 7-6(2),,0.92,1.5%,1.5%,67.6%,57.6%,54.5%,12/17,3:07,49.0%,40.0%,4.3%,36.5%,44.2%,3/9,251,2,2,136,92,44,5
28‑Sep‑2020,Roland Garros,Clay,Q1,189,193,Aleksandar Vukic[AUS]d.Alcaraz,4-6 7-6(5) 6-3,,0.98,6.0%,4.0%,60.0%,70.0%,52.5%,4/7,2:15,49.5%,36.3%,5.9%,24.6%,53.7%,3/6,202,6,4,100,60,40,6
31‑Aug‑2020,Cordenons CH,Clay,F,217,178,Bernabe Zapata Miralles[ESP]d.(SE)Alcaraz,6-2 4-6 6-2,(ch),0.78,1.4%,2.8%,64.8%,52.2%,44.0%,5/11,1:49,43.8%,39.3%,1.1%,36.8%,47.6%,3/10,160,1,2,71,46,25,1
31‑Aug‑2020,Cordenons CH,Clay,SF,217,221,(SE)Alcarazd.Daniel Altmaier[GER],6-1 7-6(6),,1.42,0.0%,3.4%,67.8%,72.5%,57.9%,3/4,1:25,56.9%,45.6%,1.8%,31.4%,68.2%,4/5,116,0,2,59,40,19,1
31‑Aug‑2020,Cordenons CH,Clay,QF,217,134,(SE)Alcarazd.(4)Facundo Bagnis[ARG],7-6(5) 4-6 6-2,,1.00,1.9%,6.6%,72.6%,58.4%,44.8%,7/12,2:34,50.3%,45.2%,4.3%,34.4%,65.6%,6/9,199,2,7,106,77,29,4
31‑Aug‑2020,Cordenons CH,Clay,R16,217,222,(SE)Alcarazd.Benjamin Bonzi[FRA],6-3 7-6(3),,1.16,0.0%,2.6%,67.5%,59.6%,64.0%,7/9,1:37,53.9%,45.3%,1.6%,43.2%,50.0%,4/7,141,0,2,77,52,25,1
31‑Aug‑2020,Cordenons CH,Clay,R32,217,196,(SE)Alcarazd.Juan Pablo Ficovich[ARG],4-6 6-3 7-5,,1.06,0.8%,1.7%,75.6%,60.0%,65.5%,14/17,2:46,52.1%,40.8%,1.0%,34.8%,53.1%,4/7,217,1,2,119,90,29,1
24‑Aug‑2020,Trieste CH,Clay,F,310,408,(Q)Alcarazd.(Q)Riccardo Bonadio[ITA],6-4 6-3,(ch),1.76,2.2%,2.2%,73.9%,79.4%,58.3%,2/3,1:09,57.8%,46.0%,1.6%,39.5%,56.0%,4/11,109,1,1,46,34,12,1
24‑Aug‑2020,Trieste CH,Clay,SF,310,280,(Q)Alcarazd.(WC)Lorenzo Musetti[ITA],7-5 2-6 6-3,(ch),1.07,0.0%,4.6%,73.6%,60.9%,43.5%,1/6,2:13,51.0%,46.7%,0.0%,38.5%,60.0%,6/17,192,0,4,87,64,23,0
24‑Aug‑2020,Trieste CH,Clay,QF,310,321,(Q)Alcarazd.(Q)Tomas Martin Etcheverry[ARG],7-6(2) 6-3,,1.26,2.6%,1.3%,71.8%,69.6%,63.6%,7/8,1:55,54.1%,40.5%,1.3%,33.9%,56.5%,2/7,157,2,1,78,56,22,1
24‑Aug‑2020,Trieste CH,Clay,R16,310,222,(Q)Alcarazd.Matteo Viola[ITA],6-4 6-2,,2.25,0.0%,2.2%,60.0%,85.2%,66.7%,1/2,1:28,59.7%,50.0%,1.2%,42.3%,62.5%,4/15,129,0,1,45,27,18,1
24‑Aug‑2020,Trieste CH,Clay,R32,310,254,(Q)Alcarazd.Mathias Bourgue[FRA],6-3 6-3,,1.30,1.7%,1.7%,79.7%,66.0%,41.7%,4/6,1:18,55.9%,50.8%,0.0%,47.4%,57.1%,5/11,118,1,1,59,47,12,0
24‑Aug‑2020,Trieste CH,Clay,Q2,310,233,(8)Alcarazd.(1)Tobias Kamke[GER],6-3 6-3,,1.37,3.4%,1.7%,83.1%,65.3%,50.0%,6/8,1:18,57.0%,50.9%,0.0%,51.6%,50.0%,5/10,114,2,1,59,49,10,0
24‑Aug‑2020,Trieste CH,Clay,Q1,310,894,(8)Alcarazd.(WC)Giacomo Dambrosi[ITA],6-2 3-6 6-3,,1.25,2.5%,6.3%,64.6%,72.5%,57.1%,3/5,2:02,52.9%,41.1%,5.3%,38.5%,46.7%,4/13,174,2,5,79,51,28,5
17‑Aug‑2020,Todi CH,Clay,R32,318,236,Gian Marco Moroni[ITA]d.(Q)Alcaraz,6-3 6-2,,0.55,0.0%,2.2%,68.9%,54.8%,64.3%,5/8,1:16,40.2%,23.4%,2.1%,25.8%,18.8%,0/0,92,0,1,45,31,14,1
17‑Aug‑2020,Todi CH,Clay,Q2,318,279,(7)Alcarazd.(4)Borna Gojo[CRO],6-4 6-4,,1.13,1.5%,4.5%,67.2%,71.1%,54.5%,4/5,1:33,52.7%,38.7%,4.8%,30.0%,46.9%,3/8,129,1,3,67,45,22,3
17‑Aug‑2020,Todi CH,Clay,Q1,318,933,(7)Alcarazd.(WC)Flavio Cobolli[ITA],6-2 6-3,,1.44,0.0%,6.1%,67.3%,60.6%,56.3%,0/2,1:19,58.9%,58.7%,1.6%,59.5%,57.7%,6/11,112,0,3,49,33,16,1
17‑Feb‑2020,Rio De Janeiro,Clay,R16,406,116,(Q)Federico Coria[ARG]d.(WC)Alcaraz,6-4 4-6 6-4,(ch),1.07,4.9%,4.9%,59.3%,75.0%,39.4%,4/9,2:17,50.0%,42.3%,0.0%,38.6%,56.5%,4/14,192,4,4,81,48,33,0
17‑Feb‑2020,Rio De Janeiro,Clay,R32,406,41,(WC)Alcarazd.(7)Albert Ramos[ESP],7-6(2) 4-6 7-6(2),(ch),0.99,1.3%,3.3%,68.0%,62.5%,44.9%,10/15,3:36,50.2%,42.8%,3.6%,38.7%,48.3%,4/19,291,2,5,153,104,49,5
27‑Jan‑2020,M15 Antalya,Clay,F,446,420,(1)Zsombor Piros[HUN]d.(2)Alcaraz,4-6 6-4 6-3,,,,,,,,,,,,,,,,,,,,,,
27‑Jan‑2020,M15 Antalya,Clay,SF,446,514,(2)Alcarazd.(4)Alexandar Lazarov[BUL],6-3 6-0,,,,,,,,,,,,,,,,,,,,,,
27‑Jan‑2020,M15 Antalya,Clay,QF,446,579,(2)Alcarazd.(8)Timofey Skatov[RUS],6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
27‑Jan‑2020,M15 Antalya,Clay,R16,446,1498,(2)Alcarazd.(Q)Tristan Meraut[FRA],7-5 6-3,,,,,,,,,,,,,,,,,,,,,,
27‑Jan‑2020,M15 Antalya,Clay,R32,446,802,(2)Alcarazd.Sandro Kopp[AUT],6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
13‑Jan‑2020,M15 Manacor,Hard,F,488,511,Alcarazd.Evan Furness[FRA],6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
13‑Jan‑2020,M15 Manacor,Hard,SF,488,1909,Alcarazd.(Q)Joao Monteiro[POR],6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
13‑Jan‑2020,M15 Manacor,Hard,QF,488,407,Alcarazd.(6)Evan Hoyt[GBR],6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
13‑Jan‑2020,M15 Manacor,Hard,R16,488,906,Alcarazd.(Q)Billy Harris[GBR],4-6 7-6(3) 7-6(2),,,,,,,,,,,,,,,,,,,,,,
13‑Jan‑2020,M15 Manacor,Hard,R32,488,489,Alcarazd.Alvaro Lopez San Martin[ESP],6-3 7-5,,,,,,,,,,,,,,,,,,,,,,
6‑Jan‑2020,M15 Manacor,Hard,F,490,437,(6)Alcarazd.(5)Evan Furness[FRA],6-0 6-2,,,,,,,,,,,,,,,,,,,,,,
6‑Jan‑2020,M15 Manacor,Hard,SF,490,1054,(6)Alcarazd.(Q)Alberto Barroso Campos[ESP],6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
6‑Jan‑2020,M15 Manacor,Hard,QF,490,885,(6)Alcarazd.(Q)Pawel Cias[POL],6-3 6-7(5) 6-1,,,,,,,,,,,,,,,,,,,,,,
6‑Jan‑2020,M15 Manacor,Hard,R16,490,629,(6)Alcarazd.Mats Rosenkranz[GER],6-2 6-0,,,,,,,,,,,,,,,,,,,,,,
6‑Jan‑2020,M15 Manacor,Hard,R32,490,1114,(6)Alcarazd.(Q)Mattia Bellucci[ITA],6-2 6-1,,,,,,,,,,,,,,,,,,,,,,
7‑Oct‑2019,M25 RibaRoja de Turia,Clay,R32,493,697,Inigo Cervantes Huegun[ESP]d.(7)Alcaraz,7-6(5) 6-2,,,,,,,,,,,,,,,,,,,,,,
23‑Sep‑2019,Florence CH,Clay,R64,493,241,Stefano Napolitano[ITA]d.(WC)Alcaraz,1-6 6-4 6-1,,0.99,1.1%,1.1%,67.4%,48.3%,55.2%,4/10,1:53,49.7%,48.8%,2.5%,38.5%,67.9%,5/11,169,1,1,89,60,29,2
9‑Sep‑2019,Seville CH,Clay,QF,566,120,(2)Salvatore Caruso[ITA]d.(WC)Alcaraz,4-6 7-6(4) 6-4,,0.91,2.9%,1.9%,65.7%,53.6%,38.9%,3/10,2:41,47.7%,46.8%,0.9%,40.5%,63.3%,7/18,214,3,2,105,69,36,1
9‑Sep‑2019,Seville CH,Clay,R16,566,149,(WC)Alcarazd.(7)Pedro Martinez[ESP],5-7 6-4 6-3,,1.00,0.0%,0.8%,77.8%,57.1%,57.1%,10/14,2:45,51.2%,42.7%,3.4%,40.4%,46.9%,5/11,215,0,1,126,98,28,3
9‑Sep‑2019,Seville CH,Clay,R32,566,184,(WC)Alcarazd.(9)Yannick Hanfmann[GER],7-6(3) 7-6(4),,1.13,1.1%,4.4%,64.4%,65.5%,62.5%,5/7,1:59,52.6%,40.0%,4.7%,34.1%,46.3%,2/3,175,1,4,90,58,32,4
9‑Sep‑2019,Seville CH,Clay,R64,566,435,(WC)Alcarazd.Rio Noguchi[JPN],6-1 6-4,,1.65,7.4%,1.9%,64.8%,74.3%,73.7%,1/1,,59.2%,42.9%,0.0%,35.7%,52.4%,3/6,103,4,1,54,35,19,0
26‑Aug‑2019,Mallorca CH,Hard,R64,571,311,Jurij Rodionov[AUT]d.(WC)Alcaraz,6-4 6-4,,0.88,4.8%,4.8%,66.1%,63.4%,52.4%,7/10,1:19,47.2%,35.4%,6.2%,28.2%,46.2%,1/6,127,3,3,62,41,21,4
19‑Aug‑2019,L'Aquila CH,Clay,R32,583,284,(8)Frederico Ferreira Silva[POR]d.(WC)Alcaraz,6-3 4-6 6-3,,0.82,0.9%,1.8%,72.7%,55.0%,53.3%,14/19,2:28,47.2%,37.3%,2.4%,25.5%,52.8%,3/4,193,1,2,110,80,30,2
19‑Aug‑2019,L'Aquila CH,Clay,R64,583,220,(WC)Alcarazd.(ITF)Christopher Oconnell[AUS],6-4 6-2,,1.33,1.7%,6.7%,75.0%,73.3%,40.0%,3/4,1:15,55.8%,46.7%,1.7%,35.9%,66.7%,4/9,120,1,4,60,45,15,1
22‑Jul‑2019,M25 Denia,Clay,F,521,636,Alcarazd.(8)Timofey Skatov[RUS],6-4 6-3,,,,,,,,,,,,,,,,,,,,,,
22‑Jul‑2019,M25 Denia,Clay,SF,521,383,Alcarazd.(2)Carlos Boluda Purkiss[ESP],3-6 6-4 7-6(4),,,,,,,,,,,,,,,,,,,,,,
22‑Jul‑2019,M25 Denia,Clay,QF,521,,Alcarazd.(Q)Carlos Sanchez Jover[ESP],6-4 2-6 6-3,,,,,,,,,,,,,,,,,,,,,,
22‑Jul‑2019,M25 Denia,Clay,R16,521,,Alcarazd.(Q)Sergio Martos Gornes[ESP],6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
22‑Jul‑2019,M25 Denia,Clay,R32,521,,Alcarazd.(LL)Alejandro Moro Canas[ESP],6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
17‑Jun‑2019,M25 Martos,Hard,SF,517,371,Kevin King[USA]d.(6)Alcaraz,6-1 6-0,,,,,,,,,,,,,,,,,,,,,,
17‑Jun‑2019,M25 Martos,Hard,QF,517,,(6)Alcarazd.Mick Lescure[FRA],3-6 7-6(3) 6-1,,,,,,,,,,,,,,,,,,,,,,
17‑Jun‑2019,M25 Martos,Hard,R16,517,,(6)Alcarazd.Alberto Barroso Campos[ESP],6-2 6-3,,,,,,,,,,,,,,,,,,,,,,
17‑Jun‑2019,M25 Martos,Hard,R32,517,,(6)Alcarazd.Simon Carr[IRL],4-6 6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
22‑Apr‑2019,Barcelona,Clay,Q1,505,107,(12)Pedro Sousa[POR]d.(WC)Alcaraz,6-7(5) 6-3 6-1,,0.86,4.2%,4.2%,70.5%,56.7%,46.4%,3/10,1:48,46.3%,39.8%,1.9%,39.7%,40.0%,3/12,203,4,4,95,67,28,2
8‑Apr‑2019,Murcia CH,Clay,R16,597,170,(9)Rudolf Molleker[GER]d.(WC)Alcaraz,6-1 6-7(5) 6-3,,0.79,1.1%,3.4%,54.5%,68.8%,52.5%,5/9,1:50,45.6%,30.4%,8.7%,23.4%,46.4%,1/4,180,1,3,88,48,40,8
8‑Apr‑2019,Murcia CH,Clay,R32,597,140,(WC)Alcarazd.(5)Pedro Martinez[ESP],6-3 7-6(4),(ch),1.07,1.1%,1.1%,65.5%,63.2%,70.0%,4/5,1:46,53.3%,36.9%,0.0%,32.5%,44.0%,2/3,152,1,1,87,57,30,0
8‑Apr‑2019,Murcia CH,Clay,R64,597,267,(WC)Alcarazd.Gleb Sakharov[FRA],7-6(6) 6-4,,1.06,0.0%,1.1%,79.8%,60.0%,47.4%,9/12,2:00,51.7%,45.0%,2.5%,38.0%,56.7%,4/9,174,0,1,94,75,19,2
1‑Apr‑2019,Villena CH,Clay,R32,,132,(8)Lukas Rosol[CZE]d.(WC)Alcaraz,6-2 4-6 6-4,,0.83,0.0%,3.4%,75.0%,47.0%,54.5%,0/7,1:46,45.8%,42.7%,3.4%,39.7%,48.4%,5/8,177,0,3,88,66,22,3
1‑Apr‑2019,Villena CH,Clay,R64,,319,(WC)Alcarazd.(WC)Jannik Sinner[ITA],6-2 3-6 6-3,(ch),1.17,0.0%,2.5%,68.4%,53.7%,60.0%,3/8,1:50,53.7%,51.8%,2.4%,42.2%,63.2%,7/9,162,0,2,79,54,25,2
21‑Jan‑2019,M15 Palmanova,Clay,SF,,,Francisco Cerundolo[ARG]d.(JR   )Alcaraz,6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
21‑Jan‑2019,M15 Palmanova,Clay,QF,,,(JR   )Alcarazd.Maxime Mora[FRA],6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
21‑Jan‑2019,M15 Palmanova,Clay,R16,,648,(JR   )Alcarazd.Jeroen Vanneste[BEL],6-3 6-1,,,,,,,,,,,,,,,,,,,,,,
21‑Jan‑2019,M15 Palmanova,Clay,R32,,589,(JR   )Alcarazd.Alvaro Lopez San Martin[ESP],5-7 6-3 6-1,,,,,,,,,,,,,,,,,,,,,,
12‑Feb‑2018,Spain F5,Clay,QF,,319,Sergio Gutierrez Ferrol[ESP]d.Alcaraz,6-0 6-4,,,,,,,,,,,,,,,,,,,,,,
12‑Feb‑2018,Spain F5,Clay,R16,,,Alcarazd.Nikita Tatyanin[RUS],7-5 7-6(5),,,,,,,,,,,,,,,,,,,,,,
12‑Feb‑2018,Spain F5,Clay,R32,,292,Alcarazd.(2)Federico Gaio[ITA],7-5 4-6 7-6(3),,,,,,,,,,,,,,,,,,,,,,
