Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2016 Doha F,W vsNadal,1.17,2.76,29.9,2.2,0.0%,76.0%,15.8%,78.9%,50.0%,57.1%
2016 Doha SF,W vsBerdych,1.13,1.47,52.0,3.4,2.8%,63.9%,9.1%,75.8%,36.1%,43.8%
2016 Doha QF,W vsMayer,1.00,1.44,46.0,2.9,3.3%,63.3%,3.7%,66.7%,55.9%,45.2%
2016 Doha R16,W vsVerdasco,1.03,1.95,39.4,2.2,0.0%,77.8%,4.2%,66.7%,64.3%,37.5%
2016 Doha R32,W vsBrown,1.19,2.51,33.8,2.1,9.5%,76.2%,0.0%,73.7%,53.6%,51.9%
2015 Tour Finals F,W vsFederer,1.28,1.65,47.5,2.4,6.9%,62.1%,7.4%,77.8%,41.9%,35.7%
2015 Tour Finals SF,W vsNadal,1.28,2.44,34.1,2.0,8.3%,79.2%,9.1%,77.3%,35.7%,48.0%
2015 Tour Finals RR,W vsNishikori,1.13,2.77,29.4,2.0,18.2%,95.5%,11.8%,52.9%,51.9%,61.5%
2015 Tour Finals RR,L vsFederer,0.94,0.58,44.2,2.2,2.9%,50.0%,3.2%,61.3%,28.6%,26.9%
2015 Tour Finals RR,W vsBerdych,1.14,1.42,50.5,2.2,2.8%,69.4%,0.0%,56.3%,54.8%,35.7%
2015 Paris F,W vsMurray,1.03,1.62,43.4,2.1,4.0%,72.0%,4.3%,65.2%,51.4%,46.9%
2015 Paris SF,W vsWawrinka,1.09,1.39,51.7,2.1,7.5%,62.5%,2.7%,70.3%,44.7%,41.7%
2015 Paris QF,W vsBerdych,1.04,1.36,66.0,2.7,9.1%,77.3%,5.1%,69.2%,36.4%,33.3%
2015 Paris R16,W vsSimon,1.17,1.55,56.7,2.7,5.9%,52.9%,0.0%,55.9%,54.8%,66.7%
2015 Paris R32,W vsBellucci,1.01,1.47,54.9,2.9,5.7%,77.1%,0.0%,61.3%,50.0%,37.5%
2015 Shanghai F,W vsTsonga,0.86,2.48,42.2,2.1,9.5%,81.0%,0.0%,85.0%,48.6%,50.0%
2015 Shanghai SF,W vsMurray,0.91,2.24,35.2,2.1,14.3%,71.4%,11.8%,82.4%,56.0%,60.9%
2015 Shanghai QF,W vsTomic,0.89,1.38,60.1,2.2,16.7%,80.0%,18.5%,59.3%,39.5%,52.3%
2015 Shanghai R16,W vsLopez,1.07,1.79,45.1,2.1,14.3%,71.4%,8.0%,76.0%,51.6%,36.7%
2015 Shanghai R32,W vsKlizan,1.33,2.34,29.8,2.1,11.5%,65.4%,4.3%,69.6%,52.0%,63.6%
2015 Beijing F,W vsNadal,1.33,1.99,34.4,2.0,13.8%,75.9%,10.7%,57.1%,52.0%,47.8%
2015 Beijing SF,W vsFerrer,1.27,1.81,32.1,2.1,0.0%,64.3%,4.2%,54.2%,55.2%,60.0%
2015 Beijing QF,W vsIsner,1.22,2.77,31.3,2.1,8.7%,91.3%,0.0%,61.1%,45.8%,54.5%
2015 Beijing R16,W vsZhang,1.31,3.12,28.9,2.0,9.1%,90.9%,10.5%,63.2%,50.0%,54.5%
2015 Beijing R32,W vsBolelli,1.01,2.01,36.5,2.0,4.2%,62.5%,27.3%,81.8%,58.6%,53.6%
2015 US Open F,W vsFederer,1.21,1.18,48.0,2.6,2.5%,58.2%,1.3%,64.5%,34.3%,41.8%
2015 US Open SF,W vsCilic,0.91,2.39,21.9,2.0,6.5%,74.2%,4.0%,80.0%,61.8%,59.4%
2015 US Open QF,W vsLopez,1.12,1.41,37.8,2.2,6.5%,69.4%,9.1%,76.4%,32.8%,36.4%
2015 US Open R16,W vsBautista Agut,1.08,1.31,39.1,2.4,7.9%,68.3%,5.0%,56.7%,42.6%,48.2%
2015 US Open R32,W vsSeppi,1.10,1.47,34.8,2.5,4.2%,68.8%,9.3%,72.1%,35.7%,43.4%
2015 US Open R32,W vsSeppi,1.10,1.47,34.8,2.5,12.5%,68.8%,11.6%,72.1%,35.7%,43.4%
2015 US Open R64,W vsHaider Maurer,1.18,3.02,23.5,2.0,8.8%,82.4%,6.7%,80.0%,45.9%,50.0%
2015 US Open R64,W vsHaider Maurer,1.18,3.02,23.5,2.0,11.8%,82.4%,6.7%,80.0%,45.9%,50.0%
2015 US Open R128,W vsSouza,1.03,3.87,20.1,2.1,21.4%,85.7%,4.2%,83.3%,51.6%,65.4%
2015 US Open R128,W vsSouza,1.03,3.87,20.1,2.1,25.0%,85.7%,4.2%,83.3%,51.6%,65.4%
2015 Cincinnati F,L vsFederer,0.95,0.52,42.9,2.3,4.9%,61.0%,7.9%,60.5%,18.8%,24.1%
2015 Cincinnati SF,W vsDolgopolov,1.13,1.22,66.1,10.8,7.5%,60.4%,8.0%,64.0%,43.5%,38.1%
2015 Cincinnati QF,W vsWawrinka,1.33,2.24,33.4,2.3,4.2%,70.8%,0.0%,76.2%,32.3%,59.3%
2015 Cincinnati R16,W vsGoffin,1.21,1.22,57.3,16.4,2.4%,63.4%,5.6%,52.8%,47.4%,36.8%
2015 Cincinnati R32,W vsPaire,0.98,1.24,65.2,3.0,0.0%,51.5%,3.4%,69.0%,56.3%,45.2%
2015 Canada F,L vsMurray,0.87,0.75,45.3,2.9,-,65.0%,-,62.2%,28.6%,34.1%
2015 Canada SF,W vsChardy,1.26,2.30,37.6,2.0,3.6%,85.7%,13.0%,73.9%,35.3%,36.4%
2015 Canada QF,W vsGulbis,0.88,1.34,64.3,17.2,11.9%,69.0%,10.5%,78.9%,47.4%,32.1%
2015 Canada R16,W vsSock,1.05,2.26,40.5,2.2,0.0%,65.2%,14.3%,90.5%,45.5%,52.4%
2015 Canada R32,W vsBellucci,1.05,1.38,58.2,2.3,2.4%,70.7%,5.4%,70.3%,35.7%,42.5%
2015 Wimbledon F,W vsFederer,1.08,1.18,47.5,2.7,7.9%,67.1%,10.1%,71.0%,38.9%,29.0%
2015 Wimbledon SF,W vsGasquet,1.10,1.48,32.7,2.1,11.5%,69.2%,13.0%,71.7%,46.6%,32.7%
2015 Wimbledon QF,W vsCilic,1.20,1.95,28.3,2.1,2.3%,79.1%,7.9%,76.3%,36.4%,35.9%
2015 Wimbledon R16,W vsAnderson,0.94,1.18,53.6,8.1,7.8%,81.1%,7.5%,62.5%,32.6%,36.7%
2015 Wimbledon R32,W vsTomic,1.11,1.97,27.0,2.1,21.4%,83.3%,12.8%,69.2%,45.5%,36.8%
2015 Wimbledon R32,W vsTomic,1.11,1.97,27.0,2.1,21.4%,83.3%,15.4%,69.2%,45.5%,36.8%
2015 Wimbledon R64,W vsNieminen,1.01,1.95,28.0,2.7,12.5%,80.0%,6.1%,72.7%,46.7%,42.9%
2015 Wimbledon R64,W vsNieminen,1.01,1.95,28.0,2.7,12.5%,80.0%,9.1%,72.7%,46.7%,42.9%
2015 Wimbledon R128,W vsKohlschreiber,1.03,1.48,37.1,2.4,15.9%,70.5%,7.5%,70.0%,33.3%,53.1%
2015 Wimbledon R128,W vsKohlschreiber,1.03,1.48,37.1,2.4,18.2%,70.5%,10.0%,70.0%,33.3%,53.1%
2015 Roland Garros F,L vsWawrinka,0.99,0.79,48.2,3.6,-,57.6%,-,61.3%,36.4%,28.3%
2015 Roland Garros SF,W vsMurray,1.04,1.28,38.1,2.3,-,74.7%,-,60.6%,33.3%,45.8%
2015 Roland Garros QF,W vsNadal,0.94,1.54,35.3,2.0,-,70.7%,-,69.2%,54.2%,44.4%
2015 Roland Garros R16,W vsGasquet,0.93,1.55,33.1,2.3,-,60.5%,-,78.4%,61.2%,42.2%
2015 Roland Garros R32,W vsKokkinakis,1.47,2.40,22.6,2.1,-,82.5%,-,77.8%,35.7%,28.2%
2015 Roland Garros R32,W vsKokkinakis,1.47,2.40,22.6,2.1,7.5%,82.5%,2.8%,77.8%,35.7%,28.2%
2015 Roland Garros R64,W vsMuller,1.21,2.47,22.7,2.0,-,82.1%,-,73.5%,48.9%,40.0%
2015 Roland Garros R64,W vsMuller,1.22,2.49,22.6,2.0,5.1%,84.6%,2.9%,70.6%,48.9%,40.0%
2015 Roland Garros R128,W vsNieminen,1.19,1.78,22.5,2.1,-,66.7%,-,71.4%,50.0%,42.2%
2015 Roland Garros R128,W vsNieminen,1.19,1.77,22.4,2.1,11.1%,66.7%,2.3%,72.1%,50.0%,40.9%
2015 Rome F,W vsFederer,1.09,2.04,44.2,2.4,6.7%,83.3%,13.0%,73.9%,39.4%,37.9%
2015 Rome SF,W vsFerrer,1.41,1.43,47.1,2.3,10.3%,76.9%,0.0%,55.9%,28.6%,39.1%
2015 Rome QF,W vsNishikori,1.05,1.49,48.1,2.3,5.1%,71.8%,3.0%,72.7%,41.0%,37.8%
2015 Monte Carlo F,W vsBerdych,1.16,1.20,59.2,3.0,1.9%,54.7%,4.1%,65.3%,37.5%,46.2%
2015 Monte Carlo SF,W vsNadal,1.05,1.51,48.9,3.1,3.4%,72.4%,0.0%,64.3%,38.2%,53.1%
2015 Miami F,W vsMurray,1.05,1.18,59.6,3.0,6.4%,51.1%,2.2%,68.9%,44.4%,46.2%
2015 Miami SF,W vsIsner,1.05,2.01,47.7,2.4,16.7%,76.7%,17.9%,78.6%,38.1%,47.5%
2015 Indian Wells F,W vsFederer,0.96,1.26,67.8,2.3,3.8%,69.2%,12.2%,65.3%,42.0%,43.8%
2015 Indian Wells SF,W vsMurray,1.36,2.01,32.0,2.0,3.3%,70.0%,0.0%,60.0%,57.1%,44.4%
2015 Indian Wells R32,W vsRamos,1.01,1.51,52.6,3.0,3.1%,75.0%,0.0%,66.7%,38.7%,48.1%
2015 Dubai F,L vsFederer,0.83,0.77,56.1,2.4,0.0%,68.8%,3.3%,56.7%,32.5%,35.9%
2015 Dubai QF,W vsIlhan,1.30,2.90,29.2,2.0,21.7%,73.9%,10.5%,73.7%,59.1%,57.9%
2015 Australian Open F,W vsMurray,1.06,1.22,46.9,2.8,5.6%,53.5%,6.2%,67.7%,53.2%,37.5%
2015 Australian Open SF,W vsWawrinka,1.00,1.21,44.7,2.7,2.7%,71.2%,4.8%,59.7%,37.0%,45.5%
2015 Australian Open QF,W vsRaonic,1.07,2.39,31.4,2.3,11.9%,83.3%,8.3%,86.1%,39.2%,29.2%
2015 Australian Open R16,W vsMuller,1.18,1.82,35.1,2.1,16.3%,81.6%,11.6%,72.1%,40.0%,30.0%
2015 Australian Open R32,W vsVerdasco,0.94,1.66,40.7,2.6,8.3%,75.0%,16.3%,81.4%,46.0%,31.7%
2015 Australian Open R32,W vsVerdasco,0.94,1.66,40.7,2.6,8.3%,75.0%,16.3%,81.4%,46.0%,31.7%
2015 Australian Open R64,W vsKuznetsov,1.03,2.70,20.0,2.0,6.9%,72.4%,21.4%,85.7%,50.0%,60.5%
2015 Australian Open R128,W vsBedene,1.08,1.97,26.8,2.3,4.9%,80.5%,15.8%,73.7%,33.3%,50.0%
2015 Doha R32,W vsLajovic,1.36,2.20,36.5,2.0,3.8%,57.7%,8.3%,70.8%,54.5%,61.9%
2014 Tour Finals SF,W vsNishikori,0.92,1.54,50.0,2.8,3.3%,73.3%,7.1%,67.9%,48.6%,50.0%
2014 Tour Finals RR,W vsBerdych,1.67,3.95,20.2,2.0,4.3%,69.6%,0.0%,88.9%,51.9%,52.0%
2014 Tour Finals RR,W vsCilic,0.91,1.86,37.4,2.2,10.5%,78.9%,11.1%,61.1%,69.6%,52.2%
2014 Paris F,W vsRaonic,1.21,2.02,34.5,2.0,10.0%,73.3%,3.8%,73.1%,46.4%,42.9%
2014 Paris SF,W vsNishikori,0.97,1.87,44.5,2.1,11.5%,65.4%,22.7%,81.8%,60.0%,43.5%
2014 Paris QF,W vsMurray,0.97,1.60,52.3,2.2,3.4%,72.4%,0.0%,73.1%,47.1%,42.4%
2014 Paris R16,W vsMonfils,1.21,1.47,49.5,2.1,2.7%,78.4%,3.0%,57.6%,40.6%,35.7%
2014 Shanghai SF,L vsFederer,0.86,0.69,41.5,2.3,7.7%,61.5%,5.3%,55.3%,21.6%,45.7%
2014 Shanghai R32,W vsThiem,1.02,1.82,45.6,2.2,10.3%,72.4%,15.4%,80.8%,37.8%,47.2%
2014 Beijing F,W vsBerdych,1.81,3.48,19.5,2.1,4.3%,60.9%,13.6%,72.7%,63.6%,65.0%
2014 Beijing SF,W vsMurray,1.00,1.54,53.0,2.1,9.4%,75.0%,3.3%,66.7%,48.4%,40.7%
2014 US Open SF,L vsNishikori,0.73,0.78,42.6,2.4,5.1%,57.6%,18.9%,67.9%,40.0%,40.0%
2014 US Open QF,W vsMurray,1.12,1.23,43.4,2.5,5.1%,59.5%,5.5%,63.0%,38.0%,48.4%
2014 US Open R16,W vsKohlschreiber,1.12,1.73,30.8,2.0,6.8%,72.7%,7.3%,75.6%,42.2%,37.5%
2014 US Open R32,W vsQuerrey,1.30,2.14,20.0,2.0,7.5%,70.0%,5.9%,61.8%,55.3%,55.9%
2014 US Open R64,W vsMathieu,0.86,2.43,26.9,2.0,25.8%,87.1%,19.2%,73.1%,61.5%,47.4%
2014 US Open R128,W vsSchwartzman,1.13,2.06,22.1,2.0,5.0%,72.5%,13.9%,69.4%,47.2%,58.8%
2014 Cincinnati R16,L vsRobredo,1.00,0.68,62.8,2.2,14.3%,57.1%,8.3%,66.7%,22.2%,30.3%
2014 Cincinnati R32,W vsSimon,1.14,1.20,70.7,2.8,8.9%,66.7%,7.5%,62.5%,34.0%,40.5%
2014 Canada R16,L vsTsonga,0.65,0.42,27.8,2.2,0.0%,50.0%,8.7%,56.5%,36.0%,25.0%
2014 Wimbledon F,W vsFederer,1.03,1.15,61.1,3.5,-,73.4%,-,66.3%,36.0%,30.4%
2014 Wimbledon SF,W vsDimitrov,1.19,1.17,54.1,2.4,-,69.7%,-,65.2%,31.9%,32.3%
2014 Wimbledon QF,W vsCilic,0.89,1.25,46.0,4.3,-,72.1%,-,65.6%,49.4%,37.7%
2014 Wimbledon R16,W vsTsonga,1.46,1.79,29.7,2.1,-,78.0%,-,76.1%,28.3%,27.9%
2014 Wimbledon R32,W vsSimon,1.03,1.35,35.6,2.2,-,66.7%,-,60.5%,39.6%,56.0%
2014 Wimbledon R32,W vsSimon,1.03,1.35,35.6,2.2,7.1%,66.7%,10.5%,60.5%,39.6%,56.0%
2014 Wimbledon R64,W vsStepanek,1.08,1.26,43.9,2.5,-,73.1%,-,68.6%,33.3%,34.8%
2014 Wimbledon R64,W vsStepanek,1.06,1.28,43.6,2.5,11.7%,72.7%,13.0%,69.6%,34.7%,34.3%
2014 Wimbledon R128,W vsGolubev,1.22,2.73,23.2,2.0,-,76.5%,-,78.6%,53.5%,47.6%
2014 Wimbledon R128,W vsGolubev,1.20,2.70,24.1,2.0,8.8%,76.5%,14.3%,78.6%,52.3%,48.8%
2014 Roland Garros F,L vsNadal,0.94,0.80,44.0,3.3,-,64.7%,-,53.4%,29.5%,39.0%
2014 Roland Garros SF,W vsGulbis,1.21,1.39,34.1,2.4,-,63.8%,-,71.7%,45.5%,28.0%
2014 Roland Garros QF,W vsRaonic,1.14,1.61,36.5,2.2,-,73.1%,-,76.1%,36.2%,35.7%
2014 Roland Garros R16,W vsTsonga,1.39,2.73,17.8,2.0,-,74.3%,-,71.0%,57.9%,48.5%
2014 Roland Garros R32,W vsCilic,1.07,1.27,36.6,2.6,-,66.2%,-,61.2%,42.3%,43.9%
2014 Roland Garros R64,W vsChardy,1.11,2.02,23.7,2.1,-,75.0%,-,66.7%,51.3%,54.1%
2014 Roland Garros R64,W vsChardy,1.11,2.02,23.7,2.1,0.0%,75.0%,6.1%,66.7%,51.3%,54.1%
2014 Roland Garros R128,W vsSousa,1.20,1.73,23.7,2.2,-,61.9%,-,63.4%,50.0%,58.1%
2014 Roland Garros R128,W vsSousa,1.20,1.73,23.7,2.2,14.3%,61.9%,7.3%,63.4%,50.0%,58.1%
2014 Rome F,W vsNadal,0.89,1.23,51.8,4.0,10.5%,63.2%,8.8%,67.6%,53.1%,43.2%
2014 Rome SF,W vsRaonic,1.07,1.21,67.7,6.2,0.0%,60.3%,5.4%,78.6%,32.3%,37.3%
2014 Rome QF,W vsFerrer,1.13,1.20,68.2,2.9,2.0%,60.8%,4.3%,63.8%,35.4%,45.2%
2014 Rome R16,W vsKohlschreiber,1.01,1.46,39.6,4.1,5.1%,71.8%,0.0%,57.6%,43.2%,57.6%
2014 Rome R32,W vsStepanek,0.93,1.34,47.5,2.8,3.2%,74.2%,3.7%,55.6%,48.8%,50.0%
2014 Monte Carlo SF,L vsFederer,0.90,0.57,46.9,3.1,6.5%,67.7%,0.0%,53.6%,16.7%,33.3%
2014 Monte Carlo QF,W vsGarcia Lopez,1.03,1.35,45.9,6.9,6.7%,71.1%,7.1%,59.5%,39.6%,51.1%
2014 Monte Carlo R16,W vsCarreno Busta,1.05,3.75,28.6,2.1,5.6%,94.4%,6.3%,68.8%,68.4%,57.9%
2014 Monte Carlo R32,W vsMontanes,1.12,2.98,27.8,2.5,9.1%,77.3%,15.8%,73.7%,75.0%,52.9%
2014 Miami F,W vsNadal,1.15,2.26,35.2,2.2,7.7%,80.8%,13.0%,73.9%,53.6%,33.3%
2014 Miami QF,W vsMurray,1.13,1.49,51.1,2.4,8.6%,71.4%,12.9%,64.5%,38.7%,44.8%
2014 Miami R16,W vsRobredo,1.26,1.95,42.3,2.0,9.4%,78.1%,7.1%,75.0%,40.0%,32.1%
2014 Miami R64,W vsChardy,1.36,1.73,44.1,2.3,17.6%,70.6%,6.5%,58.1%,37.0%,54.5%
2014 Indian Wells F,W vsFederer,1.15,1.20,68.2,4.6,10.0%,68.0%,2.2%,65.2%,34.6%,34.7%
2014 Indian Wells SF,W vsIsner,0.92,1.22,67.5,3.4,6.3%,66.7%,9.1%,68.2%,34.5%,51.8%
2014 Indian Wells QF,W vsBenneteau,0.99,2.62,43.0,2.0,22.7%,81.8%,10.5%,78.9%,56.3%,46.9%
2014 Indian Wells R16,W vsCilic,1.34,1.38,49.1,4.4,2.6%,71.1%,0.0%,58.8%,32.4%,39.4%
2014 Indian Wells R32,W vsGonzalez,0.93,1.65,47.3,2.0,9.1%,75.8%,9.7%,74.2%,37.0%,52.3%
2014 Indian Wells R64,W vsHanescu,1.16,1.53,45.5,3.1,5.7%,68.6%,6.1%,75.8%,39.4%,34.4%
2014 Dubai SF,L vsFederer,0.84,0.73,48.2,5.2,8.9%,66.7%,2.4%,61.0%,32.5%,29.7%
2014 Dubai R16,W vsBautista Agut,1.41,2.41,28.0,2.0,12.5%,66.7%,4.3%,69.6%,48.0%,61.9%
2014 Dubai R32,W vsIstomin,1.14,1.54,44.8,2.1,14.3%,68.6%,3.2%,64.5%,55.6%,34.3%
2014 Australian Open QF,L vsWawrinka,0.80,0.93,57.8,4.3,4.1%,68.9%,4.3%,67.1%,31.5%,43.2%
2014 Australian Open R16,W vsFognini,1.08,3.27,23.5,2.0,12.5%,90.6%,14.3%,75.0%,56.5%,44.4%
2014 Australian Open R32,W vsIstomin,1.26,2.01,24.2,2.1,4.9%,70.7%,10.8%,78.4%,37.8%,43.9%
2014 Australian Open R64,W vsMayer,1.17,2.63,21.5,2.0,14.3%,77.1%,18.8%,81.3%,43.2%,51.2%
2014 Australian Open R64,W vsMayer,1.17,2.63,21.5,2.0,17.1%,77.1%,18.8%,81.3%,43.2%,51.2%
2014 Australian Open R128,W vsLacko,0.99,1.96,34.7,2.2,6.7%,77.8%,2.9%,79.4%,35.4%,50.0%
2014 Australian Open R128,W vsLacko,0.99,1.96,34.7,2.2,15.6%,77.8%,8.8%,79.4%,35.4%,50.0%
2013 Davis Cup RR,W vsStepanek,1.09,1.68,33.2,2.0,4.3%,65.2%,4.9%,78.0%,50.0%,37.5%
2013 Davis Cup RR,W vsBerdych,1.02,1.50,45.2,2.1,17.0%,68.1%,9.8%,82.9%,37.7%,36.0%
2013 Tour Finals F,W vsNadal,1.15,1.64,42.8,2.0,12.9%,74.2%,3.7%,63.0%,43.8%,44.8%
2013 Tour Finals SF,W vsWawrinka,0.95,1.73,44.7,2.8,0.0%,73.1%,8.7%,73.9%,40.6%,56.7%
2013 Tour Finals RR,W vsGasquet,1.28,1.24,50.6,2.3,7.4%,70.4%,4.3%,61.7%,27.1%,38.6%
2013 Tour Finals RR,W vsFederer,1.08,1.20,60.2,2.4,9.3%,61.1%,8.5%,63.8%,40.4%,43.1%
2013 Paris F,W vsFerrer,0.94,1.31,50.7,3.4,-,70.6%,-,66.7%,37.8%,50.0%
2013 Paris SF,W vsFederer,1.06,1.26,59.4,7.5,-,68.1%,-,62.2%,31.1%,52.3%
2013 Paris QF,W vsWawrinka,1.11,1.60,48.2,2.0,-,63.6%,-,73.3%,42.3%,50.0%
2013 Paris R16,W vsIsner,0.81,1.84,61.9,4.4,0.0%,78.9%,0.0%,82.9%,47.4%,38.9%
2013 Paris R32,W vsHerbert,1.02,1.83,44.2,3.1,-,78.1%,-,79.3%,40.0%,36.1%
2013 Shanghai F,W vsdel Potro,1.08,1.47,71.1,2.6,13.0%,67.4%,10.3%,76.9%,39.6%,37.3%
2013 Shanghai SF,W vsTsonga,0.93,1.37,50.0,2.1,12.5%,62.5%,7.1%,67.9%,52.8%,50.0%
2013 Shanghai QF,W vsMonfils,1.04,1.40,60.3,4.0,8.7%,69.6%,0.0%,70.0%,38.9%,42.9%
2013 Shanghai R16,W vsFognini,1.11,2.32,37.9,2.1,11.5%,80.8%,4.8%,76.2%,38.2%,51.6%
2013 Shanghai R32,W vsGranollers,1.59,2.94,26.1,2.0,8.3%,75.0%,19.0%,61.9%,62.5%,52.2%
2013 Beijing F,W vsNadal,1.16,3.27,31.0,2.0,0.0%,79.2%,22.7%,95.5%,36.7%,36.7%
2013 Beijing SF,W vsGasquet,0.98,1.60,46.0,3.1,8.0%,80.0%,12.5%,62.5%,50.0%,42.9%
2013 Beijing QF,W vsQuerrey,1.05,4.18,29.2,2.0,21.1%,100.0%,16.7%,72.2%,53.6%,53.6%
2013 Beijing R16,W vsVerdasco,1.13,1.38,48.9,2.0,4.8%,61.9%,5.3%,73.7%,50.0%,28.2%
2013 Beijing R32,W vsRosol,1.10,3.66,27.9,2.0,9.5%,85.7%,11.1%,83.3%,48.0%,54.2%
2013 Davis Cup RR,W vsPospisil,1.07,2.96,24.4,2.2,-,80.6%,-,85.2%,42.2%,53.7%
2013 US Open F,L vsNadal,0.90,0.76,41.4,3.1,-,53.7%,-,56.3%,38.1%,37.9%
2013 US Open SF,W vsWawrinka,1.08,1.21,55.7,6.1,-,61.6%,-,68.2%,33.3%,46.2%
2013 US Open QF,W vsYouzhny,1.19,1.66,24.2,2.2,-,59.3%,-,73.5%,57.7%,36.2%
2013 US Open R16,W vsGranollers,1.40,5.53,25.1,2.0,-,85.2%,-,84.6%,63.9%,54.5%
2013 US Open R32,W vsSousa,1.23,2.79,19.5,2.0,-,79.3%,-,70.4%,55.3%,57.8%
2013 US Open R32,W vsSousa,1.23,2.79,19.5,2.0,6.9%,79.3%,3.7%,70.4%,55.3%,57.8%
2013 US Open R64,W vsBecker,0.97,1.67,33.2,3.0,4.7%,76.7%,2.7%,70.3%,42.0%,48.9%
2013 US Open R64,W vsBecker,0.97,1.67,33.2,3.0,16.3%,76.7%,16.2%,70.3%,42.0%,48.9%
2013 US Open R128,W vsBerankis,1.14,2.17,21.0,2.1,-,66.7%,-,70.6%,74.3%,45.5%
2013 US Open R128,W vsBerankis,1.14,2.17,21.0,2.1,10.3%,66.7%,17.6%,70.6%,74.3%,45.5%
2013 Cincinnati QF,L vsIsner,0.87,0.67,67.2,2.8,6.1%,63.6%,8.2%,72.1%,26.0%,23.3%
2013 Cincinnati R16,W vsGoffin,1.43,4.37,28.2,2.0,10.5%,73.7%,18.8%,87.5%,45.8%,77.3%
2013 Cincinnati R32,W vsMonaco,0.92,1.57,46.5,3.3,10.7%,75.0%,8.7%,65.2%,45.2%,55.2%
2013 Canada SF,L vsNadal,0.88,0.84,63.4,2.7,3.8%,67.3%,10.9%,63.0%,32.7%,33.3%
2013 Canada QF,W vsGasquet,1.10,2.75,33.0,2.0,16.7%,83.3%,30.0%,75.0%,54.5%,47.4%
2013 Canada QF,W vsGasquet,1.10,2.75,33.0,2.0,16.7%,83.3%,30.0%,75.0%,54.5%,47.4%
2013 Canada R16,W vsIstomin,1.12,1.23,59.8,5.3,15.6%,75.6%,4.8%,52.4%,35.2%,42.9%
2013 Canada R16,W vsIstomin,1.12,1.23,59.8,5.3,15.6%,75.6%,4.8%,52.4%,35.2%,42.9%
2013 Canada R32,W vsMayer,1.41,2.22,36.6,2.2,3.4%,62.1%,7.1%,71.4%,52.4%,52.9%
2013 Wimbledon F,L vsMurray,0.93,0.76,39.7,2.1,0.0%,51.9%,0.0%,52.9%,41.8%,36.0%
2013 Wimbledon SF,W vsdel Potro,1.02,1.18,62.1,2.6,1.1%,66.0%,0.0%,73.5%,32.7%,37.6%
2013 Wimbledon QF,W vsBerdych,1.11,1.50,38.2,2.4,-,72.3%,-,69.0%,41.5%,37.0%
2013 Wimbledon R16,W vsHaas,1.02,1.51,30.7,2.0,-,68.8%,-,68.3%,49.1%,44.2%
2013 Wimbledon R32,W vsChardy,1.44,6.56,23.3,2.0,-,93.5%,-,85.2%,53.2%,40.5%
2013 Wimbledon R32,W vsChardy,1.44,6.56,23.3,2.0,3.2%,93.5%,25.9%,85.2%,53.2%,40.5%
2013 Wimbledon R64,W vsReynolds,1.13,3.01,32.7,2.1,-,87.5%,-,78.8%,39.3%,48.3%
2013 Wimbledon R64,W vsReynolds,1.13,3.01,32.7,2.1,25.0%,87.5%,6.1%,78.8%,39.3%,48.3%
2013 Wimbledon R128,W vsMayer,1.11,1.87,28.5,2.0,-,64.4%,-,90.5%,37.5%,40.4%
2013 Wimbledon R128,W vsMayer,1.11,1.87,28.6,2.0,4.4%,64.4%,7.1%,90.5%,37.5%,40.4%
2013 Roland Garros SF,L vsNadal,1.05,0.87,60.0,7.3,-,62.9%,-,58.1%,27.1%,38.7%
2013 Roland Garros QF,W vsHaas,0.80,1.81,38.7,2.2,-,78.6%,-,83.3%,40.3%,46.7%
2013 Roland Garros R16,W vsKohlschreiber,1.19,1.24,38.5,3.7,-,62.0%,-,71.4%,29.0%,41.1%
2013 Roland Garros R32,W vsDimitrov,1.22,2.27,19.5,2.0,-,64.9%,-,82.4%,55.8%,43.9%
2013 Roland Garros R32,W vsDimitrov,1.22,2.27,19.5,2.0,5.4%,64.9%,0.0%,82.4%,55.8%,43.9%
2013 Roland Garros R64,W vsPella,1.10,2.03,24.9,2.1,-,74.3%,-,66.7%,51.2%,57.5%
2013 Roland Garros R64,W vsPella,1.10,2.03,24.9,2.1,2.9%,74.3%,0.0%,66.7%,51.2%,57.5%
2013 Roland Garros R128,W vsGoffin,1.11,1.47,37.3,2.2,-,71.2%,-,73.5%,36.8%,36.4%
2013 Roland Garros R128,W vsGoffin,1.11,1.47,37.3,2.2,5.8%,71.2%,4.1%,73.5%,36.8%,36.4%
2013 Rome QF,L vsBerdych,0.81,0.84,58.6,43.0,8.7%,65.2%,9.1%,63.6%,31.5%,42.3%
2013 Rome R16,W vsDolgopolov,1.25,1.95,38.7,2.1,10.0%,63.3%,8.0%,84.0%,36.0%,50.0%
2013 Rome R32,W vsMontanes,0.93,1.73,45.1,2.8,11.1%,70.4%,0.0%,76.0%,44.8%,55.6%
2013 Madrid R32,L vsDimitrov,0.91,0.90,77.2,3.2,3.1%,70.8%,3.3%,55.0%,42.4%,30.8%
2013 Monte Carlo F,W vsNadal,1.06,1.44,43.1,2.0,6.1%,60.6%,0.0%,64.3%,50.0%,52.6%
2013 Monte Carlo SF,W vsFognini,1.40,3.85,26.6,2.0,8.7%,87.0%,5.9%,70.6%,71.4%,36.8%
