Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Indian Wells SF,L vsRune,73% (8/11),50% (1/2),0/0,0/0,25% (1/4),1/3,0/1,- (0/0),- (0/0)
2025 Indian Wells QF,W vsFils,69% (11/16),27% (3/11),2/4,1/3,50% (4/8),1/2,0/0,75% (6/8),38% (3/8)
2025 Dubai QF,L vsGriekspoor,64% (14/22),21% (3/14),1/6,0/4,71% (5/7),5/7,3/4,63% (5/8),25% (2/8)
2025 Dubai R16,W vsMpetshi Perricard,77% (10/13),20% (2/10),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2025 Doha R16,W vsBergs,78% (7/9),56% (5/9),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2025 Marseille R16,W vsHerbert,75% (9/12),75% (3/4),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2025 Rotterdam R16,L vsBellucci,55% (11/20),8% (1/12),1/2,0/0,63% (5/8),1/3,1/2,57% (4/7),57% (4/7)
2025 Rotterdam R32,W vsWawrinka,86% (12/14),55% (6/11),2/5,1/2,71% (5/7),3/4,0/0,33% (3/9),56% (5/9)
2025 Australian Open R128,W vsSamrej,90% (19/21),46% (6/13),3/3,1/1,67% (4/6),3/5,0/0,- (0/0),- (0/0)
2024 Tour Finals RR,L vsFritz,64% (7/11),0% (0/3),0/0,0/0,50% (2/4),0/2,0/1,- (0/0),- (0/0)
2024 Tour Finals RR,L vsSinner,67% (6/9),50% (1/2),0/0,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
2024 Tour Finals RR,W vsDe Minaur,75% (9/12),75% (3/4),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 Shanghai QF,L vsSinner,38% (5/13),0% (0/1),0/0,0/0,25% (1/4),1/3,1/2,- (0/0),- (0/0)
2024 Shanghai R16,W vsTsitsipas,63% (10/16),18% (2/11),2/2,1/1,0% (0/1),0/0,0/0,100% (5/5),40% (2/5)
2024 Beijing SF,L vsAlcaraz,60% (6/10),100% (2/2),0/0,0/0,55% (6/11),3/5,3/4,- (0/0),- (0/0)
2024 Beijing R32,W vsMonfils,47% (7/15),50% (5/10),2/2,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2024 US Open QF,L vsSinner,69% (11/16),25% (2/8),1/1,0/0,67% (10/15),6/9,1/2,- (0/0),- (0/0)
2024 US Open R16,W vsBorges,53% (10/19),50% (8/16),3/3,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2024 US Open R32,W vsCobolli,65% (11/17),35% (7/20),3/10,1/2,67% (6/9),0/0,0/0,- (0/0),- (0/0)
2024 US Open R64,W vsMarozsan,56% (10/18),57% (8/14),3/8,1/4,33% (2/6),0/0,0/0,83% (5/6),33% (2/6)
2024 US Open R128,W vsLajovic,52% (15/29),55% (6/11),3/4,1/2,75% (6/8),1/2,0/0,- (0/0),- (0/0)
2024 Cincinnati R32,L vsLehecka,83% (10/12),0% (0/5),0/0,0/0,75% (3/4),4/6,4/5,50% (2/4),0% (0/5)
2024 Canada R32,L vsDavidovich Fokina,62% (8/13),57% (4/7),1/2,0/0,43% (3/7),1/3,1/2,- (0/0),- (0/0)
2024 Paris Olympics R32,W vsOfner,73% (8/11),57% (4/7),2/3,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2024 Wimbledon SF,L vsAlcaraz,67% (14/21),100% (3/3),1/1,0/0,60% (9/15),2/5,0/1,100% (4/4),75% (3/4)
2024 Wimbledon QF,W vsSinner,62% (23/37),43% (3/7),3/4,1/1,50% (3/6),3/5,0/0,71% (10/14),31% (4/13)
2024 Wimbledon R32,W vsStruff,71% (17/24),45% (5/11),3/3,1/1,50% (2/4),0/1,0/0,80% (4/5),60% (3/5)
2024 Wimbledon R64,W vsMuller,72% (21/29),33% (4/12),3/5,1/2,71% (5/7),2/3,0/0,55% (6/11),40% (4/10)
2024 Wimbledon R128,W vsKovacevic,58% (14/24),50% (4/8),3/5,1/3,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2024 Monte Carlo R32,W vsMonfils,62% (8/13),40% (4/10),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2024 Miami SF,L vsSinner,60% (3/5),0% (0/3),0/0,0/0,56% (5/9),0/2,0/1,- (0/0),- (0/0)
2024 Miami QF,W vsJarry,71% (10/14),50% (2/4),2/4,1/3,100% (1/1),0/0,0/0,63% (5/8),50% (4/8)
2024 Miami R64,W vsFucsovics,64% (9/14),100% (3/3),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2024 Indian Wells F,L vsAlcaraz,38% (6/16),50% (1/2),0/0,0/0,70% (7/10),0/2,0/1,67% (4/6),17% (1/6)
2024 Indian Wells SF,W vsPaul,38% (8/21),50% (5/10),2/4,1/1,55% (6/11),4/5,0/0,60% (3/5),80% (4/5)
2024 Indian Wells R16,W vsDimitrov,100% (9/9),50% (3/6),2/5,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2024 Indian Wells R32,W vsKorda,57% (8/14),41% (9/22),2/3,1/1,22% (2/9),0/1,0/0,- (0/0),- (0/0)
2024 Indian Wells R64,W vsCarballes Baena,89% (8/9),57% (4/7),2/3,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2024 Dubai SF,L vsHumbert,64% (7/11),13% (1/8),0/0,0/0,67% (6/9),0/2,0/1,- (0/0),- (0/0)
2024 Dubai QF,W vsDavidovich Fokina,67% (8/12),57% (4/7),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2024 Dubai R16,W vsSonego,79% (11/14),40% (4/10),2/3,1/1,78% (7/9),8/9,0/0,- (0/0),- (0/0)
2024 Dubai R32,W vsShevchenko,62% (8/13),56% (5/9),2/4,1/2,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2024 Australian Open F,L vsSinner,70% (19/27),33% (4/12),2/5,0/0,56% (5/9),0/3,0/1,- (0/0),- (0/0)
2024 Australian Open SF,W vsZverev,79% (22/28),29% (4/14),3/3,1/1,50% (5/10),1/3,0/0,75% (9/12),45% (5/11)
2024 Australian Open QF,W vsHurkacz,57% (21/37),44% (4/9),3/7,1/2,67% (10/15),0/2,0/0,100% (6/6),20% (1/5)
2024 Australian Open R16,W vsBorges,63% (17/27),46% (6/13),3/8,1/3,64% (7/11),0/1,0/0,67% (4/6),60% (3/5)
2024 Australian Open R32,W vsAuger Aliassime,68% (13/19),71% (5/7),3/5,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2024 Australian Open R64,W vsRuusuvuori,58% (19/33),50% (8/16),3/6,1/1,72% (13/18),0/2,0/0,50% (4/8),50% (4/8)
2023 Tour Finals SF,L vsSinner,63% (10/16),0% (0/2),1/2,0/0,57% (4/7),0/2,0/1,80% (4/5),50% (3/6)
2023 Tour Finals RR,L vsAlcaraz,89% (8/9),0% (0/2),0/0,0/0,60% (3/5),0/2,0/1,- (0/0),- (0/0)
2023 Tour Finals RR,W vsRublev,64% (9/14),30% (3/10),2/5,1/1,100% (7/7),0/0,0/0,- (0/0),- (0/0)
2023 Tour Finals RR,W vsZverev,91% (10/11),100% (2/2),2/2,1/1,75% (3/4),2/2,0/0,75% (6/8),38% (3/8)
2023 Vienna F,L vsSinner,48% (11/23),31% (4/13),1/3,0/0,75% (12/16),2/4,1/2,63% (5/8),25% (2/8)
2023 Vienna SF,W vsTsitsipas,85% (11/13),20% (1/5),2/3,1/2,100% (3/3),0/0,0/0,86% (6/7),29% (2/7)
2023 Vienna QF,W vsKhachanov,46% (13/28),33% (2/6),2/2,1/1,0% (0/1),0/1,0/0,- (0/0),- (0/0)
2023 Vienna R16,W vsDimitrov,58% (11/19),50% (4/8),2/2,1/1,67% (6/9),3/4,0/0,- (0/0),- (0/0)
2023 Vienna R32,W vsFils,82% (9/11),60% (3/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 Shanghai R32,L vsKorda,80% (8/10),0% (0/1),0/3,0/0,33% (1/3),2/4,1/2,56% (5/9),33% (3/9)
2023 Shanghai R64,W vsGarin,78% (7/9),56% (5/9),2/5,1/2,78% (7/9),0/0,0/0,- (0/0),- (0/0)
2023 Beijing F,L vsSinner,80% (12/15),0% (0/1),0/0,0/0,100% (5/5),1/3,0/1,33% (3/9),11% (1/9)
2023 Beijing SF,W vsZverev,71% (10/14),50% (2/4),2/4,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2023 Beijing QF,W vsHumbert,47% (9/19),50% (6/12),2/3,1/1,20% (1/5),1/2,0/0,- (0/0),- (0/0)
2023 Beijing R16,W vsDe Minaur,64% (9/14),33% (3/9),2/3,1/2,33% (1/3),0/0,0/0,80% (4/5),60% (3/5)
2023 Beijing R32,W vsPaul,58% (7/12),45% (5/11),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2023 US Open F,L vsDjokovic,50% (11/22),33% (1/3),0/1,0/0,50% (3/6),2/5,0/1,67% (4/6),17% (1/6)
2023 US Open SF,W vsAlcaraz,64% (18/28),43% (3/7),3/7,1/4,89% (8/9),2/3,0/0,80% (4/5),60% (3/5)
2023 US Open QF,W vsRublev,43% (9/21),47% (9/19),3/8,1/5,62% (8/13),0/0,0/0,- (0/0),- (0/0)
2023 US Open R16,W vsDe Minaur,79% (15/19),50% (5/10),3/6,1/1,67% (4/6),0/1,0/0,- (0/0),- (0/0)
2023 US Open R32,W vsBaez,44% (12/27),67% (6/9),3/8,1/4,83% (10/12),1/1,0/0,57% (4/7),57% (4/7)
2023 US Open R64,W vsOconnell,62% (16/26),40% (8/20),3/6,1/4,60% (3/5),0/1,0/0,71% (5/7),14% (1/7)
2023 US Open R128,W vsBalazs,77% (10/13),57% (8/14),3/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 Cincinnati R16,L vsZverev,68% (13/19),25% (2/8),1/1,0/0,63% (5/8),1/3,0/1,- (0/0),- (0/0)
2023 Cincinnati R32,W vsMusetti,73% (8/11),50% (4/8),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2023 Canada QF,L vsDe Minaur,62% (8/13),75% (3/4),0/3,0/0,50% (4/8),1/3,1/2,38% (3/8),50% (4/8)
2023 Canada R16,W vsMusetti,90% (9/10),50% (3/6),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2023 Canada R32,W vsArnaldi,63% (10/16),38% (3/8),2/3,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2023 Wimbledon SF,L vsAlcaraz,78% (7/9),50% (2/4),0/0,0/0,57% (8/14),2/5,0/1,- (0/0),- (0/0)
2023 Wimbledon QF,W vsEubanks,76% (19/25),57% (4/7),3/4,1/1,57% (4/7),3/5,0/0,80% (4/5),50% (3/6)
2023 Wimbledon R16,W vsLehecka,82% (9/11),21% (3/14),2/5,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 Wimbledon R32,W vsFucsovics,61% (19/31),38% (3/8),3/9,1/4,80% (4/5),0/1,0/0,- (0/0),- (0/0)
2023 Wimbledon R64,W vsMannarino,59% (13/22),45% (5/11),3/4,1/2,67% (4/6),0/0,0/0,67% (4/6),50% (3/6)
2023 Wimbledon R128,W vsFery,72% (13/18),50% (6/12),3/4,1/2,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2023 Halle QF,L vsBautista Agut,59% (10/17),50% (1/2),0/0,0/0,71% (5/7),0/2,0/1,60% (3/5),0% (0/5)
2023 Halle R16,W vsDjere,82% (14/17),36% (4/11),2/4,1/1,71% (5/7),0/1,0/0,33% (2/6),50% (3/6)
2023 Halle R32,W vsGiron,60% (9/15),75% (3/4),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2023 s Hertogenbosch R16,L vsMannarino,75% (9/12),43% (3/7),1/1,0/0,17% (1/6),1/3,0/1,- (0/0),- (0/0)
2023 Roland Garros R128,L vsSeyboth Wild,51% (18/35),54% (7/13),2/3,0/0,63% (12/19),5/8,0/1,69% (9/13),31% (4/13)
2023 Rome F,W vsRune,91% (10/11),67% (4/6),2/3,1/2,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2023 Rome SF,W vsTsitsipas,83% (10/12),100% (4/4),2/3,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2023 Rome QF,W vsHanfmann,35% (6/17),60% (6/10),2/3,1/2,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2023 Rome R16,W vsZverev,53% (9/17),33% (3/9),2/3,1/1,67% (2/3),1/1,0/0,80% (4/5),60% (3/5)
2023 Rome R32,W vsZapata Miralles,71% (10/14),38% (5/13),2/4,1/3,71% (5/7),0/1,0/0,- (0/0),- (0/0)
2023 Rome R64,W vsRuusuvuori,47% (7/15),45% (5/11),2/5,1/3,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2023 Madrid R16,L vsKaratsev,100% (9/9),25% (1/4),0/0,0/0,0% (0/2),0/2,0/1,25% (1/4),0% (0/4)
2023 Madrid R32,W vsShevchenko,42% (11/26),43% (6/14),2/4,1/2,69% (9/13),2/3,0/0,- (0/0),- (0/0)
2023 Madrid R64,W vsVavassori,71% (10/14),50% (2/4),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2023 Monte Carlo QF,L vsRune,67% (6/9),50% (1/2),0/0,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
2023 Monte Carlo R16,W vsZverev,71% (10/14),46% (6/13),2/2,1/1,45% (5/11),2/3,2/2,50% (4/8),63% (5/8)
2023 Miami F,W vsSinner,75% (9/12),67% (4/6),2/2,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2023 Miami SF,W vsKhachanov,72% (13/18),50% (2/4),2/4,1/1,67% (4/6),0/1,0/0,83% (5/6),33% (2/6)
2023 Miami QF,W vsEubanks,53% (9/17),67% (4/6),2/4,1/3,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2023 Miami R16,W vsHalys,60% (9/15),75% (3/4),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 Indian Wells F,L vsAlcaraz,56% (5/9),- (0/0),0/0,0/0,0% (0/3),1/3,1/2,- (0/0),- (0/0)
2023 Indian Wells SF,W vsTiafoe,59% (10/17),27% (3/11),2/9,1/8,33% (1/3),0/0,0/0,83% (5/6),40% (2/5)
2023 Indian Wells QF,W vsDavidovich Fokina,85% (11/13),29% (2/7),2/2,1/1,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2023 Indian Wells R16,W vsZverev,67% (16/24),38% (3/8),2/4,1/2,88% (15/17),4/5,0/0,67% (8/12),33% (4/12)
2023 Indian Wells R32,W vsIvashka,63% (10/16),38% (5/13),2/7,1/5,71% (5/7),0/1,0/0,- (0/0),- (0/0)
2023 Indian Wells R64,W vsNakashima,82% (9/11),43% (3/7),2/3,1/1,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2023 Dubai F,W vsRublev,89% (8/9),57% (4/7),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 Dubai SF,W vsDjokovic,60% (9/15),75% (3/4),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2023 Dubai QF,W vsCoric,70% (7/10),83% (5/6),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2023 Dubai R16,W vsBublik,90% (9/10),60% (3/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 Dubai R32,W vsArnaldi,50% (9/18),60% (3/5),2/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 Doha F,W vsMurray,44% (8/18),50% (4/8),2/3,1/2,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2023 Doha SF,W vsAuger Aliassime,82% (9/11),43% (3/7),2/3,1/1,60% (3/5),3/3,0/0,75% (6/8),38% (3/8)
2023 Doha QF,W vsOconnell,65% (13/20),50% (4/8),2/3,1/2,50% (2/4),1/2,0/0,- (0/0),- (0/0)
2023 Doha R16,W vsBroady,80% (8/10),67% (4/6),2/2,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2023 Rotterdam F,W vsSinner,71% (12/17),42% (5/12),2/3,1/2,67% (4/6),0/1,0/0,- (0/0),- (0/0)
2023 Rotterdam SF,W vsDimitrov,43% (6/14),46% (6/13),2/5,1/2,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2023 Rotterdam QF,W vsAuger Aliassime,73% (8/11),57% (4/7),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2023 Rotterdam R16,W vsVan De Zandschulp,67% (8/12),25% (4/16),2/4,1/3,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2023 Rotterdam R32,W vsDavidovich Fokina,73% (8/11),50% (8/16),2/2,1/1,55% (6/11),5/6,0/0,- (0/0),- (0/0)
2023 Australian Open R32,L vsKorda,58% (11/19),67% (4/6),0/0,0/0,50% (5/10),5/8,3/4,46% (6/13),36% (5/14)
2023 Australian Open R64,W vsMillman,55% (11/20),62% (8/13),3/8,1/4,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2023 Australian Open R128,W vsGiron,73% (11/15),54% (7/13),3/4,1/2,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2023 Adelaide 1 SF,L vsDjokovic,64% (7/11),0% (0/3),0/0,0/0,33% (1/3),0/2,0/1,- (0/0),- (0/0)
2023 Adelaide 1 QF,W vsKhachanov,80% (8/10),57% (4/7),2/3,1/2,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2023 Adelaide 1 R16,W vsKecmanovic,62% (8/13),57% (4/7),2/3,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2022 Tour Finals RR,L vsDjokovic,54% (14/26),17% (1/6),1/4,0/0,67% (4/6),1/3,0/1,60% (6/10),27% (3/11)
2022 Tour Finals RR,L vsRublev,67% (14/21),50% (1/2),1/1,0/0,67% (6/9),13/15,4/5,75% (12/16),25% (4/16)
2022 Tour Finals RR,L vsTsitsipas,78% (14/18),100% (1/1),1/4,0/0,33% (1/3),4/6,4/5,69% (11/16),19% (3/16)
2022 Vienna F,W vsShapovalov,52% (11/21),45% (5/11),2/8,1/7,67% (6/9),2/3,0/0,- (0/0),- (0/0)
2022 Vienna SF,W vsDimitrov,82% (9/11),43% (3/7),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2022 Vienna QF,W vsSinner,75% (9/12),50% (3/6),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2022 Vienna R16,W vsThiem,60% (9/15),50% (3/6),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2022 Vienna R32,W vsBasilashvili,100% (8/8),100% (4/4),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2022 Astana QF,W vsBautista Agut,86% (6/7),43% (6/14),2/3,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2022 Metz R16,L vsWawrinka,52% (11/21),50% (2/4),1/2,0/0,64% (7/11),2/4,2/3,88% (7/8),25% (2/8)
2022 US Open R16,L vsKyrgios,61% (14/23),38% (3/8),1/5,0/0,29% (2/7),3/6,0/1,67% (8/12),25% (3/12)
2022 US Open R32,W vsWu,55% (12/22),50% (6/12),3/6,1/1,89% (8/9),0/0,0/0,- (0/0),- (0/0)
2022 US Open R64,W vsRinderknech,78% (14/18),29% (5/17),3/7,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2022 US Open R128,W vsKozlov,77% (10/13),50% (8/16),3/3,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2022 Cincinnati SF,L vsTsitsipas,55% (12/22),100% (3/3),1/2,0/0,57% (4/7),0/2,0/1,57% (4/7),29% (2/7)
2022 Cincinnati QF,W vsFritz,61% (11/18),33% (1/3),2/2,1/1,100% (6/6),3/3,0/0,100% (4/4),75% (3/4)
2022 Cincinnati R16,W vsShapovalov,79% (11/14),23% (3/13),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2022 Cincinnati R32,W vsVan De Zandschulp,71% (10/14),33% (3/9),2/4,1/3,67% (2/3),1/1,0/0,- (0/0),- (0/0)
2022 Canada R32,L vsKyrgios,60% (12/20),0% (0/2),1/2,0/0,63% (5/8),3/5,0/1,100% (4/4),60% (3/5)
2022 Los Cabos F,W vsNorrie,64% (7/11),60% (6/10),2/4,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2022 Los Cabos R16,W vsHijikata,71% (10/14),29% (2/7),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2022 Halle F,L vsHurkacz,50% (5/10),- (0/0),0/0,0/0,63% (5/8),2/4,2/3,- (0/0),- (0/0)
2022 Halle QF,W vsBautista Agut,69% (9/13),60% (3/5),2/2,1/1,100% (9/9),0/0,0/0,- (0/0),- (0/0)
2022 Halle R32,W vsGoffin,53% (9/17),60% (3/5),2/4,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2022 s Hertogenbosch F,L vsVan Rijthoven,44% (4/9),50% (1/2),0/0,0/0,60% (6/10),1/3,1/2,- (0/0),- (0/0)
2022 s Hertogenbosch R16,W vsSimon,56% (10/18),38% (3/8),2/8,1/7,83% (5/6),3/3,0/0,- (0/0),- (0/0)
2022 Roland Garros R16,L vsCilic,54% (7/13),- (0/0),0/0,0/0,29% (2/7),1/4,1/2,- (0/0),- (0/0)
2022 Roland Garros R32,W vsKecmanovic,68% (13/19),45% (5/11),3/5,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2022 Roland Garros R64,W vsDjere,55% (11/20),39% (7/18),3/6,1/1,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2022 Miami QF,L vsHurkacz,50% (8/16),25% (1/4),0/0,0/0,79% (11/14),4/6,0/1,63% (5/8),25% (2/8)
2022 Miami R16,W vsBrooksby,69% (9/13),100% (4/4),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2022 Miami R64,W vsMurray,75% (9/12),50% (3/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2022 Indian Wells R32,L vsMonfils,73% (8/11),29% (2/7),1/1,0/0,64% (9/14),5/7,5/6,- (0/0),- (0/0)
2022 Acapulco SF,L vsNadal,40% (6/15),0% (0/11),0/0,0/0,50% (3/6),1/3,1/2,- (0/0),- (0/0)
2022 Acapulco QF,W vsNishioka,67% (6/9),75% (6/8),2/3,1/2,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2022 Acapulco R16,W vsAndujar,73% (8/11),67% (4/6),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2022 Acapulco R32,W vsPaire,57% (8/14),44% (4/9),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2022 Australian Open F,L vsNadal,68% (19/28),27% (6/22),2/2,0/0,68% (15/22),2/5,0/1,67% (4/6),50% (3/6)
2022 Australian Open SF,W vsTsitsipas,86% (18/21),33% (4/12),3/4,1/1,50% (2/4),2/3,0/0,83% (5/6),33% (2/6)
2022 Australian Open QF,W vsAuger Aliassime,57% (25/44),60% (3/5),3/6,1/1,82% (9/11),2/4,1/1,70% (7/10),40% (4/10)
2022 Australian Open R16,W vsCressy,71% (22/31),25% (3/12),3/7,1/1,100% (1/1),1/2,0/0,73% (8/11),27% (3/11)
2022 Australian Open R32,W vsVan De Zandschulp,64% (14/22),36% (4/11),3/3,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2022 Australian Open R128,W vsLaaksonen,78% (14/18),67% (4/6),3/6,1/1,80% (4/5),0/0,0/0,60% (3/5),80% (4/5)
2022 Atp Cup RR,W vsBerrettini,68% (15/22),27% (3/11),2/7,1/1,100% (2/2),1/2,0/0,67% (4/6),17% (1/6)
2021 Tour Finals F,L vsZverev,73% (8/11),- (0/0),0/0,0/0,50% (2/4),1/3,0/1,- (0/0),- (0/0)
2021 Tour Finals SF,W vsRuud,75% (9/12),33% (3/9),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2021 Tour Finals RR,W vsHurkacz,70% (16/23),50% (2/4),2/4,1/1,- (0/0),3/4,0/0,50% (3/6),33% (2/6)
2021 Tour Finals RR,W vsZverev,71% (17/24),25% (1/4),2/4,1/3,100% (4/4),0/1,0/0,50% (6/12),42% (5/12)
2021 Tour Finals RR,W vsSinner,65% (13/20),45% (5/11),2/3,1/2,60% (3/5),2/3,2/2,80% (12/15),20% (3/15)
2021 Paris F,L vsDjokovic,56% (9/16),30% (3/10),1/1,0/0,17% (1/6),2/4,0/1,- (0/0),- (0/0)
2021 Paris SF,W vsZverev,67% (8/12),80% (4/5),2/3,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2021 Indian Wells R16,L vsDimitrov,73% (8/11),71% (5/7),1/3,0/0,40% (4/10),0/2,0/1,- (0/0),- (0/0)
2021 US Open F,W vsDjokovic,64% (14/22),50% (4/8),3/7,1/3,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2021 US Open SF,W vsAuger Aliassime,61% (14/23),100% (5/5),3/5,1/2,67% (2/3),2/2,0/0,- (0/0),- (0/0)
2021 US Open QF,W vsVan De Zandschulp,89% (16/18),58% (7/12),3/7,1/2,60% (3/5),0/1,0/0,- (0/0),- (0/0)
2021 US Open R16,W vsEvans,76% (13/17),63% (5/8),3/4,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2021 US Open R32,W vsAndujar,79% (11/14),54% (7/13),3/5,1/2,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2021 US Open R64,W vsKoepfer,92% (11/12),41% (7/17),3/5,1/3,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2021 US Open R128,W vsGasquet,81% (13/16),38% (5/13),3/6,1/3,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2021 Cincinnati SF,L vsRublev,41% (9/22),43% (3/7),1/1,0/0,60% (6/10),1/3,1/2,- (0/0),- (0/0)
2021 Cincinnati QF,W vsCarreno Busta,88% (7/8),45% (5/11),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2021 Canada F,W vsOpelka,75% (9/12),43% (3/7),2/3,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2021 Canada SF,W vsIsner,89% (8/9),57% (4/7),2/3,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2021 Canada QF,W vsHurkacz,70% (14/20),0% (0/2),2/5,1/3,78% (7/9),2/3,0/0,85% (11/13),31% (4/13)
2021 Tokyo Olympics QF,L vsCarreno Busta,64% (7/11),100% (1/1),0/0,0/0,50% (3/6),0/2,0/1,33% (2/6),50% (3/6)
2021 Tokyo Olympics R64,W vsBublik,67% (10/15),40% (2/5),2/4,1/3,75% (3/4),1/1,0/0,67% (6/9),44% (4/9)
2021 Wimbledon R16,L vsHurkacz,64% (21/33),38% (3/8),2/4,0/0,25% (1/4),1/4,0/1,25% (1/4),20% (1/5)
2021 Wimbledon R32,W vsCilic,48% (19/40),53% (8/15),3/6,1/4,38% (3/8),0/2,0/0,60% (3/5),0% (0/5)
2021 Wimbledon R64,W vsAlcaraz,85% (11/13),47% (7/15),3/3,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2021 Wimbledon R128,W vsStruff,75% (18/24),44% (4/9),3/3,1/1,80% (4/5),0/1,0/0,100% (5/5),40% (2/5)
2021 Mallorca F,W vsQuerrey,69% (9/13),75% (3/4),2/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
