Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Miami F,L vsMensik,79% (11/14),100% (1/1),0/0,0/0,67% (2/3),3/5,1/2,36% (4/11),36% (4/11)
2025 Miami SF,W vsDimitrov,100% (8/8),67% (4/6),2/3,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2025 Miami QF,W vsKorda,100% (10/10),100% (2/2),2/2,1/1,0% (0/1),0/0,0/0,100% (6/6),20% (1/5)
2025 Miami R16,W vsMusetti,54% (7/13),42% (5/12),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2025 Miami R64,W vsHijikata,90% (9/10),30% (3/10),2/4,1/1,100% (2/2),0/0,0/0,100% (4/4),75% (3/4)
2025 Indian Wells R64,L vsVan De Zandschulp,58% (7/12),50% (2/4),1/1,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2025 Doha R32,L vsBerrettini,67% (8/12),0% (0/3),0/0,0/0,67% (4/6),1/3,1/2,60% (3/5),17% (1/6)
2025 Australian Open QF,W vsAlcaraz,50% (16/32),46% (6/13),3/3,1/1,64% (7/11),0/1,0/0,- (0/0),- (0/0)
2025 Australian Open R16,W vsLehecka,71% (15/21),27% (3/11),3/3,1/1,67% (2/3),0/0,0/0,83% (5/6),40% (2/5)
2025 Australian Open R32,W vsMachac,72% (13/18),33% (5/15),3/4,1/2,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2025 Australian Open R128,W vsBasavareddy,64% (18/28),36% (4/11),3/6,1/4,67% (2/3),0/1,0/0,- (0/0),- (0/0)
2025 Brisbane QF,L vsOpelka,56% (9/16),0% (0/1),0/0,0/0,80% (4/5),1/3,0/1,71% (5/7),14% (1/7)
2025 Brisbane R16,W vsMonfils,90% (9/10),100% (3/3),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2025 Brisbane R32,W vsHijikata,90% (9/10),60% (3/5),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 Shanghai F,L vsSinner,64% (9/14),- (0/0),0/0,0/0,50% (1/2),1/3,0/1,40% (2/5),33% (2/6)
2024 Shanghai SF,W vsFritz,69% (11/16),11% (1/9),2/3,1/1,100% (2/2),1/1,0/0,71% (5/7),43% (3/7)
2024 Shanghai QF,W vsMensik,88% (14/16),44% (4/9),2/2,1/1,0% (0/1),0/1,0/0,33% (2/6),40% (2/5)
2024 Shanghai R16,W vsSafiullin,75% (9/12),60% (3/5),2/3,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2024 Shanghai R32,W vsCobolli,80% (8/10),44% (4/9),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 US Open R32,L vsPopyrin,48% (14/29),25% (4/16),1/1,0/0,58% (7/12),1/4,0/1,- (0/0),- (0/0)
2024 US Open R128,W vsAlbot,63% (12/19),38% (6/16),3/5,1/2,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2024 Paris Olympics F,W vsAlcaraz,67% (12/18),0% (0/6),2/3,1/1,100% (8/8),0/0,0/0,89% (8/9),60% (6/10)
2024 Paris Olympics SF,W vsMusetti,70% (7/10),38% (5/13),2/4,1/3,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2024 Paris Olympics QF,W vsTsitsipas,64% (9/14),50% (3/6),2/3,1/1,67% (4/6),3/3,0/0,60% (3/5),80% (4/5)
2024 Paris Olympics R16,W vsKoepfer,83% (10/12),75% (3/4),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2024 Paris Olympics R32,W vsNadal,70% (7/10),42% (5/12),2/2,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2024 Paris Olympics R64,W vsEbden,86% (6/7),67% (6/9),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 Wimbledon F,L vsAlcaraz,69% (9/13),33% (1/3),0/0,0/0,64% (9/14),4/7,3/4,60% (3/5),17% (1/6)
2024 Wimbledon SF,W vsMusetti,67% (14/21),31% (4/13),3/10,1/4,50% (2/4),0/0,0/0,80% (4/5),75% (3/4)
2024 Wimbledon R16,W vsRune,70% (14/20),29% (4/14),3/9,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2024 Wimbledon R32,W vsPopyrin,74% (20/27),25% (2/8),3/6,1/2,50% (1/2),0/1,0/0,100% (5/5),40% (2/5)
2024 Wimbledon R64,W vsFearnley,74% (20/27),57% (4/7),3/3,1/1,67% (4/6),0/1,0/0,- (0/0),- (0/0)
2024 Wimbledon R128,W vsKopriva,86% (12/14),40% (6/15),3/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 Roland Garros R16,W vsCerundolo,57% (21/37),55% (6/11),3/9,1/1,79% (15/19),1/3,0/0,- (0/0),- (0/0)
2024 Roland Garros R32,W vsMusetti,64% (18/28),60% (9/15),3/5,1/1,0% (0/5),0/2,0/0,57% (4/7),29% (2/7)
2024 Roland Garros R64,W vsCarballes Baena,73% (11/15),58% (7/12),3/5,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2024 Roland Garros R128,W vsHerbert,94% (15/16),43% (3/7),3/4,1/1,0% (0/1),0/0,0/0,80% (4/5),60% (3/5)
2024 Geneva QF,W vsGriekspoor,100% (9/9),44% (4/9),2/2,1/1,100% (7/7),4/4,0/0,- (0/0),- (0/0)
2024 Rome R32,L vsTabilo,83% (5/6),- (0/0),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2024 Rome R64,W vsMoutet,86% (6/7),67% (6/9),2/2,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2024 Monte Carlo SF,L vsRuud,77% (10/13),80% (4/5),1/1,0/0,43% (3/7),2/4,2/3,- (0/0),- (0/0)
2024 Monte Carlo QF,W vsDe Minaur,80% (8/10),45% (5/11),2/5,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2024 Monte Carlo R16,W vsMusetti,62% (8/13),83% (5/6),2/2,1/1,50% (3/6),0/0,0/0,- (0/0),- (0/0)
2024 Monte Carlo R32,W vsSafiullin,100% (7/7),26% (5/19),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 Indian Wells R32,L vsNardi,61% (11/18),50% (2/4),1/3,0/0,73% (8/11),0/2,0/1,- (0/0),- (0/0)
2024 Indian Wells R64,W vsVukic,92% (12/13),38% (5/13),2/3,1/2,67% (4/6),1/2,0/0,- (0/0),- (0/0)
2024 Australian Open SF,L vsSinner,60% (12/20),- (0/0),1/1,0/0,55% (6/11),3/6,1/2,57% (4/7),57% (4/7)
2024 Australian Open QF,W vsFritz,78% (18/23),19% (4/21),3/5,1/1,67% (4/6),2/3,0/0,100% (5/5),40% (2/5)
2024 Australian Open R16,W vsMannarino,58% (11/19),64% (7/11),3/3,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2024 Australian Open R64,W vsPopyrin,86% (19/22),27% (3/11),3/7,1/5,71% (5/7),5/6,0/0,83% (5/6),40% (2/5)
2024 United Cup QF,L vsDe Minaur,53% (8/15),- (0/0),0/0,0/0,60% (3/5),4/6,3/4,- (0/0),- (0/0)
2024 United Cup RR,W vsZhang,69% (9/13),43% (3/7),2/4,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 United Cup RR,W vsLehecka,80% (12/15),55% (6/11),2/3,1/1,60% (3/5),0/1,0/0,40% (2/5),20% (1/5)
2023 Davis Cup RR,L vsSinner,58% (11/19),22% (2/9),1/6,0/3,25% (1/4),0/2,0/1,- (0/0),- (0/0)
2023 Tour Finals F,W vsSinner,90% (9/10),38% (3/8),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2023 Tour Finals SF,W vsAlcaraz,64% (9/14),38% (3/8),2/3,1/2,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2023 Tour Finals RR,W vsHurkacz,70% (14/20),29% (2/7),2/3,1/1,0% (0/1),0/1,0/0,75% (3/4),100% (4/4)
2023 Tour Finals RR,W vsRune,58% (14/24),50% (4/8),2/3,1/1,50% (3/6),2/3,0/0,44% (4/9),40% (4/10)
2023 Tour Finals RR,L vsSinner,73% (16/22),33% (1/3),1/2,0/0,33% (1/3),1/3,1/2,40% (4/10),45% (5/11)
2023 Paris F,W vsDimitrov,90% (9/10),75% (3/4),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 Paris SF,W vsRublev,62% (16/26),25% (2/8),2/2,1/1,67% (4/6),0/1,0/0,100% (5/5),40% (2/5)
2023 Paris QF,W vsRune,84% (16/19),75% (3/4),2/3,1/2,0% (0/1),1/2,0/0,40% (2/5),20% (1/5)
2023 Paris R16,W vsGriekspoor,62% (13/21),43% (3/7),2/2,1/1,67% (6/9),0/1,0/0,100% (5/5),50% (2/4)
2023 Paris R32,W vsEtcheverry,75% (9/12),43% (3/7),2/4,1/3,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2023 US Open F,W vsMedvedev,58% (15/26),50% (3/6),3/5,1/1,67% (2/3),1/1,0/0,83% (5/6),33% (2/6)
2023 US Open SF,W vsShelton,72% (13/18),36% (5/14),3/8,1/2,67% (4/6),1/1,0/0,83% (5/6),40% (2/5)
2023 US Open QF,W vsFritz,80% (12/15),67% (6/9),3/5,1/2,83% (10/12),0/0,0/0,- (0/0),- (0/0)
2023 US Open R16,W vsGojo,88% (14/16),38% (5/13),3/5,1/3,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2023 US Open R32,W vsDjere,79% (19/24),50% (7/14),3/4,1/2,73% (8/11),0/2,0/0,- (0/0),- (0/0)
2023 US Open R64,W vsZapata Miralles,80% (12/15),55% (6/11),3/3,1/1,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2023 US Open R128,W vsMuller,63% (10/16),62% (8/13),3/4,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2023 Cincinnati F,W vsAlcaraz,61% (14/23),19% (3/16),2/7,1/5,60% (6/10),1/2,1/1,86% (12/14),31% (4/13)
2023 Cincinnati SF,W vsZverev,61% (11/18),33% (2/6),2/7,1/1,75% (3/4),0/0,0/0,100% (6/6),17% (1/6)
2023 Cincinnati QF,W vsFritz,100% (7/7),100% (5/5),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2023 Cincinnati R16,W vsMonfils,67% (8/12),80% (4/5),2/4,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2023 Wimbledon F,L vsAlcaraz,53% (18/34),33% (5/15),2/4,0/0,74% (14/19),1/4,0/1,71% (5/7),14% (1/7)
2023 Wimbledon SF,W vsSinner,73% (16/22),22% (2/9),3/4,1/1,100% (6/6),2/2,0/0,83% (5/6),40% (2/5)
2023 Wimbledon QF,W vsRublev,68% (17/25),42% (5/12),3/10,1/2,88% (7/8),0/1,0/0,- (0/0),- (0/0)
2023 Wimbledon R16,W vsHurkacz,96% (22/23),13% (1/8),3/4,1/1,50% (1/2),4/5,0/0,71% (10/14),43% (6/14)
2023 Wimbledon R32,W vsWawrinka,74% (14/19),44% (4/9),3/3,1/1,- (0/0),0/0,0/0,67% (4/6),50% (3/6)
2023 Wimbledon R64,W vsThompson,71% (17/24),40% (2/5),3/3,1/1,- (0/0),0/0,0/0,100% (6/6),20% (1/5)
2023 Wimbledon R128,W vsCachin,64% (14/22),36% (4/11),3/6,1/3,67% (2/3),0/0,0/0,60% (3/5),67% (4/6)
2023 Roland Garros F,W vsRuud,70% (16/23),30% (3/10),3/6,1/2,75% (3/4),0/0,0/0,100% (4/4),75% (3/4)
2023 Roland Garros SF,W vsAlcaraz,64% (16/25),58% (7/12),3/7,1/2,83% (10/12),3/4,0/0,- (0/0),- (0/0)
2023 Roland Garros QF,W vsKhachanov,57% (17/30),50% (5/10),3/3,1/1,80% (8/10),3/4,0/0,100% (3/3),100% (4/4)
2023 Roland Garros R16,W vsVarillas,92% (12/13),50% (6/12),3/5,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2023 Roland Garros R64,W vsFucsovics,53% (10/19),67% (8/12),3/6,1/2,75% (9/12),0/0,0/0,80% (4/5),75% (3/4)
2023 Rome QF,L vsRune,67% (8/12),40% (2/5),1/1,0/0,50% (5/10),1/3,0/1,- (0/0),- (0/0)
2023 Rome R64,W vsEtcheverry,69% (9/13),50% (3/6),2/4,1/1,50% (1/2),0/0,0/0,67% (4/6),50% (3/6)
2023 Banja Luka QF,L vsLajovic,50% (9/18),6% (1/16),0/3,0/0,71% (5/7),0/2,0/1,71% (5/7),14% (1/7)
2023 Monte Carlo R16,L vsMusetti,67% (8/12),54% (7/13),1/6,0/0,43% (6/14),3/5,3/4,- (0/0),- (0/0)
2023 Dubai SF,L vsMedvedev,54% (7/13),100% (1/1),0/0,0/0,25% (1/4),0/2,0/1,- (0/0),- (0/0)
2023 Dubai QF,W vsHurkacz,73% (11/15),25% (2/8),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 Dubai R16,W vsGriekspoor,89% (8/9),25% (4/16),2/8,1/3,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2023 Dubai R32,W vsMachac,75% (12/16),50% (3/6),2/2,1/1,70% (7/10),0/1,0/0,100% (4/4),75% (3/4)
2023 Australian Open F,W vsTsitsipas,70% (16/23),40% (2/5),3/5,1/3,67% (2/3),1/1,0/0,67% (8/12),55% (6/11)
2023 Australian Open SF,W vsPaul,71% (12/17),64% (7/11),3/4,1/1,78% (7/9),0/0,0/0,- (0/0),- (0/0)
2023 Australian Open QF,W vsRublev,62% (13/21),36% (5/14),3/7,1/1,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2023 Australian Open R16,W vsDe Minaur,60% (12/20),50% (6/12),3/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 Australian Open R32,W vsDimitrov,62% (13/21),42% (5/12),3/7,1/1,63% (5/8),3/3,0/0,75% (6/8),38% (3/8)
2023 Australian Open R64,W vsCouacaud,61% (17/28),33% (7/21),3/5,1/1,100% (1/1),0/1,0/0,50% (3/6),33% (2/6)
2023 Australian Open R128,W vsCarballes Baena,65% (13/20),56% (5/9),3/3,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2023 Adelaide 1 F,W vsKorda,76% (16/21),29% (2/7),2/6,1/1,50% (1/2),7/8,1/1,79% (11/14),29% (4/14)
2023 Adelaide 1 SF,W vsMedvedev,83% (10/12),67% (2/3),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2023 Adelaide 1 R16,W vsHalys,58% (11/19),20% (1/5),2/6,1/3,0% (0/1),0/0,0/0,91% (10/11),36% (4/11)
2022 Tour Finals F,W vsRuud,92% (11/12),40% (2/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2022 Tour Finals SF,W vsFritz,77% (10/13),100% (2/2),2/3,1/2,0% (0/2),0/0,0/0,77% (10/13),38% (5/13)
2022 Tour Finals RR,W vsTsitsipas,92% (11/12),50% (1/2),2/2,1/1,100% (1/1),0/0,0/0,83% (5/6),40% (2/5)
2022 Tour Finals RR,W vsMedvedev,59% (16/27),33% (2/6),2/3,1/1,83% (5/6),3/4,0/0,73% (8/11),40% (4/10)
2022 Tour Finals RR,W vsRublev,90% (9/10),75% (3/4),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2022 Paris F,L vsRune,67% (12/18),17% (2/12),1/1,0/0,0% (0/3),1/3,1/2,- (0/0),- (0/0)
2022 Paris R32,W vsCressy,92% (11/12),20% (1/5),2/2,1/1,- (0/0),0/0,0/0,100% (4/4),75% (3/4)
2022 Astana F,W vsTsitsipas,83% (10/12),40% (2/5),2/4,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2022 Astana R16,W vsVan De Zandschulp,67% (8/12),80% (4/5),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2022 Tel Aviv F,W vsCilic,91% (10/11),33% (2/6),2/3,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2022 Tel Aviv SF,W vsSafiullin,56% (9/16),43% (3/7),2/3,1/2,67% (2/3),0/0,0/0,60% (3/5),80% (4/5)
2022 Laver Cup RR,L vsAuger Aliassime,70% (7/10),50% (2/4),0/0,0/0,40% (2/5),2/4,1/2,40% (2/5),20% (1/5)
2022 Wimbledon F,W vsKyrgios,83% (20/24),50% (2/4),3/5,1/3,83% (5/6),1/2,0/0,80% (4/5),60% (3/5)
2022 Wimbledon SF,W vsNorrie,100% (15/15),36% (5/14),3/3,1/1,25% (1/4),1/2,0/0,- (0/0),- (0/0)
2022 Wimbledon QF,W vsSinner,73% (19/26),40% (6/15),3/8,1/1,56% (5/9),1/3,0/0,- (0/0),- (0/0)
2022 Wimbledon R16,W vsVan Rijthoven,84% (16/19),35% (6/17),3/7,1/1,75% (3/4),2/3,0/0,- (0/0),- (0/0)
2022 Wimbledon R32,W vsKecmanovic,80% (12/15),43% (6/14),3/4,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2022 Wimbledon R64,W vsKokkinakis,76% (13/17),38% (5/13),3/8,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2022 Wimbledon R128,W vsKwon,74% (17/23),50% (4/8),3/4,1/1,67% (4/6),0/1,0/0,- (0/0),- (0/0)
2022 Roland Garros QF,L vsNadal,52% (12/23),33% (4/12),1/4,0/0,59% (10/17),4/7,3/4,60% (3/5),17% (1/6)
2022 Rome F,W vsTsitsipas,89% (8/9),67% (4/6),2/3,1/1,50% (1/2),0/0,0/0,83% (5/6),33% (2/6)
2022 Rome SF,W vsRuud,67% (8/12),44% (4/9),2/3,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2022 Rome QF,W vsAuger Aliassime,83% (10/12),38% (3/8),2/4,1/2,60% (3/5),0/0,0/0,100% (4/4),75% (3/4)
2022 Rome R16,W vsWawrinka,70% (7/10),71% (5/7),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2022 Rome R32,W vsKaratsev,67% (8/12),40% (4/10),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2022 Madrid SF,L vsAlcaraz,73% (16/22),17% (1/6),1/4,0/0,80% (8/10),3/5,2/3,67% (8/12),33% (4/12)
2022 Madrid QF,W vsHurkacz,77% (10/13),33% (2/6),2/5,1/4,- (0/0),0/0,0/0,- (0/0),- (0/0)
2022 Madrid R32,W vsMonfils,64% (9/14),100% (3/3),2/2,1/1,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2022 Belgrade  F,L vsRublev,58% (7/12),11% (1/9),1/7,0/0,50% (6/12),3/5,2/3,60% (3/5),67% (4/6)
2022 Monte Carlo R32,L vsDavidovich Fokina,35% (6/17),36% (4/11),1/1,0/0,55% (11/20),1/3,1/2,67% (4/6),50% (3/6)
2021 Tour Finals SF,L vsZverev,67% (14/21),25% (1/4),1/6,0/0,75% (3/4),0/2,0/1,60% (3/5),17% (1/6)
2021 Tour Finals RR,W vsRublev,89% (8/9),67% (4/6),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2021 Tour Finals RR,W vsRuud,75% (9/12),60% (3/5),2/5,1/2,0% (0/1),0/0,0/0,60% (3/5),67% (4/6)
2021 Paris F,W vsMedvedev,69% (11/16),83% (5/6),2/4,1/1,70% (7/10),0/1,0/0,- (0/0),- (0/0)
2021 Paris SF,W vsHurkacz,85% (11/13),33% (4/12),2/3,1/2,33% (1/3),1/2,0/0,83% (5/6),33% (2/6)
2021 Paris QF,W vsFritz,88% (7/8),56% (5/9),2/3,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2021 US Open F,L vsMedvedev,69% (11/16),17% (1/6),0/0,0/0,50% (4/8),4/7,2/3,- (0/0),- (0/0)
2021 US Open SF,W vsZverev,67% (20/30),67% (6/9),3/6,1/1,75% (9/12),2/4,0/0,- (0/0),- (0/0)
2021 US Open QF,W vsBerrettini,62% (18/29),31% (5/16),3/4,1/1,80% (4/5),3/4,0/0,- (0/0),- (0/0)
2021 US Open R16,W vsBrooksby,65% (13/20),50% (6/12),3/3,1/1,73% (8/11),0/1,0/0,- (0/0),- (0/0)
2021 US Open R32,W vsNishikori,55% (17/31),44% (7/16),3/6,1/3,85% (11/13),0/1,0/0,80% (4/5),0% (0/6)
2021 US Open R64,W vsGriekspoor,67% (12/18),60% (6/10),3/4,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2021 US Open R128,W vsRune,80% (16/20),57% (8/14),3/4,1/1,33% (1/3),2/3,0/0,67% (4/6),17% (1/6)
2021 Tokyo Olympics BR,L vsCarreno Busta,68% (13/19),0% (0/6),1/1,0/0,60% (3/5),7/9,5/6,71% (5/7),43% (3/7)
2021 Tokyo Olympics SF,L vsZverev,54% (7/13),38% (3/8),1/2,0/0,44% (4/9),2/4,1/2,- (0/0),- (0/0)
2021 Tokyo Olympics QF,W vsNishikori,64% (7/11),50% (5/10),2/4,1/3,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2021 Tokyo Olympics R16,W vsDavidovich Fokina,67% (8/12),44% (4/9),2/5,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2021 Tokyo Olympics R64,W vsDellien,73% (8/11),40% (4/10),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2021 Wimbledon F,W vsBerrettini,64% (18/28),40% (6/15),3/10,1/3,71% (5/7),0/1,0/0,60% (3/5),17% (1/6)
2021 Wimbledon SF,W vsShapovalov,63% (17/27),30% (3/10),3/4,1/1,91% (10/11),0/0,0/0,40% (2/5),100% (5/5)
2021 Wimbledon QF,W vsFucsovics,70% (14/20),29% (4/14),3/8,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2021 Wimbledon R16,W vsGarin,81% (13/16),42% (5/12),3/4,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2021 Wimbledon R32,W vsKudla,88% (14/16),40% (4/10),3/6,1/2,50% (2/4),1/1,0/0,63% (5/8),50% (4/8)
2021 Wimbledon R64,W vsAnderson,74% (14/19),50% (4/8),3/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2021 Wimbledon R128,W vsDraper,94% (16/17),40% (6/15),3/3,1/1,67% (2/3),0/1,0/0,- (0/0),- (0/0)
2021 Roland Garros F,W vsTsitsipas,84% (21/25),31% (5/16),3/6,1/2,63% (5/8),1/3,0/0,43% (3/7),43% (3/7)
2021 Roland Garros SF,W vsNadal,65% (13/20),36% (8/22),3/4,1/2,63% (10/16),7/8,0/0,83% (5/6),40% (2/5)
2021 Roland Garros QF,W vsBerrettini,70% (21/30),44% (4/9),3/5,1/3,100% (3/3),0/1,0/0,50% (3/6),33% (2/6)
2021 Roland Garros R32,W vsBerankis,67% (12/18),67% (6/9),3/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2021 Roland Garros R64,W vsCuevas,59% (13/22),63% (5/8),3/4,1/1,89% (8/9),0/0,0/0,- (0/0),- (0/0)
2021 Roland Garros R128,W vsSandgren,87% (13/15),45% (5/11),3/5,1/2,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2021 Belgrade 2 F,W vsMolcan,67% (6/9),75% (6/8),2/3,1/2,20% (1/5),0/0,0/0,- (0/0),- (0/0)
2021 Rome F,L vsNadal,58% (11/19),38% (3/8),1/3,0/0,50% (3/6),2/4,1/2,- (0/0),- (0/0)
2021 Rome SF,W vsSonego,78% (14/18),33% (4/12),2/4,1/3,86% (6/7),3/4,0/0,67% (4/6),17% (1/6)
2021 Belgrade SF,L vsKaratsev,50% (10/20),18% (5/28),1/1,0/0,63% (10/16),1/3,1/2,- (0/0),- (0/0)
2021 Monte Carlo R16,L vsEvans,60% (6/10),30% (3/10),0/1,0/0,29% (2/7),2/4,0/1,- (0/0),- (0/0)
2021 Australian Open F,W vsMedvedev,71% (12/17),64% (7/11),3/6,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2021 Australian Open SF,W vsKaratsev,71% (12/17),86% (6/7),3/5,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2021 Australian Open QF,W vsZverev,56% (18/32),67% (6/9),3/4,1/2,75% (9/12),3/4,0/0,71% (10/14),29% (4/14)
2021 Australian Open R16,W vsRaonic,79% (19/24),27% (3/11),3/4,1/1,67% (2/3),0/1,0/0,83% (5/6),40% (2/5)
2021 Australian Open R32,W vsFritz,68% (21/31),44% (4/9),3/5,1/2,75% (9/12),0/2,0/0,100% (4/4),75% (3/4)
2021 Australian Open R64,W vsTiafoe,73% (19/26),36% (5/14),3/6,1/1,33% (1/3),0/1,0/0,80% (8/10),22% (2/9)
2021 Australian Open R128,W vsChardy,86% (12/14),46% (6/13),3/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2020 Tour Finals SF,L vsThiem,81% (17/21),0% (0/3),1/4,0/0,50% (1/2),5/7,5/6,53% (9/17),47% (8/17)
2020 Tour Finals RR,L vsMedvedev,38% (6/16),0% (0/1),0/0,0/0,63% (5/8),0/2,0/1,- (0/0),- (0/0)
2020 Vienna QF,L vsSonego,43% (3/7),0% (0/6),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2020 Roland Garros F,L vsNadal,46% (6/13),20% (1/5),0/0,0/0,61% (11/18),2/5,0/1,- (0/0),- (0/0)
2020 Roland Garros SF,W vsTsitsipas,58% (19/33),36% (8/22),3/8,1/3,73% (11/15),1/3,0/0,- (0/0),- (0/0)
2020 Roland Garros QF,W vsCarreno Busta,67% (16/24),46% (6/13),3/3,1/1,77% (10/13),0/1,0/0,- (0/0),- (0/0)
2020 Roland Garros R16,W vsKhachanov,71% (12/17),40% (6/15),3/7,1/1,78% (7/9),0/0,0/0,- (0/0),- (0/0)
2020 Roland Garros R32,W vsGalan,61% (11/18),64% (7/11),3/3,1/1,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2020 Roland Garros R64,W vsBerankis,92% (12/13),86% (6/7),3/3,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2020 Roland Garros R128,W vsYmer,82% (9/11),82% (9/11),3/3,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2020 Rome F,W vsSchwartzman,53% (8/15),56% (5/9),2/7,1/3,50% (3/6),0/0,0/0,- (0/0),- (0/0)
2020 Rome SF,W vsRuud,63% (10/16),33% (3/9),2/4,1/3,88% (7/8),2/2,0/0,- (0/0),- (0/0)
2020 US Open R32,W vsStruff,81% (13/16),45% (5/11),3/3,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2020 US Open R64,W vsEdmund,82% (18/22),50% (6/12),3/3,1/1,60% (3/5),0/1,0/0,67% (4/6),17% (1/6)
2020 US Open R128,W vsDzumhur,69% (11/16),37% (7/19),3/7,1/3,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2020 Cincinnati F,W vsRaonic,91% (10/11),60% (3/5),2/2,1/1,40% (2/5),0/1,0/0,- (0/0),- (0/0)
2020 Cincinnati SF,W vsBautista Agut,59% (10/17),43% (6/14),2/3,1/1,50% (6/12),0/1,0/0,100% (3/3),100% (4/4)
2020 Dubai F,W vsTsitsipas,75% (9/12),100% (3/3),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2020 Australian Open F,W vsThiem,86% (19/22),42% (5/12),3/4,1/1,58% (7/12),4/6,0/0,- (0/0),- (0/0)
2020 Australian Open SF,W vsFederer,70% (14/20),36% (4/11),3/3,1/1,71% (5/7),0/0,0/0,100% (4/4),75% (3/4)
2020 Australian Open QF,W vsRaonic,64% (16/25),13% (2/16),3/7,1/1,100% (2/2),0/0,0/0,100% (4/4),75% (3/4)
