Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
79,Aleksandar Vukic[AUS],5,1-4,20.0%,62.8%,58.7%,49,10.9%,3,0.7%,1.6%,58.4%,74.0%,47.1%,47.8%,79.4%,6.6,2.5,79,Aleksandar Vukic[AUS],5,33.3%,34.7%,9.2%,2.7%,27.9%,43.4%,15.9%,6.0,2.0,64.0,60.6,79,Aleksandar Vukic[AUS],5,50.0%,11,22,0.32,1.6,4.4,0.79,2.2,67.4%,29,43,0.63,3.1,8.6,1.00,2.8,79,Aleksandar Vukic[AUS],5,0.89,861,48.7%,0,0-0,-,0.0%,14,5-9,35.7%,137,65-72,47.4%,1:23,29.6,28.9
80,Aleksandar Kovacevic[USA],6,2-4,33.3%,64.3%,65.3%,31,6.7%,23,5.0%,11.2%,55.4%,75.3%,50.7%,57.1%,80.3%,6.1,2.2,80,Aleksandar Kovacevic[USA],6,35.3%,34.5%,6.6%,4.7%,26.9%,48.9%,17.6%,6.3,2.2,95.5,180.0,80,Aleksandar Kovacevic[USA],6,30.2%,13,43,0.58,2.7,7.2,0.81,2.2,55.9%,19,34,0.45,2.1,5.7,0.94,2.5,80,Aleksandar Kovacevic[USA],6,0.99,928,49.7%,0,0-0,-,0.0%,16,7-9,43.8%,150,74-76,49.3%,1:37,36.2,37.4
81,Christopher Oconnell[AUS],6,3-3,50.0%,61.0%,60.1%,26,6.0%,11,2.5%,6.2%,59.1%,69.5%,48.6%,51.8%,78.1%,6.8,2.6,81,Christopher Oconnell[AUS],6,36.5%,37.6%,5.8%,1.8%,29.4%,50.0%,19.0%,6.3,2.3,58.5,61.2,81,Christopher Oconnell[AUS],6,41.4%,12,29,0.46,2.2,4.8,0.92,2.0,68.2%,30,44,0.69,3.4,7.3,1.08,2.3,81,Christopher Oconnell[AUS],6,0.94,833,49.2%,3,1-2,33.3%,23.1%,13,6-7,46.2%,127,62-65,48.8%,1:44,47.9,44.9
82,Rinky Hijikata[AUS],5,0-5,0.0%,54.6%,55.6%,5,1.2%,11,2.7%,6.8%,60.9%,60.6%,45.3%,48.7%,65.0%,6.9,3.1,82,Rinky Hijikata[AUS],5,31.0%,32.8%,9.4%,1.9%,22.8%,43.5%,12.7%,5.9,1.8,45.0,62.0,82,Rinky Hijikata[AUS],5,47.1%,8,17,0.27,1.3,3.4,0.62,1.6,61.8%,34,55,0.92,4.2,11.0,1.62,4.2,82,Rinky Hijikata[AUS],5,0.68,783,43.4%,1,0-1,0.0%,7.7%,13,2-11,15.4%,123,47-76,38.2%,1:12,27.6,27.5
83,Corentin Moutet[FRA],12,5-7,41.7%,59.1%,59.2%,25,2.6%,19,2.0%,6.3%,68.3%,63.8%,49.0%,52.3%,70.4%,6.3,2.6,83,Corentin Moutet[FRA],12,39.5%,38.9%,2.6%,2.6%,34.1%,52.6%,27.5%,6.5,2.6,45.0,56.3,83,Corentin Moutet[FRA],12,44.2%,42,95,0.62,2.7,7.9,1.20,3.5,57.9%,62,107,0.70,3.1,8.9,1.29,3.8,83,Corentin Moutet[FRA],12,0.97,1955,49.1%,2,0-2,0.0%,5.7%,35,16-19,45.7%,305,149-156,48.9%,0:55,19.0,20.4
84,Borna Coric[CRO],2,0-2,0.0%,61.4%,60.3%,17,7.3%,7,3.0%,9.2%,67.4%,68.8%,46.1%,50.7%,81.8%,7.1,2.7,84,Borna Coric[CRO],2,34.7%,35.9%,9.9%,3.6%,26.9%,43.7%,12.1%,6.7,2.3,84.0,84.0,84,Borna Coric[CRO],2,36.4%,4,11,0.33,1.8,5.5,0.67,2.0,71.4%,15,21,0.64,3.5,10.5,1.00,3.0,84,Borna Coric[CRO],2,0.90,455,48.4%,2,0-2,0.0%,33.3%,6,1-5,16.7%,66,31-35,47.0%,1:24,27.8,22.0
85,Botic Van De Zandschulp[NED],7,2-5,28.6%,58.5%,58.2%,42,8.0%,27,5.1%,12.5%,59.1%,71.2%,40.3%,46.0%,67.8%,6.1,2.5,85,Botic Van De Zandschulp[NED],7,37.1%,36.7%,4.0%,2.9%,29.9%,48.1%,22.1%,6.4,2.4,79.0,85.0,85,Botic Van De Zandschulp[NED],7,36.5%,19,52,0.60,2.7,7.4,1.00,2.7,50.0%,28,56,0.64,2.9,8.0,1.47,4.0,85,Botic Van De Zandschulp[NED],7,0.89,1075,47.6%,1,0-1,0.0%,5.3%,19,7-12,36.8%,173,78-95,45.1%,1:40,36.8,39.1
86,Raphael Collignon[BEL],2,1-1,50.0%,63.2%,62.7%,14,8.6%,7,4.3%,12.7%,66.3%,69.4%,50.9%,58.3%,87.5%,6.8,2.5,86,Raphael Collignon[BEL],2,36.1%,37.8%,9.0%,2.8%,25.0%,53.6%,21.7%,6.3,2.3,71.0,71.0,86,Raphael Collignon[BEL],2,38.5%,5,13,0.57,2.6,6.5,1.00,2.5,72.7%,8,11,0.46,2.2,5.5,0.60,1.5,86,Raphael Collignon[BEL],2,0.98,307,50.5%,1,0-1,0.0%,20.0%,5,3-2,60.0%,47,26-21,55.3%,1:41,40.2,39.3
87,Jan Lennard Struff[GER],12,7-5,58.3%,65.3%,65.7%,77,8.8%,46,5.3%,12.0%,56.2%,74.7%,53.1%,60.4%,80.7%,6.2,2.2,87,Jan Lennard Struff[GER],12,38.4%,38.8%,8.0%,4.3%,28.5%,53.0%,21.0%,6.6,2.5,78.5,89.9,87,Jan Lennard Struff[GER],12,35.3%,30,85,0.59,2.7,7.1,0.97,2.5,54.2%,32,59,0.42,1.9,4.9,0.87,2.3,87,Jan Lennard Struff[GER],12,1.10,1815,51.3%,5,4-1,80.0%,16.1%,31,18-13,58.1%,283,143-140,50.5%,1:03,24.3,24.9
88,Adam Walton[AUS],3,1-2,33.3%,56.3%,55.9%,14,5.6%,9,3.6%,9.0%,60.3%,65.8%,42.0%,46.2%,64.9%,6.8,3.0,88,Adam Walton[AUS],3,36.5%,37.2%,9.1%,4.3%,25.0%,53.6%,20.0%,5.9,2.2,69.0,122.7,88,Adam Walton[AUS],3,63.6%,7,11,0.31,1.6,3.7,1.00,2.3,61.8%,21,34,0.92,4.9,11.3,1.86,4.3,88,Adam Walton[AUS],3,0.84,460,47.4%,1,1-0,100.0%,14.3%,7,2-5,28.6%,72,31-41,43.1%,1:05,27.7,25.3
89,Kamil Majchrzak[POL],5,3-2,60.0%,68.4%,67.6%,23,6.7%,7,2.0%,5.5%,63.2%,76.1%,55.1%,58.3%,84.7%,5.8,1.8,89,Kamil Majchrzak[POL],5,37.6%,37.8%,9.1%,5.2%,26.8%,54.2%,22.8%,6.4,2.4,55.0,61.8,89,Kamil Majchrzak[POL],5,41.9%,13,31,0.54,2.8,6.2,1.18,2.6,66.7%,18,27,0.46,2.5,5.4,0.82,1.8,89,Kamil Majchrzak[POL],5,1.19,709,52.6%,2,1-1,50.0%,18.2%,11,7-4,63.6%,116,63-53,54.3%,1:42,46.4,43.2
90,James Duckworth[AUS],1,0-1,0.0%,51.7%,51.9%,3,5.2%,3,5.2%,12.5%,58.6%,58.8%,41.7%,47.6%,50.0%,7.3,3.5,90,James Duckworth[AUS],1,25.0%,24.3%,11.4%,4.5%,21.4%,31.3%,0.0%,5.5,1.4,200.0,200.0,90,James Duckworth[AUS],1,0.0%,0,1,0.13,0.5,1.0,0.00,0.0,60.0%,6,10,1.25,5.0,10.0,2.00,4.0,90,James Duckworth[AUS],1,0.52,102,40.2%,0,0-0,-,0.0%,2,0-2,0.0%,16,4-12,25.0%,1:09,34.5,40.6
91,Cameron Norrie[GBR],7,3-4,42.9%,62.5%,62.5%,31,4.6%,19,2.8%,8.3%,66.3%,70.7%,46.3%,50.5%,79.6%,6.6,2.5,91,Cameron Norrie[GBR],7,36.9%,37.2%,7.5%,3.8%,29.6%,51.4%,20.2%,6.3,2.3,78.0,99.9,91,Cameron Norrie[GBR],7,36.8%,21,57,0.55,2.7,8.1,1.00,3.0,67.7%,44,65,0.63,3.1,9.3,1.00,3.0,91,Cameron Norrie[GBR],7,0.98,1334,49.9%,4,2-2,50.0%,19.0%,21,10-11,47.6%,207,103-104,49.8%,1:46,35.4,33.4
92,Vit Kopriva[CZE],6,2-4,33.3%,56.5%,57.7%,13,3.0%,19,4.3%,11.2%,61.5%,63.0%,46.2%,52.0%,65.6%,6.9,3.0,92,Vit Kopriva[CZE],6,37.3%,37.4%,6.3%,3.7%,28.1%,52.6%,22.4%,6.1,2.3,57.0,123.7,92,Vit Kopriva[CZE],6,44.1%,15,34,0.51,2.4,5.7,1.07,2.5,58.5%,31,53,0.83,3.8,8.8,1.57,3.7,92,Vit Kopriva[CZE],6,0.86,849,47.2%,1,0-1,0.0%,7.1%,14,4-10,28.6%,131,57-74,43.5%,1:48,46.3,45.8
93,Jesper De Jong[NED],6,2-4,33.3%,58.5%,59.5%,21,4.4%,22,4.6%,9.7%,52.9%,65.9%,50.2%,55.6%,65.4%,6.2,2.6,93,Jesper De Jong[NED],6,37.0%,36.6%,4.6%,3.3%,30.0%,47.2%,24.4%,6.1,2.3,23.5,130.7,93,Jesper De Jong[NED],6,54.3%,19,35,0.45,2.1,5.8,1.12,3.2,43.8%,21,48,0.62,2.8,8.0,1.59,4.5,93,Jesper De Jong[NED],6,0.89,960,47.8%,2,0-2,0.0%,11.8%,17,6-11,35.3%,156,70-86,44.9%,0:54,18.9,20.1
94,Reilly Opelka[USA],3,1-2,33.3%,62.3%,59.1%,29,13.0%,8,3.6%,10.1%,64.6%,72.9%,43.0%,47.9%,87.5%,7.0,2.6,94,Reilly Opelka[USA],3,28.7%,28.7%,5.0%,2.0%,23.1%,37.0%,6.3%,6.3,1.8,25.0,41.7,94,Reilly Opelka[USA],3,14.3%,2,14,0.44,2.3,4.7,0.33,0.7,71.4%,10,14,0.44,2.3,4.7,0.67,1.3,94,Reilly Opelka[USA],3,0.76,425,46.4%,2,0-2,0.0%,33.3%,6,2-4,33.3%,64,30-34,46.9%,1:40,50.2,42.5
95,Luca Nardi[ITA],2,0-2,0.0%,44.1%,46.8%,1,0.8%,8,6.8%,16.7%,59.3%,55.7%,27.1%,32.5%,42.9%,5.6,3.1,95,Luca Nardi[ITA],2,33.9%,32.5%,2.4%,3.2%,25.3%,48.9%,14.3%,5.9,2.0,90.0,90.0,95,Luca Nardi[ITA],2,37.5%,3,8,0.38,1.6,4.0,0.60,1.5,25.0%,4,16,0.76,3.2,8.0,2.40,6.0,95,Luca Nardi[ITA],2,0.61,242,38.8%,0,0-0,-,0.0%,5,0-5,0.0%,42,12-30,28.6%,0:34,13.4,16.6
96,Mackenzie Mcdonald[USA],4,1-3,25.0%,58.2%,58.8%,10,3.3%,10,3.3%,9.3%,64.5%,63.3%,49.1%,54.1%,67.3%,6.2,2.6,96,Mackenzie Mcdonald[USA],4,34.2%,36.4%,10.6%,2.7%,28.1%,43.9%,20.0%,5.8,2.0,63.0,66.3,96,Mackenzie Mcdonald[USA],4,45.5%,10,22,0.44,2.0,5.5,0.91,2.5,40.7%,11,27,0.55,2.5,6.8,1.45,4.0,96,Mackenzie Mcdonald[USA],4,0.82,596,46.5%,1,0-1,0.0%,9.1%,11,3-8,27.3%,99,43-56,43.4%,1:12,26.2,29.0
97,Alexander Shevchenko[KAZ],14,5-9,35.7%,56.4%,56.1%,62,5.2%,42,3.5%,9.2%,61.6%,62.0%,47.5%,52.3%,65.9%,6.9,3.0,97,Alexander Shevchenko[KAZ],14,40.2%,39.7%,2.9%,2.8%,32.9%,51.5%,29.4%,6.4,2.6,64.0,78.3,97,Alexander Shevchenko[KAZ],14,43.7%,52,119,0.67,3.2,8.5,1.41,3.7,58.2%,82,141,0.82,3.8,10.1,1.59,4.2,97,Alexander Shevchenko[KAZ],14,0.92,2318,48.5%,5,1-4,20.0%,13.5%,37,14-23,37.8%,350,166-184,47.4%,1:23,31.4,30.0
98,Pablo Carreno Busta[ESP],5,1-4,20.0%,61.8%,62.5%,15,3.5%,14,3.3%,8.2%,60.1%,68.6%,51.5%,56.1%,75.8%,6.5,2.5,98,Pablo Carreno Busta[ESP],5,34.6%,35.2%,7.5%,3.1%,27.5%,48.1%,17.6%,6.7,2.3,37.0,263.2,98,Pablo Carreno Busta[ESP],5,34.3%,12,35,0.51,2.5,7.0,0.86,2.4,61.0%,25,41,0.62,2.9,8.2,1.14,3.2,98,Pablo Carreno Busta[ESP],5,0.90,883,47.8%,4,1-3,25.0%,28.6%,14,5-9,35.7%,134,62-72,46.3%,1:33,33.2,31.6
99,Mariano Navone[ARG],21,10-11,47.6%,58.7%,59.5%,34,2.0%,45,2.6%,8.6%,69.5%,61.1%,53.2%,58.2%,70.1%,6.6,2.7,99,Mariano Navone[ARG],21,43.5%,42.6%,2.2%,3.3%,39.2%,52.3%,34.7%,6.7,2.9,52.0,109.8,99,Mariano Navone[ARG],21,46.9%,90,192,0.74,3.4,9.1,1.61,4.3,57.8%,107,185,0.71,3.3,8.8,1.39,3.7,99,Mariano Navone[ARG],21,1.05,3455,51.1%,5,3-2,60.0%,8.9%,56,30-26,53.6%,520,273-247,52.5%,1:43,38.7,37.7
100,Nishesh Basavareddy[USA],1,0-1,0.0%,50.0%,50.9%,1,1.7%,2,3.4%,6.7%,48.3%,67.9%,33.3%,35.7%,50.0%,5.8,2.9,100,Nishesh Basavareddy[USA],1,34.6%,34.6%,0.0%,0.0%,33.3%,40.0%,22.2%,5.8,2.0,241.0,241.0,100,Nishesh Basavareddy[USA],1,40.0%,2,5,0.56,2.5,5.0,1.00,2.0,16.7%,1,6,0.60,3.0,6.0,2.50,5.0,100,Nishesh Basavareddy[USA],1,0.69,110,42.7%,0,0-0,-,0.0%,2,0-2,0.0%,19,7-12,36.8%,1:32,46.0,50.2
