Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
31,Hubert Hurkacz[POL],14,7-7,50.0%,69.9%,65.2%,169,16.7%,18,1.8%,5.1%,65.2%,77.9%,54.7%,57.6%,88.6%,5.8,1.7,Hubert Hurkacz[POL],14,32.9%,32.8%,7.3%,3.8%,24.8%,45.7%,12.1%,6.2,2.0,30.0,39.7,Hubert Hurkacz[POL],14,32.3%,21,65,0.38,1.9,4.6,0.60,1.5,69.2%,45,65,0.37,1.9,4.6,0.57,1.4,Hubert Hurkacz[POL],14,1.09,2090,50.9%,5,3-2,60.0%,14.3%,35,19-16,54.3%,348,176-172,50.6%,1:44,41.7,41.9
32,Alex Michelsen[USA],19,11-8,57.9%,64.1%,63.9%,91,6.3%,47,3.2%,9.9%,67.1%,70.8%,50.4%,55.9%,79.9%,6.5,2.3,Alex Michelsen[USA],19,36.8%,38.1%,7.5%,2.4%,29.3%,49.3%,20.0%,6.6,2.4,63.0,97.4,Alex Michelsen[USA],19,34.9%,45,129,0.57,2.7,6.8,0.94,2.4,54.5%,54,99,0.44,2.1,5.2,0.94,2.4,Alex Michelsen[USA],19,1.02,2943,50.2%,14,9-5,64.3%,29.2%,48,27-21,56.3%,449,224-225,49.9%,1:52,44.5,43.5
33,Sebastian Baez[ARG],4,0-4,0.0%,57.8%,59.0%,2,0.6%,8,2.3%,7.9%,70.6%,63.0%,45.5%,49.5%,63.6%,6.3,2.6,Sebastian Baez[ARG],4,35.5%,35.4%,7.4%,4.3%,27.9%,46.5%,21.1%,6.2,2.2,79.0,113.3,Sebastian Baez[ARG],4,42.9%,12,28,0.49,2.3,7.0,1.00,3.0,51.2%,21,41,0.75,3.4,10.3,1.67,5.0,Sebastian Baez[ARG],4,0.84,696,46.6%,1,0-1,0.0%,8.3%,12,3-9,25.0%,112,47-65,42.0%,2:15,44.8,46.4
34,Flavio Cobolli[ITA],10,2-8,20.0%,60.2%,59.8%,45,6.1%,25,3.4%,7.6%,54.9%,66.4%,52.7%,57.0%,72.1%,6.6,2.6,Flavio Cobolli[ITA],10,30.5%,33.1%,12.7%,2.4%,23.2%,42.5%,12.1%,6.1,1.9,64.0,101.1,Flavio Cobolli[ITA],10,30.4%,14,46,0.40,1.9,4.6,0.58,1.4,53.0%,35,66,0.59,2.8,6.6,1.29,3.1,Flavio Cobolli[ITA],10,0.77,1440,45.6%,6,3-3,50.0%,25.0%,24,7-17,29.2%,227,94-133,41.4%,1:47,44.4,44.4
35,Tallon Griekspoor[NED],17,11-6,64.7%,66.6%,65.2%,163,9.9%,52,3.2%,9.4%,66.4%,74.3%,51.4%,56.8%,86.3%,6.8,2.3,Tallon Griekspoor[NED],17,30.1%,31.2%,11.4%,3.5%,21.8%,44.3%,13.0%,6.0,1.8,33.0,60.9,Tallon Griekspoor[NED],17,42.5%,31,73,0.31,1.6,4.3,0.69,1.8,74.0%,94,127,0.53,2.8,7.5,0.73,1.9,Tallon Griekspoor[NED],17,0.90,3080,49.6%,17,12-5,70.6%,37.8%,45,25-20,55.6%,479,239-240,49.9%,2:10,49.1,43.1
36,Giovanni Mpetshi Perricard[FRA],11,6-5,54.5%,71.1%,69.3%,150,18.3%,45,5.5%,15.7%,65.0%,78.4%,57.7%,68.5%,93.7%,6.5,1.9,Giovanni Mpetshi Perricard[FRA],11,25.8%,25.9%,12.1%,4.1%,17.7%,39.1%,4.7%,6.0,1.6,45.5,89.1,Giovanni Mpetshi Perricard[FRA],11,23.1%,6,26,0.20,1.0,2.4,0.24,0.5,80.0%,32,40,0.32,1.6,3.6,0.32,0.7,Giovanni Mpetshi Perricard[FRA],11,0.90,1592,49.1%,13,7-6,53.8%,52.0%,25,13-12,52.0%,254,124-130,48.8%,1:33,41.1,38.7
37,Matteo Arnaldi[ITA],15,8-7,53.3%,64.6%,64.0%,106,8.6%,48,3.9%,8.9%,56.7%,72.8%,53.8%,59.1%,80.6%,6.5,2.3,Matteo Arnaldi[ITA],15,36.3%,36.9%,7.3%,3.3%,29.9%,48.5%,20.6%,6.3,2.3,59.0,88.2,Matteo Arnaldi[ITA],15,39.0%,39,100,0.53,2.6,6.7,1.03,2.6,64.8%,68,105,0.55,2.8,7.0,0.97,2.5,Matteo Arnaldi[ITA],15,1.02,2436,50.7%,9,5-4,55.6%,23.7%,38,20-18,52.6%,380,193-187,50.8%,2:02,48.3,45.2
38,Jiri Lehecka[CZE],19,13-6,68.4%,67.1%,65.2%,127,9.9%,31,2.4%,6.2%,60.9%,75.6%,53.9%,57.4%,87.7%,6.3,2.1,Jiri Lehecka[CZE],19,36.0%,37.5%,8.4%,2.7%,27.8%,50.2%,20.9%,6.2,2.2,35.0,73.5,Jiri Lehecka[CZE],19,43.3%,42,97,0.48,2.2,5.1,0.93,2.2,69.9%,58,83,0.41,1.8,4.4,0.56,1.3,Jiri Lehecka[CZE],19,1.09,2525,51.8%,5,1-4,20.0%,11.1%,45,29-16,64.4%,405,221-184,54.6%,1:33,39.1,41.8
39,Alexandre Muller[FRA],10,6-4,60.0%,62.4%,61.8%,39,4.4%,16,1.8%,6.1%,70.3%,68.1%,49.0%,52.2%,75.7%,6.5,2.4,Alexandre Muller[FRA],10,36.5%,37.0%,8.3%,4.0%,27.3%,51.5%,19.9%,6.5,2.4,58.0,89.7,Alexandre Muller[FRA],10,38.6%,27,70,0.51,2.5,7.0,0.96,2.7,59.8%,49,82,0.60,2.9,8.2,1.18,3.3,Alexandre Muller[FRA],10,0.97,1758,49.4%,5,4-1,80.0%,17.9%,28,14-14,50.0%,272,130-142,47.8%,2:06,44.8,42.8
40,Nuno Borges[POR],18,10-8,55.6%,65.0%,64.4%,94,6.0%,39,2.5%,7.9%,68.8%,69.5%,54.9%,59.6%,81.2%,6.3,2.2,Nuno Borges[POR],18,36.4%,38.2%,9.3%,2.9%,28.0%,50.3%,20.4%,6.5,2.4,50.0,51.2,Nuno Borges[POR],18,38.9%,51,131,0.52,2.6,7.3,1.02,2.8,61.5%,75,122,0.49,2.4,6.8,0.94,2.6,Nuno Borges[POR],18,1.04,3211,50.5%,10,6-4,60.0%,20.0%,50,26-24,52.0%,500,254-246,50.8%,2:04,44.6,41.7
