Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2016 Wimbledon R64,W vsMannarino,33% (5/15),60% (3/5),0/1,19% (3/16),67% (2/3),2/2,1/2,1/1,0/1,0/0
2016 Wimbledon R128,W vsWard,50% (7/14),71% (5/7),0/1,21% (3/14),67% (2/3),4/4,1/1,0/0,1/1,0/0
2016 Roland Garros F,W vsMurray,53% (9/17),78% (7/9),0/3,29% (5/17),40% (2/5),5/7,3/4,1/1,1/2,0/0
2016 Roland Garros SF,W vsThiem,67% (8/12),75% (6/8),0/1,23% (3/13),67% (2/3),5/5,2/2,0/0,1/1,0/0
2016 Roland Garros QF,W vsBerdych,40% (6/15),100% (6/6),1/2,20% (3/15),33% (1/3),4/4,1/1,0/0,1/1,0/0
2016 Roland Garros R16,W vsBautista Agut,68% (13/19),69% (9/13),4/6,42% (8/19),25% (2/8),4/8,2/3,1/1,1/1,0/0
2016 Roland Garros R32,W vsBedene,69% (9/13),78% (7/9),1/2,38% (5/13),60% (3/5),4/5,1/2,0/0,0/0,0/0
2016 Roland Garros R64,W vsDarcis,53% (8/15),63% (5/8),0/2,25% (4/16),50% (2/4),4/4,2/2,0/0,1/1,0/0
2016 Roland Garros R128,W vsLu,67% (8/12),88% (7/8),1/1,8% (1/12),0% (0/1),5/6,2/2,0/0,1/1,0/0
2016 Rome F,L vsMurray,22% (2/9),0% (0/2),0/2,44% (4/9),25% (1/4),0/0,0/0,1/2,0/0,0/1
2016 Rome SF,W vsNishikori,53% (8/15),25% (2/8),0/3,33% (5/15),40% (2/5),1/1,0/0,0/0,0/0,0/0
2016 Rome QF,W vsNadal,25% (3/12),100% (3/3),0/2,17% (2/12),0% (0/2),2/2,0/0,1/1,0/0,0/0
2016 Rome R16,W vsBellucci,27% (3/11),100% (3/3),0/3,25% (3/12),0% (0/3),3/3,2/2,0/0,1/1,0/0
2016 Rome R32,W vsRobert,25% (3/12),100% (3/3),0/1,17% (2/12),50% (1/2),1/1,0/0,0/0,0/0,0/0
2016 Madrid F,W vsMurray,38% (5/13),80% (4/5),0/2,23% (3/13),33% (1/3),3/4,2/2,1/1,1/1,0/0
2016 Madrid SF,W vsNishikori,30% (3/10),67% (2/3),0/1,27% (3/11),67% (2/3),2/2,1/2,1/1,0/1,0/0
2016 Madrid QF,W vsRaonic,56% (5/9),40% (2/5),0/0,20% (2/10),100% (2/2),2/2,2/2,0/0,1/1,0/0
2016 Madrid R16,W vsBautista Agut,63% (5/8),100% (5/5),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,0/0,0/0
2016 Madrid R32,W vsCoric,44% (4/9),75% (3/4),0/0,11% (1/9),100% (1/1),1/1,0/0,0/0,0/0,0/0
2016 Monte Carlo R32,L vsVesely,21% (3/14),100% (3/3),1/3,36% (5/14),40% (2/5),1/2,0/0,1/1,0/0,1/1
2016 Miami F,W vsNishikori,67% (6/9),83% (5/6),2/2,22% (2/9),0% (0/2),3/4,1/1,0/0,0/0,0/0
2016 Miami SF,W vsGoffin,27% (3/11),67% (2/3),1/1,27% (3/11),67% (2/3),2/2,1/1,0/0,1/1,0/0
2016 Miami QF,W vsBerdych,56% (5/9),80% (4/5),1/1,22% (2/9),50% (1/2),2/3,1/1,0/0,0/0,0/0
2016 Miami R16,W vsThiem,67% (6/9),50% (3/6),1/1,60% (6/10),83% (5/6),3/3,2/2,0/0,1/1,0/0
2016 Miami R32,W vsSousa,78% (7/9),71% (5/7),1/1,13% (1/8),0% (0/1),3/4,1/1,0/0,0/0,0/0
2016 Miami R64,W vsEdmund,67% (6/9),67% (4/6),0/1,11% (1/9),0% (0/1),2/3,1/1,0/0,0/0,0/0
2016 Indian Wells F,W vsRaonic,71% (5/7),100% (5/5),0/0,0% (0/7),- (0/0),5/5,2/2,0/0,1/1,0/0
2016 Indian Wells SF,W vsNadal,50% (5/10),60% (3/5),1/1,20% (2/10),50% (1/2),2/2,0/0,2/2,0/0,0/0
2016 Indian Wells QF,W vsTsonga,42% (5/12),40% (2/5),1/2,17% (2/12),0% (0/2),2/2,0/1,1/1,0/0,0/0
2016 Indian Wells R16,W vsLopez,44% (4/9),75% (3/4),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,0/0,0/0
2016 Indian Wells R32,W vsKohlschreiber,33% (4/12),100% (4/4),0/2,25% (3/12),33% (1/3),2/2,0/1,0/0,0/1,0/0
2016 Indian Wells R64,W vsFratangelo,73% (8/11),63% (5/8),0/3,25% (3/12),0% (0/3),4/5,2/2,1/1,1/1,0/0
2016 Davis Cup RR,W vsNedovyesov,58% (7/12),86% (6/7),0/0,8% (1/12),100% (1/1),5/5,2/2,0/0,0/0,0/0
2016 Dubai R16,W vsJaziri,86% (6/7),67% (4/6),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2016 Dubai R32,W vsRobredo,71% (5/7),80% (4/5),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2016 Australian Open F,W vsMurray,47% (7/15),71% (5/7),0/2,31% (5/16),60% (3/5),4/5,2/2,3/3,0/0,0/0
2016 Australian Open SF,W vsFederer,50% (8/16),63% (5/8),0/1,6% (1/17),0% (0/1),5/5,3/3,1/1,1/1,0/0
2016 Australian Open QF,W vsNishikori,62% (8/13),75% (6/8),2/2,29% (4/14),50% (2/4),5/6,3/3,0/0,1/1,0/0
2016 Australian Open R16,W vsSimon,54% (13/24),46% (6/13),0/4,31% (8/26),50% (4/8),3/5,2/3,2/2,1/2,0/0
2016 Australian Open R32,W vsSeppi,27% (4/15),75% (3/4),0/0,13% (2/16),100% (2/2),3/3,2/2,3/3,0/0,0/0
2016 Australian Open R64,W vsHalys,46% (6/13),83% (5/6),1/1,7% (1/14),0% (0/1),5/5,2/2,2/2,0/0,0/0
2016 Australian Open R128,W vsChung,46% (6/13),83% (5/6),1/1,7% (1/14),0% (0/1),4/5,3/3,0/0,1/1,0/0
2016 Doha F,W vsNadal,57% (4/7),100% (4/4),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2016 Doha SF,W vsBerdych,40% (4/10),50% (2/4),0/1,27% (3/11),67% (2/3),2/2,1/1,2/2,0/0,0/0
2016 Doha QF,W vsMayer,55% (6/11),83% (5/6),1/2,30% (3/10),33% (1/3),3/3,0/0,1/1,0/0,0/0
2016 Doha R16,W vsVerdasco,75% (6/8),67% (4/6),0/0,25% (2/8),100% (2/2),2/2,0/0,0/0,0/0,0/0
2016 Doha R32,W vsBrown,75% (6/8),83% (5/6),1/1,13% (1/8),0% (0/1),3/3,0/1,0/0,0/0,0/0
2015 Tour Finals F,W vsFederer,50% (5/10),60% (3/5),0/0,22% (2/9),100% (2/2),1/1,0/0,0/0,0/0,0/0
2015 Tour Finals SF,W vsNadal,44% (4/9),75% (3/4),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,0/0,0/0
2015 Tour Finals RR,W vsNishikori,86% (6/7),83% (5/6),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,0/0,0/0
2015 Tour Finals RR,L vsFederer,20% (2/10),50% (1/2),1/2,40% (4/10),0% (0/4),1/1,0/0,1/3,0/0,0/1
2015 Tour Finals RR,W vsBerdych,50% (5/10),80% (4/5),0/2,18% (2/11),0% (0/2),3/4,2/2,1/1,1/1,0/0
2015 Paris F,W vsMurray,78% (7/9),57% (4/7),0/1,11% (1/9),0% (0/1),3/4,2/2,0/0,1/1,0/0
2015 Paris SF,W vsWawrinka,58% (7/12),71% (5/7),0/2,17% (2/12),0% (0/2),4/4,1/1,1/1,0/0,0/0
2015 Paris QF,W vsBerdych,8% (1/12),0% (0/1),0/0,8% (1/12),100% (1/1),0/0,0/0,2/2,0/0,0/0
2015 Paris R16,W vsSimon,70% (7/10),100% (7/7),5/5,55% (6/11),17% (1/6),4/7,2/3,0/0,1/2,0/0
2015 Paris R32,W vsBellucci,50% (5/10),60% (3/5),1/1,9% (1/11),0% (0/1),2/2,1/1,0/0,1/1,0/0
2015 Shanghai F,W vsTsonga,78% (7/9),57% (4/7),1/1,11% (1/9),0% (0/1),3/4,2/2,0/0,1/1,0/0
2015 Shanghai SF,W vsMurray,88% (7/8),71% (5/7),1/1,13% (1/8),0% (0/1),4/4,1/1,0/0,1/1,0/0
2015 Shanghai QF,W vsTomic,60% (6/10),67% (4/6),0/1,11% (1/9),0% (0/1),2/3,0/0,0/0,0/0,0/0
2015 Shanghai R16,W vsLopez,75% (6/8),50% (3/6),0/0,11% (1/9),100% (1/1),2/2,1/1,0/0,1/1,0/0
2015 Shanghai R32,W vsKlizan,71% (5/7),100% (5/5),0/1,13% (1/8),0% (0/1),3/4,1/1,0/0,1/1,0/0
2015 Beijing F,W vsNadal,50% (4/8),100% (4/4),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2015 Beijing SF,W vsFerrer,67% (6/9),100% (6/6),2/2,38% (3/8),33% (1/3),3/5,1/2,0/0,0/1,0/0
2015 Beijing QF,W vsIsner,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2015 Beijing R16,W vsZhang,71% (5/7),80% (4/5),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,1/1,0/0
2015 Beijing R32,W vsBolelli,71% (5/7),100% (5/5),0/0,29% (2/7),100% (2/2),4/4,1/1,0/0,0/0,0/0
2015 US Open F,W vsFederer,38% (8/21),75% (6/8),0/3,52% (11/21),64% (7/11),3/6,3/4,1/2,1/2,0/0
2015 US Open SF,W vsCilic,90% (9/10),89% (8/9),1/1,9% (1/11),0% (0/1),7/7,2/2,0/0,1/1,0/0
2015 US Open QF,W vsLopez,28% (5/18),60% (3/5),0/1,21% (4/19),75% (3/4),3/3,2/2,3/3,0/0,0/0
2015 US Open R16,W vsBautista Agut,47% (9/19),78% (7/9),2/3,32% (6/19),33% (2/6),5/6,2/3,0/1,0/1,0/0
2015 US Open R32,W vsSeppi,38% (6/16),83% (5/6),2/2,24% (4/17),50% (2/4),5/5,3/4,1/1,1/2,0/0
2015 US Open R32,W vsSeppi,38% (6/16),83% (5/6),2/2,24% (4/17),50% (2/4),5/5,3/4,1/1,1/2,0/0
2015 US Open R64,W vsHaider Maurer,50% (6/12),83% (5/6),0/0,0% (0/13),- (0/0),4/4,2/2,0/0,1/1,0/0
2015 US Open R64,W vsHaider Maurer,50% (6/12),83% (5/6),0/0,0% (0/13),- (0/0),4/4,2/2,0/0,1/1,0/0
2015 US Open R128,W vsSouza,70% (7/10),100% (7/7),0/0,0% (0/11),- (0/0),6/6,2/2,0/0,1/1,0/0
2015 US Open R128,W vsSouza,70% (7/10),100% (7/7),0/0,0% (0/11),- (0/0),6/6,2/2,0/0,1/1,0/0
2015 Cincinnati F,L vsFederer,0% (0/11),- (0/0),0/1,40% (4/10),75% (3/4),0/0,0/0,1/1,0/0,1/1
2015 Cincinnati SF,W vsDolgopolov,33% (5/15),80% (4/5),0/3,40% (6/15),50% (3/6),2/4,1/2,1/1,1/1,0/0
2015 Cincinnati QF,W vsWawrinka,44% (4/9),100% (4/4),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,0/0,0/0
2015 Cincinnati R16,W vsGoffin,46% (6/13),83% (5/6),1/5,36% (5/14),0% (0/5),4/4,1/1,0/0,1/1,0/0
2015 Cincinnati R32,W vsPaire,70% (7/10),71% (5/7),1/2,40% (4/10),50% (2/4),2/3,0/0,0/0,0/0,0/0
2015 Canada F,L vsMurray,33% (5/15),60% (3/5),1/3,29% (4/14),0% (0/4),3/3,1/1,1/2,0/0,1/1
2015 Canada SF,W vsChardy,30% (3/10),67% (2/3),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2015 Canada QF,W vsGulbis,44% (7/16),71% (5/7),1/3,20% (3/15),0% (0/3),3/4,0/0,0/0,0/0,0/0
2015 Canada R16,W vsSock,57% (4/7),100% (4/4),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,1/1,0/0
2015 Canada R32,W vsBellucci,40% (4/10),25% (1/4),0/0,27% (3/11),100% (3/3),1/1,1/1,2/2,0/0,0/0
2015 Wimbledon F,W vsFederer,32% (7/22),57% (4/7),1/1,24% (5/21),80% (4/5),3/3,1/1,2/2,0/0,0/0
2015 Wimbledon SF,W vsGasquet,31% (5/16),60% (3/5),0/1,13% (2/16),50% (1/2),2/3,2/2,0/0,1/1,0/0
2015 Wimbledon QF,W vsCilic,20% (3/15),100% (3/3),0/0,0% (0/15),- (0/0),3/3,3/3,0/0,1/1,0/0
2015 Wimbledon R16,W vsAnderson,23% (6/26),83% (5/6),1/1,15% (4/27),75% (3/4),5/5,3/3,3/3,1/1,1/1
2015 Wimbledon R32,W vsTomic,46% (6/13),67% (4/6),0/0,7% (1/14),100% (1/1),3/3,2/2,0/0,1/1,0/0
2015 Wimbledon R32,W vsTomic,46% (6/13),67% (4/6),0/0,7% (1/14),100% (1/1),3/3,2/2,0/0,1/1,0/0
2015 Wimbledon R64,W vsNieminen,54% (7/13),71% (5/7),0/1,7% (1/14),0% (0/1),3/3,1/1,0/0,1/1,0/0
2015 Wimbledon R64,W vsNieminen,54% (7/13),71% (5/7),0/1,7% (1/14),0% (0/1),3/3,1/1,0/0,1/1,0/0
2015 Wimbledon R128,W vsKohlschreiber,47% (7/15),71% (5/7),0/2,20% (3/15),33% (1/3),0/2,0/0,0/0,0/0,0/0
2015 Wimbledon R128,W vsKohlschreiber,47% (7/15),71% (5/7),0/2,20% (3/15),33% (1/3),0/2,0/0,0/0,0/0,0/0
2015 Roland Garros F,L vsWawrinka,40% (8/20),25% (2/8),0/3,53% (10/19),60% (6/10),2/2,1/1,1/2,0/0,0/0
2015 Roland Garros SF,W vsMurray,46% (11/24),55% (6/11),1/3,12% (3/25),0% (0/3),5/5,2/2,0/0,1/1,0/0
2015 Roland Garros QF,W vsNadal,57% (8/14),88% (7/8),0/2,14% (2/14),0% (0/2),4/5,1/1,0/0,0/0,0/0
2015 Roland Garros R16,W vsGasquet,75% (9/12),78% (7/9),1/1,33% (4/12),75% (3/4),5/5,1/1,0/0,1/1,0/0
2015 Roland Garros R32,W vsKokkinakis,27% (4/15),75% (3/4),0/0,0% (0/15),- (0/0),3/3,3/3,0/0,1/1,0/0
2015 Roland Garros R32,W vsKokkinakis,27% (4/15),75% (3/4),0/0,0% (0/15),- (0/0),3/3,3/3,0/0,1/1,0/0
2015 Roland Garros R64,W vsMuller,54% (7/13),71% (5/7),0/1,14% (2/14),50% (1/2),4/5,3/3,0/0,1/1,0/0
2015 Roland Garros R64,W vsMuller,54% (7/13),71% (5/7),0/1,14% (2/14),50% (1/2),4/5,3/3,0/0,1/1,0/0
2015 Roland Garros R128,W vsNieminen,50% (7/14),86% (6/7),0/1,29% (4/14),75% (3/4),6/6,3/3,2/2,1/1,0/0
2015 Roland Garros R128,W vsNieminen,50% (7/14),86% (6/7),0/1,27% (4/15),75% (3/4),6/6,3/3,2/3,1/1,0/0
2015 Rome F,W vsFederer,33% (3/9),67% (2/3),0/0,10% (1/10),100% (1/1),1/1,1/1,0/0,1/1,0/0
2015 Rome SF,W vsFerrer,30% (3/10),67% (2/3),0/0,20% (2/10),100% (2/2),2/2,2/2,0/0,1/1,0/0
2015 Rome QF,W vsNishikori,33% (4/12),75% (3/4),0/1,15% (2/13),50% (1/2),3/3,2/2,1/1,1/1,0/0
2015 Monte Carlo F,W vsBerdych,60% (9/15),56% (5/9),0/4,38% (6/16),33% (2/6),2/4,1/2,1/1,1/1,0/0
2015 Monte Carlo SF,W vsNadal,56% (5/9),80% (4/5),0/1,33% (3/9),67% (2/3),3/3,1/1,0/0,0/0,0/0
2015 Miami F,W vsMurray,43% (6/14),83% (5/6),2/2,43% (6/14),50% (3/6),5/5,1/1,0/1,1/1,0/0
2015 Miami SF,W vsIsner,30% (3/10),67% (2/3),0/0,0% (0/10),- (0/0),2/2,1/1,0/0,1/1,0/0
2015 Indian Wells F,W vsFederer,50% (7/14),71% (5/7),0/2,27% (4/15),50% (2/4),3/4,1/1,2/2,0/0,0/0
2015 Indian Wells SF,W vsMurray,75% (6/8),67% (4/6),1/1,22% (2/9),50% (1/2),2/3,1/2,0/0,1/1,0/0
2015 Indian Wells R32,W vsRamos,40% (4/10),100% (4/4),0/2,27% (3/11),33% (1/3),2/3,1/2,0/0,1/1,0/0
2015 Dubai F,L vsFederer,36% (4/11),0% (0/4),0/2,20% (2/10),0% (0/2),0/0,0/0,0/0,0/0,0/0
2015 Dubai QF,W vsIlhan,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,0/0,0/0
2015 Australian Open F,W vsMurray,53% (10/19),90% (9/10),2/5,40% (8/20),38% (3/8),8/9,2/3,2/2,1/1,0/0
2015 Australian Open SF,W vsWawrinka,46% (11/24),64% (7/11),1/5,35% (8/23),38% (3/8),4/5,0/0,2/2,0/0,0/0
2015 Australian Open QF,W vsRaonic,40% (6/15),50% (3/6),0/0,0% (0/15),- (0/0),3/3,2/2,0/0,1/1,0/0
2015 Australian Open R16,W vsMuller,35% (6/17),50% (3/6),0/0,6% (1/17),100% (1/1),3/3,3/3,2/2,1/1,0/0
2015 Australian Open R32,W vsVerdasco,47% (7/15),29% (2/7),0/0,6% (1/16),100% (1/1),2/2,2/2,2/2,1/1,0/0
2015 Australian Open R32,W vsVerdasco,47% (7/15),29% (2/7),0/0,6% (1/16),100% (1/1),2/2,2/2,2/2,1/1,0/0
2015 Australian Open R64,W vsKuznetsov,73% (8/11),88% (7/8),1/1,8% (1/12),0% (0/1),6/6,2/2,0/0,1/1,0/0
2015 Australian Open R128,W vsBedene,38% (5/13),80% (4/5),0/0,14% (2/14),100% (2/2),4/4,3/3,0/0,1/1,0/0
2015 Doha R32,W vsLajovic,86% (6/7),83% (5/6),1/1,38% (3/8),67% (2/3),4/4,1/1,0/0,1/1,0/0
2014 Tour Finals SF,W vsNishikori,55% (6/11),100% (6/6),0/2,27% (3/11),33% (1/3),4/5,1/1,0/0,0/0,0/0
2014 Tour Finals RR,W vsCilic,86% (6/7),100% (6/6),1/1,14% (1/7),0% (0/1),4/5,1/1,0/0,1/1,0/0
2014 Tour Finals RR,W vsBerdych,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2014 Paris F,W vsRaonic,75% (6/8),50% (3/6),0/0,22% (2/9),100% (2/2),2/2,1/1,0/0,1/1,0/0
2014 Paris SF,W vsNishikori,75% (6/8),67% (4/6),1/1,22% (2/9),50% (1/2),2/3,1/1,0/0,1/1,0/0
2014 Paris QF,W vsMurray,70% (7/10),57% (4/7),1/1,10% (1/10),0% (0/1),2/2,0/0,0/0,0/0,0/0
2014 Paris R16,W vsMonfils,40% (4/10),50% (2/4),0/1,18% (2/11),50% (1/2),1/2,1/1,2/2,0/0,0/0
2014 Shanghai SF,L vsFederer,10% (1/10),0% (0/1),0/2,40% (4/10),50% (2/4),0/0,0/0,2/2,0/0,1/1
2014 Shanghai R32,W vsThiem,44% (4/9),50% (2/4),0/0,20% (2/10),100% (2/2),2/2,2/2,0/0,1/1,0/0
2014 Beijing F,W vsBerdych,86% (6/7),100% (6/6),0/1,14% (1/7),0% (0/1),5/6,2/3,0/0,1/2,0/0
2014 Beijing SF,W vsMurray,44% (4/9),75% (3/4),0/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
2014 US Open SF,L vsNishikori,33% (6/18),67% (4/6),2/4,25% (5/20),0% (0/5),4/4,1/1,3/4,0/0,0/1
2014 US Open QF,W vsMurray,33% (7/21),100% (7/7),2/4,48% (10/21),60% (6/10),4/5,0/0,2/2,0/0,0/0
2014 US Open R16,W vsKohlschreiber,43% (6/14),67% (4/6),0/0,13% (2/15),100% (2/2),4/4,3/3,1/1,1/1,0/0
2014 US Open R32,W vsQuerrey,67% (8/12),88% (7/8),0/2,23% (3/13),33% (1/3),6/7,3/4,0/0,1/1,0/0
2014 US Open R64,W vsMathieu,82% (9/11),78% (7/9),0/0,9% (1/11),100% (1/1),6/6,2/2,0/0,1/1,0/0
2014 US Open R128,W vsSchwartzman,67% (8/12),88% (7/8),2/2,23% (3/13),33% (1/3),6/7,3/3,0/0,1/1,0/0
2014 Cincinnati R16,L vsRobredo,8% (1/12),100% (1/1),0/1,33% (4/12),50% (2/4),1/1,0/0,1/2,0/0,1/2
2014 Cincinnati R32,W vsSimon,36% (5/14),80% (4/5),1/2,27% (4/15),25% (1/4),4/4,2/2,0/1,1/1,0/0
2014 Canada R16,L vsTsonga,13% (1/8),0% (0/1),0/4,50% (4/8),0% (0/4),0/0,0/0,1/1,0/0,1/1
2014 Wimbledon F,W vsFederer,29% (8/28),50% (4/8),1/3,18% (5/28),40% (2/5),2/3,1/2,2/2,0/1,0/0
2014 Wimbledon SF,W vsDimitrov,23% (5/22),60% (3/5),0/3,33% (7/21),57% (4/7),2/3,1/1,2/2,0/0,0/0
2014 Wimbledon QF,W vsCilic,45% (10/22),70% (7/10),1/2,14% (3/22),33% (1/3),6/6,3/3,1/1,1/1,0/0
2014 Wimbledon R16,W vsTsonga,27% (4/15),50% (2/4),0/0,6% (1/16),100% (1/1),2/2,2/2,2/2,0/0,0/0
2014 Wimbledon R32,W vsSimon,64% (9/14),78% (7/9),1/3,36% (5/14),40% (2/5),2/4,0/0,0/0,0/0,0/0
2014 Wimbledon R32,W vsSimon,64% (9/14),78% (7/9),1/3,36% (5/14),40% (2/5),2/4,0/0,0/0,0/0,0/0
2014 Wimbledon R64,W vsStepanek,19% (4/21),50% (2/4),0/0,14% (3/22),100% (3/3),1/1,1/1,2/2,0/0,0/0
2014 Wimbledon R64,W vsStepanek,19% (4/21),50% (2/4),0/0,14% (3/22),100% (3/3),1/1,1/1,2/2,0/0,0/0
2014 Wimbledon R128,W vsGolubev,73% (8/11),75% (6/8),0/0,0% (0/12),- (0/0),5/5,2/2,0/0,1/1,0/0
2014 Wimbledon R128,W vsGolubev,73% (8/11),75% (6/8),0/0,0% (0/12),- (0/0),5/5,2/2,0/0,1/1,0/0
2014 Roland Garros F,L vsNadal,26% (5/19),60% (3/5),2/3,40% (8/20),25% (2/8),3/3,1/1,1/4,0/0,0/1
2014 Roland Garros SF,W vsGulbis,28% (5/18),100% (5/5),0/2,28% (5/18),60% (3/5),3/4,2/2,0/0,1/1,0/0
2014 Roland Garros QF,W vsRaonic,29% (5/17),60% (3/5),0/1,12% (2/17),50% (1/2),2/2,1/2,0/0,1/2,0/0
2014 Roland Garros R16,W vsTsonga,58% (7/12),100% (7/7),0/1,8% (1/12),0% (0/1),5/6,2/3,0/0,0/0,0/0
2014 Roland Garros R32,W vsCilic,58% (11/19),64% (7/11),1/3,30% (6/20),50% (3/6),6/6,2/2,2/2,0/0,0/0
2014 Roland Garros R64,W vsChardy,58% (7/12),100% (7/7),2/2,23% (3/13),33% (1/3),5/7,3/3,0/0,1/1,0/0
2014 Roland Garros R64,W vsChardy,58% (7/12),100% (7/7),2/2,23% (3/13),33% (1/3),5/7,3/3,0/0,1/1,0/0
2014 Roland Garros R128,W vsSousa,67% (8/12),100% (8/8),2/3,38% (5/13),40% (2/5),5/8,3/4,0/0,1/2,0/0
2014 Roland Garros R128,W vsSousa,67% (8/12),100% (8/8),2/3,38% (5/13),40% (2/5),5/8,3/4,0/0,1/2,0/0
2014 Rome F,W vsNadal,57% (8/14),75% (6/8),3/4,29% (4/14),0% (0/4),5/5,1/1,1/1,0/0,0/0
2014 Rome SF,W vsRaonic,29% (5/17),60% (3/5),0/1,38% (6/16),83% (5/6),1/2,0/0,2/2,0/0,0/0
2014 Rome QF,W vsFerrer,33% (5/15),80% (4/5),0/3,25% (4/16),25% (1/4),2/3,1/2,1/1,1/1,0/0
2014 Rome R16,W vsKohlschreiber,50% (6/12),100% (6/6),1/3,23% (3/13),0% (0/3),4/5,1/2,1/1,1/1,0/0
2014 Rome R32,W vsStepanek,70% (7/10),71% (5/7),3/3,27% (3/11),0% (0/3),4/5,2/3,0/0,1/2,0/0
2014 Monte Carlo SF,L vsFederer,10% (1/10),0% (0/1),0/3,40% (4/10),25% (1/4),0/0,0/0,1/1,0/0,1/1
2014 Monte Carlo QF,W vsGarcia Lopez,54% (7/13),71% (5/7),1/2,31% (4/13),50% (2/4),4/4,1/1,1/1,0/0,0/0
2014 Monte Carlo R16,W vsCarreno Busta,100% (6/6),83% (5/6),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,1/1,0/0
2014 Monte Carlo R32,W vsMontanes,83% (5/6),100% (5/5),0/0,29% (2/7),100% (2/2),5/5,2/2,0/0,1/1,0/0
2014 Miami F,W vsNadal,44% (4/9),75% (3/4),0/0,11% (1/9),100% (1/1),2/2,1/1,0/0,0/0,0/0
2014 Miami QF,W vsMurray,40% (4/10),75% (3/4),1/1,18% (2/11),50% (1/2),2/2,1/1,0/0,1/1,0/0
2014 Miami R16,W vsRobredo,20% (2/10),100% (2/2),0/0,9% (1/11),100% (1/1),2/2,2/2,1/1,1/1,0/0
2014 Miami R64,W vsChardy,33% (3/9),100% (3/3),1/1,20% (2/10),50% (1/2),2/2,1/2,0/0,1/1,0/0
2014 Indian Wells F,W vsFederer,20% (3/15),67% (2/3),0/2,13% (2/15),0% (0/2),2/2,1/2,2/2,0/1,1/1
2014 Indian Wells SF,W vsIsner,47% (7/15),71% (5/7),1/1,25% (4/16),50% (2/4),3/5,2/4,1/1,1/3,0/0
2014 Indian Wells QF,W vsBenneteau,88% (7/8),57% (4/7),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,0/0,0/0
2014 Indian Wells R16,W vsCilic,33% (4/12),75% (3/4),0/2,17% (2/12),0% (0/2),2/2,1/1,1/1,1/1,0/0
2014 Indian Wells R32,W vsGonzalez,45% (5/11),80% (4/5),0/1,8% (1/12),0% (0/1),4/4,2/2,0/0,1/1,0/0
2014 Indian Wells R64,W vsHanescu,20% (2/10),100% (2/2),0/0,20% (2/10),100% (2/2),1/1,0/0,2/2,0/0,0/0
2014 Dubai SF,L vsFederer,31% (4/13),25% (1/4),0/3,31% (4/13),25% (1/4),1/1,1/1,2/2,0/0,1/1
2014 Dubai R16,W vsBautista Agut,63% (5/8),100% (5/5),1/1,25% (2/8),50% (1/2),3/4,1/2,0/0,0/1,0/0
2014 Dubai R32,W vsIstomin,56% (5/9),60% (3/5),0/0,22% (2/9),100% (2/2),2/2,1/1,0/0,1/1,0/0
2014 Australian Open QF,L vsWawrinka,24% (6/25),67% (4/6),0/4,27% (7/26),29% (2/7),2/3,1/1,5/6,0/0,3/4
2014 Australian Open R16,W vsFognini,82% (9/11),67% (6/9),0/0,0% (0/12),- (0/0),6/6,3/3,0/0,1/1,0/0
2014 Australian Open R32,W vsIstomin,33% (5/15),100% (5/5),1/1,7% (1/15),0% (0/1),4/4,2/3,0/0,1/2,0/0
2014 Australian Open R64,W vsMayer,46% (6/13),83% (5/6),0/0,0% (0/13),- (0/0),5/5,3/3,0/0,1/1,0/0
2014 Australian Open R64,W vsMayer,46% (6/13),83% (5/6),0/0,0% (0/13),- (0/0),5/5,3/3,0/0,1/1,0/0
2014 Australian Open R128,W vsLacko,38% (5/13),80% (4/5),1/1,13% (2/15),50% (1/2),4/4,2/2,2/2,1/1,0/0
2014 Australian Open R128,W vsLacko,38% (5/13),80% (4/5),1/1,13% (2/15),50% (1/2),4/4,2/2,2/2,1/1,0/0
2013 Davis Cup RR,W vsStepanek,36% (5/14),100% (5/5),0/1,20% (3/15),67% (2/3),4/4,2/3,0/0,1/1,0/0
2013 Davis Cup RR,W vsBerdych,33% (5/15),60% (3/5),0/0,7% (1/15),100% (1/1),2/2,1/1,0/0,1/1,0/0
