Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2018 Ningbo CH R32,W vsXia,20% (2/10),100% (2/2),0/1,18% (2/11),50% (1/2),2/2,1/1,2/2,0/0,0/0
2018 Shanghai R64,L vsChung,42% (5/12),80% (4/5),1/5,46% (6/13),0% (0/6),2/3,0/0,0/1,0/0,0/1
2018 Tokyo Q1,L vsUchiyama,0% (0/8),- (0/0),0/4,50% (4/8),0% (0/4),0/0,0/0,1/1,0/0,0/0
2018 Davis Cup RR,W vsCopil,22% (2/9),100% (2/2),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2018 Genova CH QF,L vsSonego,50% (7/14),43% (3/7),0/2,21% (3/14),33% (1/3),3/3,1/1,1/1,0/0,0/0
2018 Genova CH R16,W vsLondero,67% (10/15),80% (8/10),3/5,33% (5/15),0% (0/5),5/6,0/0,0/0,0/0,0/0
2018 Genova CH R32,W vsArnaboldi,58% (7/12),71% (5/7),2/4,42% (5/12),20% (1/5),2/4,1/2,0/0,0/1,0/0
2018 US Open R64,L vsCilic,10% (1/10),0% (0/1),0/5,80% (8/10),0% (0/8),0/0,0/0,0/3,0/0,0/1
2018 Cincinnati R64,L vsFucsovics,27% (4/15),50% (2/4),0/2,25% (4/16),25% (1/4),0/1,0/0,2/3,0/0,2/2
2018 Washington R32,L vsTiafoe,22% (2/9),50% (1/2),0/4,67% (6/9),33% (2/6),0/1,0/0,1/1,0/0,1/1
2018 Washington R64,W vsIvashka,44% (4/9),75% (3/4),0/1,20% (2/10),50% (1/2),2/2,1/1,0/0,1/1,0/0
2018 Atlanta R32,L vsDe Minaur,27% (4/15),100% (4/4),1/2,25% (4/16),50% (2/4),3/4,1/1,2/2,0/0,0/0
2018 Atlanta Q2,L vsKokkinakis,20% (2/10),0% (0/2),0/2,30% (3/10),33% (1/3),0/0,0/0,0/0,0/0,0/0
2018 Atlanta Q1,W vsMarchenko,86% (6/7),83% (5/6),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,0/0,0/0
2018 Wimbledon R128,L vsTomic,7% (1/15),0% (0/1),0/3,47% (7/15),57% (4/7),0/0,0/0,2/2,0/0,0/0
2018 Poznan CH F,W vsDaniel,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,0/0,0/0
2018 Poznan CH SF,W vsGiannessi,21% (3/14),67% (2/3),0/1,29% (4/14),75% (3/4),2/2,2/2,1/1,1/1,0/0
2018 Poznan CH QF,W vsVatutin,50% (4/8),75% (3/4),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2018 Poznan CH R16,W vsDonati,43% (6/14),50% (3/6),0/1,13% (2/16),50% (1/2),2/3,2/3,2/2,1/1,0/0
2018 Poznan CH R32,W vsAndreozzi,44% (4/9),75% (3/4),0/0,20% (2/10),100% (2/2),3/3,2/2,1/1,1/1,0/0
2018 Roland Garros R64,L vsCilic,20% (4/20),25% (1/4),0/4,50% (10/20),40% (4/10),0/1,0/0,2/4,0/0,2/2
2018 Roland Garros R128,W vsSandgren,41% (7/17),71% (5/7),0/1,18% (3/17),67% (2/3),5/5,3/3,1/1,1/1,0/0
2018 Istanbul Q2,L vsYmer,24% (4/17),50% (2/4),1/2,41% (7/17),43% (3/7),1/2,0/0,1/3,0/0,1/2
2018 Istanbul Q1,W vsAgabigun,50% (4/8),75% (3/4),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,1/1,0/0
2018 Budapest R32,L vsSonego,12% (2/17),100% (2/2),1/3,35% (6/17),50% (3/6),2/2,0/0,2/2,0/0,0/0
2018 Budapest Q2,W vsMonteiro,21% (3/14),67% (2/3),0/2,27% (4/15),50% (2/4),1/1,1/1,0/0,1/1,0/0
2018 Budapest Q1,W vsBaghdatis,56% (5/9),100% (5/5),1/2,33% (3/9),33% (1/3),3/3,0/0,0/0,0/0,0/0
2018 Qujing CH QF,L vsBolt,18% (2/11),50% (1/2),0/2,50% (5/10),60% (3/5),1/1,0/0,1/1,0/0,1/1
2018 Qujing CH R16,W vsTakahashi,40% (4/10),100% (4/4),0/2,36% (4/11),50% (2/4),2/3,1/2,0/0,1/2,0/0
2018 Qujing CH R32,W vsLee,33% (3/9),100% (3/3),0/0,11% (1/9),100% (1/1),2/2,1/1,0/0,0/0,0/0
2018 Shenzhen CH SF,L vsZhang,29% (4/14),75% (3/4),0/2,36% (5/14),40% (2/5),3/3,1/2,0/1,0/0,0/1
2018 Shenzhen CH QF,W vsJaziri,35% (6/17),50% (3/6),0/1,29% (5/17),80% (4/5),3/3,2/2,1/1,1/1,1/1
2018 Shenzhen CH R16,W vsMaden,44% (4/9),50% (2/4),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2018 Shenzhen CH R32,W vsSonego,38% (6/16),83% (5/6),1/4,47% (8/17),50% (4/8),3/5,1/2,2/2,1/1,2/2
2018 Zhuhai CH F,L vsBolt,50% (8/16),38% (3/8),0/4,31% (5/16),20% (1/5),3/3,1/1,3/3,0/0,0/0
2018 Zhuhai CH SF,W vsJung,43% (6/14),83% (5/6),1/2,40% (6/15),67% (4/6),3/4,1/2,2/2,0/1,0/0
2018 Zhuhai CH QF,W vsKwon,57% (4/7),100% (4/4),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2018 Zhuhai CH R16,W vsIvashka,8% (1/12),0% (0/1),0/0,0% (0/12),- (0/0),0/0,0/0,2/2,0/0,0/0
2018 Zhuhai CH R32,W vsGalovic,44% (4/9),100% (4/4),1/2,20% (2/10),0% (0/2),3/4,2/2,0/0,1/1,0/0
2018 Yokohama CH R32,L vsUchiyama,14% (2/14),50% (1/2),0/1,27% (4/15),50% (2/4),1/1,1/1,1/2,0/0,0/1
2018 Kyoto CH QF,L vsMillman,7% (1/14),100% (1/1),0/3,31% (4/13),25% (1/4),1/1,1/1,2/2,0/0,1/1
2018 Kyoto CH R16,W vsPurcell,38% (3/8),100% (3/3),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2018 Kyoto CH R32,W vsKibi,30% (3/10),100% (3/3),0/1,36% (4/11),75% (3/4),2/2,1/1,0/0,1/1,0/0
2018 Budapest CH R16,L vsFucsovics,13% (2/16),50% (1/2),0/3,33% (5/15),40% (2/5),0/1,0/0,1/1,0/0,1/1
2018 Budapest CH R32,W vsNovak,44% (4/9),75% (3/4),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,0/0,0/0
2018 Davis Cup RR,L vsBedene,27% (3/11),33% (1/3),0/3,36% (4/11),25% (1/4),1/1,0/0,1/1,0/0,0/0
2018 Koblenz CH R16,L vsVatutin,15% (2/13),100% (2/2),1/3,43% (6/14),33% (2/6),2/2,1/1,2/3,0/0,2/2
2018 Koblenz CH R32,W vsBalazs,44% (4/9),75% (3/4),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2018 Noumea CH R16,L vsPuetz,22% (2/9),100% (2/2),1/5,60% (6/10),0% (0/6),1/2,0/0,0/1,0/0,0/1
2018 Noumea CH R32,W vsKlahn,13% (2/15),100% (2/2),0/1,14% (2/14),50% (1/2),2/2,1/1,1/1,0/0,0/0
2017 Toyota CH SF,L vsEbden,25% (4/16),75% (3/4),0/2,25% (4/16),25% (1/4),3/3,1/1,2/3,0/0,2/2
2017 Toyota CH R16,W vsKwon,24% (4/17),100% (4/4),1/2,24% (4/17),50% (2/4),4/4,2/3,1/1,1/1,1/1
2017 Toyota CH R32,W vsUesugi,57% (4/7),100% (4/4),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2017 Kobe CH R16,L vsSantillan,45% (5/11),60% (3/5),2/4,50% (5/10),20% (1/5),1/3,0/0,1/1,0/0,0/0
2017 Kobe CH R32,W vsMiedler,40% (4/10),100% (4/4),0/2,30% (3/10),33% (1/3),2/4,2/2,0/0,1/1,0/0
2017 Shenzhen CH F,L vsAlbot,24% (4/17),75% (3/4),1/4,35% (6/17),33% (2/6),1/2,0/0,5/5,0/0,4/4
2017 Shenzhen CH SF,W vsKavcic,42% (5/12),60% (3/5),0/2,17% (2/12),0% (0/2),2/3,1/1,1/1,1/1,0/0
2017 Shenzhen CH QF,W vsKwon,56% (5/9),40% (2/5),0/0,20% (2/10),100% (2/2),2/2,2/2,0/0,1/1,0/0
2017 Shenzhen CH R16,W vsSafwat,63% (5/8),60% (3/5),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2017 Shenzhen CH R32,W vsHemery,20% (2/10),100% (2/2),1/1,18% (2/11),50% (1/2),2/2,1/1,2/2,1/1,0/0
2017 Suzhou CH QF,L vsKavcic,60% (9/15),78% (7/9),3/5,67% (10/15),50% (5/10),3/5,0/0,0/0,0/0,0/0
2017 Suzhou CH R16,W vsDoumbia,50% (5/10),100% (5/5),1/2,44% (4/9),50% (2/4),3/4,0/0,0/0,0/0,0/0
2017 Suzhou CH R32,W vsLee,69% (11/16),64% (7/11),5/7,50% (8/16),13% (1/8),3/6,0/0,1/1,0/0,0/0
2017 Ismaning CH QF,L vsBrown,20% (2/10),0% (0/2),0/1,33% (3/9),33% (1/3),0/0,0/0,1/2,0/0,1/1
2017 Ismaning CH R32,W vsKuhn,30% (3/10),100% (3/3),1/1,18% (2/11),50% (1/2),2/3,2/3,0/0,1/2,0/0
2017 Portugal F20 R16,L vsMertens,38% (3/8),33% (1/3),0/4,67% (6/9),17% (1/6),1/1,0/0,0/1,0/0,0/1
2017 France F20 QF,L vsLestienne,27% (3/11),67% (2/3),1/4,45% (5/11),20% (1/5),2/2,0/0,1/1,0/0,0/0
2017 France F20 R16,W vsGuinard,50% (5/10),60% (3/5),0/1,10% (1/10),0% (0/1),3/3,1/1,0/0,1/1,0/0
2017 France F20 R32,W vsBarrere,44% (7/16),86% (6/7),3/4,31% (5/16),0% (0/5),5/6,2/2,1/2,1/1,0/0
2017 Genova CH R32,L vsIgnatik,14% (2/14),100% (2/2),1/2,33% (5/15),20% (1/5),2/2,1/1,1/3,0/0,1/2
2017 Poland F10 QF,L vsNagal,62% (8/13),88% (7/8),5/8,67% (8/12),0% (0/8),2/7,1/1,0/0,0/0,0/0
2017 Poland F10 R16,W vsGawron,69% (9/13),78% (7/9),1/3,31% (4/13),0% (0/4),4/7,2/2,1/2,1/1,0/0
2017 Poland F10 R32,W vsKossek,63% (5/8),100% (5/5),1/1,13% (1/8),0% (0/1),3/4,1/1,0/0,0/0,0/0
2017 Poland F9 SF,L vsVukic,40% (4/10),50% (2/4),1/4,50% (5/10),20% (1/5),1/2,0/0,1/1,0/0,0/0
2017 Poland F9 QF,W vsMertl,50% (4/8),100% (4/4),0/1,22% (2/9),50% (1/2),3/3,1/1,0/0,1/1,0/0
2017 Poland F9 R16,W vsGawron,53% (8/15),75% (6/8),1/4,47% (7/15),43% (3/7),4/4,0/0,2/2,0/0,0/0
2017 Kitzbuhel Q1,L vsBagnis,33% (4/12),100% (4/4),1/5,58% (7/12),14% (1/7),1/3,0/0,1/2,0/0,0/1
2017 Tampere CH R32,L vsYmer,25% (3/12),100% (3/3),1/5,50% (6/12),17% (1/6),1/3,0/0,0/0,0/0,0/0
2017 Poznan CH R32,L vsEysseric,30% (3/10),67% (2/3),0/4,78% (7/9),43% (3/7),2/2,0/0,0/0,0/0,0/0
2017 Bastad CH R32,L vsDe Greef,36% (5/14),80% (4/5),2/5,50% (7/14),14% (1/7),3/4,1/1,1/2,0/0,0/1
2017 Fergana CH QF,L vsMilojevic,0% (0/10),- (0/0),0/2,30% (3/10),33% (1/3),0/0,0/0,2/2,0/0,1/1
2017 Fergana CH R16,W vsDuldaev,31% (4/13),75% (3/4),0/1,21% (3/14),67% (2/3),2/2,1/1,1/1,1/1,0/0
