Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2016 Beijing R32,W vsThiem,46% (6/13),83% (5/6),1/2,38% (5/13),60% (3/5),4/4,1/1,0/0,0/0,0/0
2016 St. Petersburg F,W vsWawrinka,36% (5/14),80% (4/5),0/2,33% (5/15),40% (2/5),3/3,1/1,1/2,1/1,1/1
2016 St. Petersburg SF,W vsBerdych,20% (2/10),100% (2/2),0/0,20% (2/10),100% (2/2),2/2,2/2,0/0,1/1,0/0
2016 St. Petersburg QF,W vsYouzhny,63% (5/8),80% (4/5),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2016 St. Petersburg R16,W vsMedvedev,55% (6/11),83% (5/6),0/2,40% (4/10),50% (2/4),3/3,0/0,0/0,0/0,0/0
2016 St. Petersburg R32,W vsKhachanov,36% (4/11),50% (2/4),0/1,18% (2/11),50% (1/2),2/2,1/1,0/0,1/1,0/0
2016 US Open R64,L vsEvans,40% (8/20),38% (3/8),0/6,50% (10/20),40% (4/10),2/2,0/1,2/2,0/0,0/0
2016 US Open R128,W vsBrands,42% (8/19),50% (4/8),0/2,16% (3/19),33% (1/3),4/4,2/3,1/1,0/1,0/0
2016 Cincinnati R64,L vsSugita,27% (4/15),50% (2/4),2/5,40% (6/15),17% (1/6),1/2,0/0,3/3,0/0,0/0
2016 Canada R64,L vsLu,27% (3/11),33% (1/3),0/2,50% (5/10),40% (2/5),0/1,0/0,2/3,0/0,1/1
2016 Washington SF,L vsMonfils,13% (1/8),0% (0/1),0/4,50% (4/8),0% (0/4),0/0,0/0,1/1,0/0,0/0
2016 Washington QF,W vsPaire,63% (5/8),80% (4/5),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,1/1,0/0
2016 Washington R16,W vsJaziri,43% (6/14),67% (4/6),0/1,14% (2/14),50% (1/2),2/2,0/0,0/0,0/0,0/0
2016 Washington R32,W vsFritz,44% (4/9),75% (3/4),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2016 Hamburg R32,L vsCervantes Huegun,33% (4/12),100% (4/4),2/4,42% (5/12),0% (0/5),2/4,0/1,2/3,0/0,2/2
2016 Wimbledon R32,L vsBerdych,17% (3/18),67% (2/3),0/5,33% (6/18),0% (0/6),1/1,0/0,2/3,0/0,0/1
2016 Wimbledon R64,W vsYouzhny,41% (9/22),89% (8/9),2/4,33% (7/21),43% (3/7),6/6,1/1,1/1,0/0,0/0
2016 Wimbledon R128,W vsMathieu,54% (7/13),86% (6/7),1/2,36% (5/14),60% (3/5),6/6,3/4,0/0,1/1,0/0
2016 Halle F,L vsMayer,27% (4/15),50% (2/4),0/3,36% (5/14),20% (1/5),2/2,1/1,2/3,0/0,2/2
2016 Halle SF,W vsFederer,13% (2/16),50% (1/2),0/1,24% (4/17),75% (3/4),1/1,1/1,2/2,1/1,0/0
2016 Halle QF,W vsBaghdatis,10% (1/10),100% (1/1),0/0,0% (0/11),- (0/0),1/1,1/1,2/2,1/1,0/0
2016 Halle R32,W vsTroicki,30% (3/10),100% (3/3),0/1,30% (3/10),67% (2/3),3/3,2/2,0/0,1/1,0/0
2016 Roland Garros R32,L vsThiem,25% (5/20),20% (1/5),1/4,37% (7/19),29% (2/7),1/1,0/0,2/3,0/0,1/1
2016 Roland Garros R64,W vsRobert,44% (7/16),100% (7/7),2/3,24% (4/17),25% (1/4),7/7,3/3,1/1,1/1,0/0
2016 Roland Garros R128,W vsHerbert,32% (7/22),57% (4/7),0/1,18% (4/22),50% (2/4),3/3,1/1,3/4,0/0,0/0
2016 Nice F,L vsThiem,46% (6/13),67% (4/6),1/5,50% (6/12),0% (0/6),3/3,0/0,0/1,0/0,0/0
2016 Nice SF,W vsSousa,36% (5/14),100% (5/5),1/2,57% (8/14),63% (5/8),4/5,2/2,0/1,1/1,0/0
2016 Nice QF,W vsSimon,29% (5/17),80% (4/5),2/2,44% (7/16),71% (5/7),2/3,0/1,2/2,0/0,2/2
2016 Nice R16,W vsGranollers,38% (6/16),83% (5/6),1/2,19% (3/16),33% (1/3),3/4,1/1,0/0,1/1,0/0
2016 Rome R32,L vsFederer,9% (1/11),100% (1/1),1/3,60% (6/10),50% (3/6),1/1,0/0,1/1,0/0,0/0
2016 Rome R64,W vsDimitrov,50% (4/8),100% (4/4),1/1,11% (1/9),0% (0/1),4/4,2/2,0/0,1/1,0/0
2016 Munich SF,L vsThiem,43% (6/14),50% (3/6),2/4,46% (6/13),17% (1/6),1/3,1/1,1/2,0/0,1/1
2016 Munich QF,W vsGoffin,57% (8/14),75% (6/8),1/3,36% (5/14),20% (1/5),4/5,1/1,1/2,0/0,0/0
2016 Munich R16,W vsRosol,44% (4/9),50% (2/4),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2016 Munich R32,W vsJaziri,62% (8/13),38% (3/8),0/1,29% (4/14),75% (3/4),3/3,2/2,1/1,1/1,0/0
2016 Barcelona R16,L vsJaziri,27% (3/11),33% (1/3),1/2,36% (4/11),50% (2/4),1/1,0/0,3/3,0/0,1/1
2016 Barcelona R32,W vsBellucci,38% (6/16),100% (6/6),1/3,29% (5/17),20% (1/5),3/5,1/2,1/1,0/1,0/0
2016 Barcelona R64,W vsStruff,50% (5/10),100% (5/5),1/2,22% (2/9),0% (0/2),2/4,1/2,0/0,0/1,0/0
2016 Monte Carlo R32,L vsGranollers,40% (6/15),83% (5/6),1/5,50% (7/14),14% (1/7),2/5,1/1,0/1,0/0,0/0
2016 Monte Carlo R64,W vsRublev,50% (4/8),100% (4/4),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,1/1,0/0
2016 Miami R64,L vsJohnson,0% (0/12),- (0/0),0/0,17% (2/12),100% (2/2),0/0,0/0,2/2,0/0,0/0
2016 Miami R128,W vsMmoh,25% (3/12),67% (2/3),1/2,25% (3/12),33% (1/3),2/2,0/0,2/2,0/0,0/0
2016 Indian Wells R16,L vsNadal,33% (5/15),60% (3/5),1/7,60% (9/15),22% (2/9),2/3,0/2,1/1,0/1,0/0
2016 Indian Wells R32,W vsSimon,63% (5/8),100% (5/5),1/1,25% (2/8),50% (1/2),4/5,2/2,0/0,1/1,0/0
2016 Indian Wells R64,W vsDimitrov,31% (5/16),60% (3/5),0/2,27% (4/15),50% (2/4),2/2,1/1,1/1,0/0,0/0
2016 Indian Wells R128,W vsDodig,33% (5/15),80% (4/5),1/3,27% (4/15),25% (1/4),3/3,1/1,1/1,1/1,0/0
2016 Davis Cup RR,L vsRosol,8% (1/12),0% (0/1),0/4,67% (8/12),25% (2/8),0/0,0/0,1/3,0/0,0/1
2016 Davis Cup RR,L vsBerdych,44% (11/25),55% (6/11),0/4,27% (7/26),43% (3/7),4/6,2/2,5/5,0/0,1/1
2016 Marseille R16,L vsBerdych,33% (5/15),60% (3/5),0/3,33% (5/15),20% (1/5),2/3,1/1,2/3,0/0,2/3
2016 Marseille R32,W vsBenneteau,25% (3/12),67% (2/3),0/1,25% (3/12),67% (2/3),1/1,0/1,1/1,0/0,0/0
2016 Montpellier SF,L vsMathieu,25% (3/12),67% (2/3),0/3,25% (3/12),0% (0/3),1/2,0/0,3/3,0/0,1/1
2016 Montpellier QF,W vsBerrer,50% (8/16),63% (5/8),1/2,44% (7/16),71% (5/7),3/3,0/1,1/1,0/0,0/0
2016 Montpellier R16,W vsCilic,25% (3/12),67% (2/3),2/2,33% (4/12),50% (2/4),1/1,0/0,2/2,0/0,0/0
2016 Montpellier R32,W vsVanni,18% (3/17),100% (3/3),1/1,29% (5/17),80% (4/5),3/3,2/2,1/1,1/1,1/1
2016 Australian Open R128,L vsMurray,25% (3/12),0% (0/3),0/5,75% (9/12),33% (3/9),0/0,0/0,1/2,0/0,0/1
2015 Stockholm R16,L vsBerdych,20% (2/10),100% (2/2),1/4,56% (5/9),20% (1/5),1/2,0/0,1/1,0/0,0/0
2015 Stockholm R32,W vsYmer,24% (4/17),100% (4/4),0/3,24% (4/17),25% (1/4),3/4,1/2,3/3,1/2,0/0
2015 Kuala Lumpur R32,L vsChardy,15% (2/13),100% (2/2),0/4,46% (6/13),33% (2/6),2/2,1/1,1/1,0/0,1/1
2015 Metz R32,L vsVerdasco,20% (3/15),0% (0/3),0/2,47% (7/15),57% (4/7),0/0,0/0,1/2,0/0,0/1
2015 US Open R128,L vsKohlschreiber,36% (8/22),38% (3/8),0/4,50% (11/22),36% (4/11),3/3,1/1,0/3,0/0,0/1
2015 Cincinnati R64,L vsCoric,31% (5/16),40% (2/5),0/2,24% (4/17),50% (2/4),2/2,1/1,2/2,0/0,2/2
2015 Washington QF,L vsCilic,25% (3/12),67% (2/3),0/2,33% (4/12),25% (1/4),2/2,0/0,4/5,0/0,3/3
2015 Washington R16,W vsDolgopolov,54% (7/13),71% (5/7),2/3,38% (5/13),20% (1/5),4/5,2/2,0/1,1/1,0/0
2015 Washington R32,W vsAnderson,23% (3/13),67% (2/3),0/2,29% (4/14),50% (2/4),2/2,2/2,0/0,1/1,0/0
2015 Washington R64,W vsNishioka,30% (3/10),67% (2/3),0/1,27% (3/11),67% (2/3),2/2,1/1,2/2,1/1,0/0
2015 Hamburg R32,L vsRobredo,13% (2/15),100% (2/2),1/5,40% (6/15),17% (1/6),2/2,0/0,3/3,0/0,0/0
2015 Bastad SF,L vsRobredo,50% (5/10),40% (2/5),0/4,56% (5/9),20% (1/5),0/2,0/0,2/2,0/0,1/1
2015 Bastad QF,W vsBellucci,53% (8/15),88% (7/8),1/5,60% (9/15),44% (4/9),3/5,0/1,0/0,0/1,0/0
2015 Bastad R16,W vsMonaco,56% (5/9),80% (4/5),1/1,33% (3/9),67% (2/3),4/4,2/2,0/0,1/1,0/0
2015 Bastad R32,W vsReister,33% (5/15),60% (3/5),1/1,31% (5/16),80% (4/5),2/2,1/1,2/2,1/1,0/0
2015 Braunchweig CH R16,L vsBrands,13% (2/15),50% (1/2),1/3,33% (5/15),20% (1/5),1/1,0/0,1/2,0/0,0/1
2015 Braunchweig CH R32,W vsKuzmanov,45% (5/11),80% (4/5),0/2,27% (3/11),33% (1/3),4/4,2/2,1/1,1/1,0/0
2015 Wimbledon R64,L vsKudla,35% (7/20),57% (4/7),1/5,30% (6/20),17% (1/6),3/4,1/2,2/2,0/0,0/0
2015 Wimbledon R64,L vsKudla,35% (7/20),57% (4/7),1/5,30% (6/20),17% (1/6),3/4,1/2,2/2,0/0,0/0
2015 Wimbledon R128,W vsGabashvili,28% (7/25),71% (5/7),1/5,36% (9/25),44% (4/9),2/4,2/3,1/1,0/0,0/0
2015 Wimbledon R128,W vsGabashvili,28% (7/25),71% (5/7),1/5,36% (9/25),44% (4/9),2/4,2/3,1/1,0/0,0/0
2015 Nottingham R16,L vsBaghdatis,11% (1/9),0% (0/1),0/2,33% (3/9),0% (0/3),0/0,0/0,1/2,0/0,0/1
2015 Nottingham R32,W vsBellucci,27% (4/15),50% (2/4),0/0,6% (1/16),100% (1/1),2/2,2/2,2/2,1/1,0/0
2015 Nottingham R64,W vsKukushkin,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),5/5,2/2,0/0,1/1,0/0
2015 Halle R16,L vsKarlovic,7% (1/15),0% (0/1),0/2,33% (5/15),40% (2/5),0/0,0/0,1/2,0/0,0/1
2015 Halle R32,W vsNieminen,40% (4/10),75% (3/4),0/1,20% (2/10),50% (1/2),2/3,2/2,0/0,1/1,0/0
2015 Stuttgart R16,L vsTroicki,6% (1/16),100% (1/1),0/3,43% (6/14),50% (3/6),1/1,0/0,2/2,0/0,1/1
2015 Stuttgart R32,W vsPavic,31% (4/13),75% (3/4),0/1,23% (3/13),67% (2/3),2/2,1/1,1/1,1/1,0/0
2015 Marseille R32,L vsMonfils,22% (2/9),100% (2/2),1/4,50% (5/10),0% (0/5),1/2,0/1,1/2,0/0,1/1
2015 Rotterdam R32,L vsBautista Agut,0% (0/9),- (0/0),0/2,50% (4/8),25% (1/4),0/0,0/0,0/1,0/0,0/0
2014 St. Remy CH R16,W vsGuez,40% (4/10),100% (4/4),0/1,22% (2/9),50% (1/2),3/3,1/1,0/0,0/0,0/0
2014 St. Remy CH R32,W vsMathieu,56% (5/9),80% (4/5),0/1,44% (4/9),75% (3/4),3/4,2/2,0/0,1/1,0/0
2014 Kitzbuhel R32,L vsSchwartzman,33% (2/6),50% (1/2),1/5,100% (7/7),0% (0/7),0/1,0/0,0/2,0/0,0/1
2014 Umag R32,L vsMontanes,30% (3/10),67% (2/3),1/4,40% (4/10),0% (0/4),0/2,0/0,1/1,0/0,0/0
2014 Hamburg SF,L vsFerrer,14% (1/7),0% (0/1),0/4,83% (5/6),0% (0/5),0/0,0/0,0/1,0/0,0/0
2014 Hamburg QF,W vsKamke,36% (5/14),80% (4/5),1/3,38% (5/13),20% (1/5),3/3,1/2,0/1,0/0,0/0
2014 Hamburg R16,W vsGiraldo,27% (3/11),67% (2/3),0/1,27% (3/11),67% (2/3),2/2,1/2,1/1,0/1,0/0
2014 Hamburg R32,W vsYouzhny,58% (7/12),57% (4/7),0/2,33% (4/12),50% (2/4),3/4,2/2,2/2,1/1,0/0
2014 Hamburg R64,W vsHaase,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),3/3,0/0,0/0,0/0,0/0
2014 Stuttgart R32,L vsRosol,17% (2/12),100% (2/2),0/2,33% (4/12),50% (2/4),2/2,0/0,3/3,0/0,2/2
2014 Braunschweig CH F,W vsMathieu,42% (5/12),80% (4/5),1/3,33% (4/12),25% (1/4),4/4,2/2,1/1,1/1,0/0
2014 Braunschweig CH SF,W vsGolubev,44% (4/9),100% (4/4),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,0/0,0/0
2014 Braunschweig CH QF,W vsSouza,33% (4/12),75% (3/4),1/2,33% (4/12),50% (2/4),2/3,1/1,3/3,0/0,0/0
2014 Braunschweig CH R16,W vsLanger,25% (4/16),50% (2/4),0/3,31% (5/16),40% (2/5),2/2,1/1,2/2,1/1,1/1
2014 Braunschweig CH R32,W vsKamke,45% (5/11),60% (3/5),0/1,36% (4/11),50% (2/4),2/3,1/2,1/1,0/1,0/0
2014 Marburg CH R32,L vsZeballos,36% (4/11),25% (1/4),0/2,40% (4/10),50% (2/4),1/1,0/0,2/2,0/0,2/2
2014 Caltanissetta CH R32,L vsEriksson,47% (7/15),86% (6/7),2/6,57% (8/14),25% (2/8),2/5,0/0,1/1,0/0,1/1
2014 Heilbronn II CH R16,L vsKuznetsov,27% (4/15),75% (3/4),1/3,53% (8/15),38% (3/8),3/3,1/1,1/3,0/0,1/2
2014 Heilbronn II CH R32,W vsDuckworth,40% (4/10),75% (3/4),0/0,22% (2/9),100% (2/2),2/2,1/1,0/0,0/0,0/0
2014 Munich R32,L vsMelzer,25% (2/8),50% (1/2),1/5,71% (5/7),0% (0/5),0/1,0/0,0/0,0/0,0/0
2014 Sarasota CH R32,L vsYoung,36% (4/11),50% (2/4),0/2,55% (6/11),33% (2/6),2/2,0/1,0/2,0/0,0/1
2014 Barranquilla CH R32,L vsRamos,29% (2/7),50% (1/2),1/6,100% (6/6),0% (0/6),0/1,0/0,0/0,0/0,0/0
2013 USA F30 R32,L vsNagy,33% (5/15),100% (5/5),1/4,57% (8/14),38% (3/8),3/5,1/1,2/3,0/0,1/1
2013 USA F29 QF,L vsGard,33% (4/12),100% (4/4),1/6,54% (7/13),0% (0/7),2/4,1/2,0/1,0/0,0/1
2013 USA F28 SF,L vsArneodo,22% (2/9),50% (1/2),0/3,44% (4/9),0% (0/4),1/1,0/1,1/2,0/0,1/1
2013 USA F28 R16,W vsFarren,63% (5/8),100% (5/5),1/1,13% (1/8),0% (0/1),4/4,1/1,0/0,1/1,0/0
2013 USA F28 R32,W vsMeister,60% (6/10),50% (3/6),0/1,36% (4/11),50% (2/4),2/3,1/2,1/1,1/1,0/0
2013 USA F27 R16,L vsKozlov,29% (2/7),0% (0/2),0/3,71% (5/7),0% (0/5),0/0,0/0,0/2,0/0,0/1
2013 Canada F6 R32,L vsNorrie,45% (5/11),60% (3/5),2/4,50% (5/10),20% (1/5),1/3,0/0,1/1,0/0,1/1
2013 Meerbusch CH R32,L vsGonzalez,33% (3/9),100% (3/3),2/6,88% (7/8),14% (1/7),1/3,0/0,0/0,0/0,0/0
2013 Hamburg R64,L vsBautista Agut,44% (4/9),75% (3/4),3/6,75% (6/8),0% (0/6),1/3,0/0,1/1,0/0,0/0
2013 Germany F5 QF,L vsMoneke,14% (1/7),100% (1/1),1/4,88% (7/8),14% (1/7),0/1,0/0,0/2,0/0,0/1
2013 Sweden F3 R16,L vsSmethurst,13% (1/8),100% (1/1),0/4,86% (6/7),17% (1/6),0/1,0/0,0/1,0/0,0/0
2013 Colombia F1 R32,W vsRuiz,60% (6/10),100% (6/6),2/2,33% (3/9),33% (1/3),4/5,1/2,0/0,0/0,0/0
2012 USA F32 F,L vsReynet,17% (1/6),0% (0/1),0/5,100% (7/7),14% (1/7),0/0,0/0,0/1,0/0,0/1
2012 USA F32 SF,W vsBambridge,60% (6/10),100% (6/6),3/3,33% (3/9),0% (0/3),4/5,1/2,0/0,0/1,0/0
