Rk,Player,M,M W%,SPW,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,RPW,vAce%,vDF%,v1st%,v2nd%,Brk%,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%,G W%
12,Tommy Paul[USA],15,73.3,64.9,7.2,2.3,5.7,60.3,71.6,54.8,58.2,81.9,41.9,5.7,2.9,36.2,51.3,33.1,48.8,168,0.68,3.1,11.2,1.49,5.5,68.3,0.57,2.6,9.5,0.82,3.0,53.6,33.3,67.3,57.5
13,Ben Shelton[USA],13,69.2,67.4,11.0,3.3,10.8,69.0,74.1,52.6,58.9,86.3,35.7,5.4,3.7,28.7,47.2,18.4,37.2,121,0.5,2.4,9.3,0.9,3.5,69.4,0.45,2.2,8.5,0.68,2.6,51.3,63.6,60.0,52.6
14,Arthur Fils[FRA],9,55.6,63.5,8.5,4.3,11.1,61.0,72.5,49.4,55.6,76.8,36.3,5.9,3.2,31.0,44.7,21.1,36.6,101,0.58,2.8,11.2,1.03,4.1,56.8,0.54,2.6,10.6,1.14,4.6,50.0,100.0,50.0,49.1
15,Grigor Dimitrov[BUL],17,76.5,68.9,9.4,4.8,11.9,59.8,81.3,50.3,57.1,86.2,38.2,8.8,3.7,30.4,50.7,23.8,38.9,167,0.61,2.9,9.8,1.12,3.8,65.2,0.4,1.9,6.6,0.67,2.3,53.0,72.7,70.7,55.5
16,Frances Tiafoe[USA],13,69.2,65.6,7.8,3.2,7.9,59.2,72.9,55.0,59.7,83.8,36.4,11.9,4.4,28.5,49.1,20.9,36.5,148,0.57,2.7,11.4,1.0,4.2,60.7,0.41,2.0,8.2,0.78,3.2,51.1,40.0,59.3,52.4
17,Andrey Rublev[RUS],13,69.2,67.7,11.5,3.8,9.6,60.5,78.2,51.6,57.1,87.8,39.0,9.5,4.1,30.3,52.4,22.5,32.7,168,0.69,3.4,12.9,1.12,4.2,72.0,0.44,2.2,8.2,0.61,2.3,52.7,30.0,61.2,55.2
18,Francisco Cerundolo[ARG],9,55.6,62.7,5.1,4.0,10.6,62.4,68.9,52.3,58.4,78.6,39.0,6.0,2.9,32.4,49.3,26.7,43.5,108,0.61,2.9,12.0,1.27,5.2,61.5,0.55,2.6,10.7,1.0,4.1,50.8,66.7,56.8,52.4
19,Stefanos Tsitsipas[GRE],12,66.7,67.5,8.5,3.2,8.3,61.6,74.4,56.4,61.5,88.8,36.3,6.1,2.4,29.1,47.5,22.5,45.2,104,0.5,2.4,8.7,1.09,3.9,68.8,0.36,1.8,6.4,0.56,2.0,51.9,45.5,62.8,56.0
20,Tomas Machac[CZE],12,66.7,62.3,5.7,3.4,9.9,65.6,65.8,55.6,61.8,76.5,42.5,7.0,5.2,34.7,55.1,32.5,42.6,155,0.76,3.6,12.9,1.53,5.5,50.5,0.48,2.3,8.1,1.12,4.0,52.0,50.0,62.8,54.5
21,Jakub Mensik[CZE],6,50.0,61.4,11.0,5.9,13.7,57.0,75.1,43.3,50.2,77.0,34.9,12.5,6.1,22.4,53.1,19.5,41.0,61,0.48,2.3,10.2,0.96,4.2,67.8,0.71,3.5,15.0,1.12,4.8,49.0,71.4,57.7,48.0
22,Ugo Humbert[FRA],10,60.0,68.0,10.2,2.7,6.9,61.3,74.7,57.3,61.5,85.6,36.7,9.7,4.1,28.8,50.1,20.6,35.1,111,0.59,2.8,11.1,1.0,3.9,63.6,0.39,2.0,7.7,0.72,2.8,51.8,62.5,56.4,53.6
23,Sebastian Korda[USA],9,55.6,65.1,9.1,3.3,8.5,61.7,72.1,53.9,58.9,82.5,37.0,10.7,4.0,28.4,52.4,19.9,33.0,94,0.6,2.9,10.4,0.97,3.4,59.1,0.43,2.1,7.3,0.84,3.0,50.5,50.0,53.1,51.0
24,Karen Khachanov[RUS],9,55.6,66.0,10.0,2.8,7.7,63.9,73.6,52.5,56.9,82.7,35.2,8.5,3.7,26.4,49.0,19.4,33.3,108,0.58,2.9,12.0,0.97,4.0,68.0,0.54,2.7,11.1,0.86,3.6,50.5,70.0,56.8,50.9
25,Alexei Popyrin[AUS],10,60.0,68.2,15.2,4.6,13.0,64.3,77.9,50.7,58.3,86.8,35.1,9.0,4.6,26.1,49.1,22.0,46.7,90,0.47,2.3,9.0,1.08,4.2,68.4,0.42,2.0,7.9,0.64,2.5,51.3,16.7,59.0,54.3
26,Alejandro Davidovich Fokina[ESP],5,40.0,60.9,5.1,2.8,9.0,68.8,64.9,52.2,57.4,76.6,38.3,6.4,3.9,31.6,49.6,24.7,38.3,60,0.65,3.2,12.0,1.21,4.6,56.9,0.54,2.7,10.2,1.16,4.4,49.9,40.0,47.4,50.8
27,Felix Auger Aliassime[CAN],9,55.6,65.8,8.4,6.0,15.2,60.9,75.0,51.5,60.8,80.3,39.7,6.6,4.3,30.3,55.4,23.4,42.4,85,0.55,2.6,9.4,1.09,4.0,61.0,0.51,2.3,8.6,0.91,3.3,52.1,0.0,51.5,51.6
28,Denis Shapovalov[CAN],8,50.0,65.5,7.8,7.5,18.7,59.7,73.2,53.9,66.3,84.5,31.3,4.5,2.8,28.5,36.3,14.7,33.8,65,0.43,2.2,8.1,0.73,2.8,70.5,0.53,2.6,9.8,0.77,2.9,48.9,40.0,50.0,49.3
29,Brandon Nakashima[USA],9,66.7,69.5,12.4,1.3,3.8,66.7,75.8,56.7,59.0,90.7,36.0,8.9,3.3,27.3,48.7,19.9,36.3,80,0.55,2.5,8.9,0.91,3.2,78.1,0.43,2.0,7.1,0.44,1.6,52.7,42.9,65.6,55.7
30,Matteo Berrettini[ITA],4,50.0,66.9,14.3,3.1,8.4,62.9,76.9,50.0,54.6,89.6,31.3,7.2,2.5,26.5,38.4,18.6,44.8,29,0.41,2.1,7.3,0.93,3.3,75.0,0.42,2.0,7.0,0.5,1.8,49.4,33.3,50.0,53.3
31,Hubert Hurkacz[POL],13,69.2,70.1,14.5,2.2,5.8,63.1,79.2,54.6,58.0,88.9,37.2,6.3,4.3,27.9,51.1,19.8,33.6,146,0.59,3.0,11.2,1.0,3.8,65.0,0.32,1.6,6.2,0.57,2.2,52.8,53.3,61.2,54.7
32,Alex Michelsen[USA],7,42.9,60.6,4.4,3.3,10.0,67.3,67.1,47.3,52.6,70.2,35.5,11.1,3.8,26.4,50.0,23.9,52.9,51,0.45,2.0,7.3,1.08,3.9,56.4,0.68,3.1,11.1,1.36,4.9,48.7,25.0,44.0,47.1
33,Sebastian Baez[ARG],8,50.0,59.3,3.4,1.8,6.8,73.5,61.8,52.3,56.2,72.3,40.6,6.9,2.8,34.0,49.6,27.5,38.7,93,0.71,3.1,11.6,1.2,4.5,62.1,0.73,3.2,11.9,1.2,4.5,49.9,33.3,46.7,49.8
34,Flavio Cobolli[ITA],10,60.0,63.3,7.6,3.5,7.3,51.9,72.6,53.2,57.4,81.5,37.4,6.0,4.4,27.3,51.3,23.3,38.5,122,0.6,3.0,12.2,1.15,4.7,67.3,0.56,2.8,11.3,0.9,3.7,50.4,0.0,53.7,52.2
35,Tallon Griekspoor[NED],11,63.6,64.7,9.4,5.5,13.8,60.4,71.3,54.5,63.2,81.4,35.2,8.6,3.9,28.5,47.1,21.4,42.9,91,0.5,2.3,8.3,0.98,3.5,65.3,0.54,2.5,8.9,0.85,3.1,50.2,66.7,60.0,51.5
36,Giovanni Mpetshi Perricard[FRA],6,50.0,67.9,20.6,6.2,18.3,65.9,76.8,50.8,62.1,85.1,27.8,7.9,2.0,22.5,37.9,11.4,50.0,26,0.23,1.1,4.3,0.54,2.2,70.0,0.5,2.5,10.0,0.75,3.0,49.0,66.7,50.0,49.4
37,Matteo Arnaldi[ITA],10,60.0,60.8,8.8,2.8,6.9,59.6,69.7,47.6,51.1,75.9,40.0,5.7,2.5,32.0,51.6,30.3,46.1,102,0.66,3.0,10.2,1.38,4.7,66.7,0.72,3.4,11.4,1.12,3.8,50.8,60.0,61.8,53.4
38,Jiri Lehecka[CZE],5,60.0,64.1,11.7,5.4,12.6,57.1,72.0,53.6,61.2,81.4,35.3,7.9,4.4,26.7,48.8,20.2,35.3,51,0.57,2.7,10.2,0.95,3.6,69.8,0.62,2.8,10.6,0.84,3.2,49.9,0.0,52.6,50.3
39,Alexandre Muller[FRA],7,42.9,60.3,5.3,2.2,6.5,66.8,66.3,48.1,51.5,74.8,38.2,10.4,4.0,28.0,54.3,23.8,44.1,68,0.54,2.7,9.7,1.2,4.3,61.9,0.66,3.4,12.0,1.28,4.6,49.6,50.0,48.0,49.4
40,Nuno Borges[POR],10,60.0,63.1,9.7,4.9,12.5,60.5,73.8,46.6,53.3,79.4,39.0,7.3,5.1,28.0,55.2,25.4,41.3,104,0.62,3.0,10.4,1.23,4.3,65.7,0.6,2.9,10.2,1.0,3.5,51.0,44.4,57.1,52.5
41,Jordan Thompson[AUS],9,55.6,64.4,8.5,1.7,4.3,59.4,72.4,52.6,55.0,80.3,35.2,6.9,3.6,28.1,45.1,18.4,35.4,82,0.52,2.5,9.1,0.88,3.2,64.0,0.55,2.6,9.6,0.94,3.4,49.8,60.0,51.5,49.2
42,Alejandro Tabilo[CHI],6,33.3,63.9,11.3,3.5,9.5,63.1,74.1,46.3,51.2,79.1,33.7,12.5,5.3,25.3,45.9,14.7,33.3,51,0.44,2.2,8.5,0.74,2.8,64.2,0.58,2.9,11.2,1.04,4.0,49.0,42.9,39.1,46.8
43,Gael Monfils[FRA],9,55.6,66.2,12.7,5.1,12.5,58.9,77.3,50.3,57.4,82.8,35.6,3.9,1.8,32.1,42.0,19.2,36.3,80,0.53,2.6,8.9,0.94,3.2,57.4,0.4,2.0,6.8,0.84,2.9,50.6,50.0,51.6,51.0
44,Lorenzo Sonego[ITA],7,42.9,66.1,9.5,2.9,9.3,68.7,71.2,54.9,60.5,82.7,33.9,6.1,3.2,26.0,46.6,12.7,24.3,70,0.52,2.6,10.0,0.63,2.4,54.9,0.38,1.9,7.3,0.85,3.3,49.4,80.0,48.1,47.6
45,Marcos Giron[USA],5,20.0,59.4,5.8,2.3,5.6,58.6,68.9,46.0,48.7,71.6,36.4,9.8,5.0,26.5,48.0,17.9,34.0,50,0.53,2.5,10.0,0.85,3.4,56.5,0.65,3.1,12.4,1.35,5.4,47.9,0.0,35.0,44.7
46,Luciano Darderi[ITA],5,40.0,62.7,7.7,4.7,11.7,60.2,70.8,50.6,57.3,78.2,35.3,6.0,2.8,30.7,45.6,17.3,25.4,67,0.68,3.4,13.4,0.85,3.4,62.1,0.57,2.9,11.6,1.1,4.4,49.0,60.0,45.0,48.2
47,Miomir Kecmanovic[SRB],11,63.6,63.1,6.0,2.8,7.4,61.4,71.0,50.6,54.6,74.9,37.7,9.0,3.5,29.3,52.1,21.1,35.5,121,0.59,2.7,11.0,0.96,3.9,50.0,0.5,2.3,9.5,1.16,4.7,50.1,100.0,51.1,48.2
48,David Goffin[BEL],7,42.9,60.5,7.0,5.6,12.9,57.1,71.4,46.0,52.8,70.8,39.2,8.2,3.6,32.1,49.4,26.5,38.5,91,0.69,3.4,13.0,1.3,5.0,58.2,0.7,3.4,13.0,1.41,5.4,49.8,33.3,44.4,48.5
49,Pedro Martinez[ESP],5,40.0,59.1,3.5,6.7,19.6,65.9,67.2,43.3,53.8,68.5,35.8,8.6,2.9,28.0,48.6,19.6,56.3,32,0.35,1.6,6.4,0.9,3.6,50.0,0.63,2.9,11.6,1.45,5.8,47.6,50.0,35.0,44.0
50,Zizou Bergs[BEL],7,42.9,63.5,7.9,4.2,10.9,61.6,71.9,50.0,56.1,75.2,38.8,6.5,3.8,28.7,53.3,22.1,42.1,76,0.52,2.5,10.9,1.07,4.6,59.3,0.61,2.9,12.3,1.17,5.0,50.6,66.7,46.7,48.3
51,Tomas Martin Etcheverry[ARG],11,63.6,65.5,8.8,1.8,5.3,65.7,73.4,50.4,53.2,81.6,38.8,9.1,4.3,28.6,56.2,26.9,37.0,135,0.73,3.3,12.3,1.22,4.5,52.1,0.38,1.7,6.5,0.83,3.1,51.8,0.0,58.5,54.2
52,Quentin Halys[FRA],6,50.0,68.1,16.7,4.3,11.1,61.2,81.3,47.3,53.2,87.4,29.7,10.6,3.4,24.5,39.0,9.3,37.9,29,0.25,1.2,4.8,0.46,1.8,77.6,0.56,2.8,11.2,0.63,2.5,50.1,80.0,50.0,48.5
53,Nicolas Jarry[CHI],4,0.0,60.6,6.9,3.1,8.4,63.0,69.6,45.2,49.3,70.8,31.1,8.9,2.8,22.7,42.7,11.0,38.1,21,0.29,1.3,5.3,0.5,2.0,65.0,0.83,3.8,15.0,1.31,5.3,46.2,-,25.0,40.7
54,Gabriel Diallo[CAN],4,50.0,57.3,9.7,3.8,10.9,65.2,65.3,42.2,47.3,75.0,44.0,3.7,3.4,41.8,47.8,28.4,42.4,59,0.67,3.5,14.8,1.47,6.3,58.5,0.6,3.1,13.3,1.29,5.5,50.6,25.0,52.9,51.7
55,Zhizhen Zhang[CHN],8,50.0,64.4,11.7,1.8,4.7,62.0,73.7,49.2,51.6,79.3,32.9,10.5,3.1,25.1,45.1,16.3,40.0,55,0.41,2.0,6.9,0.79,2.8,49.1,0.41,2.0,6.9,1.0,3.5,48.6,50.0,50.0,47.8
56,Roberto Bautista Agut[ESP],8,50.0,60.0,3.0,3.1,9.1,66.0,63.9,52.5,57.7,75.4,36.4,11.2,4.8,24.4,55.7,18.7,35.6,73,0.53,2.6,9.1,0.93,3.3,62.2,0.65,3.2,11.3,1.21,4.3,48.5,66.7,46.4,46.9
57,Jacob Fearnley[GBR],2,50.0,70.7,9.2,3.9,11.0,64.2,78.9,56.1,63.0,89.5,31.3,6.0,1.6,24.3,46.8,10.3,25.0,16,0.41,2.3,8.0,0.57,2.0,60.0,0.26,1.4,5.0,0.57,2.0,50.1,100.0,57.1,49.4
58,Benjamin Bonzi[FRA],1,0.0,64.6,4.7,3.1,8.3,62.2,70.9,54.2,59.1,76.2,37.6,4.7,2.7,30.3,48.3,19.0,57.1,7,0.33,1.8,7.0,1.0,4.0,50.0,0.48,2.5,10.0,1.25,5.0,50.0,0.0,25.0,47.6
59,Roberto Carballes Baena[ESP],6,33.3,58.1,5.7,3.8,9.2,58.4,63.6,50.3,55.4,70.9,35.5,7.4,2.4,29.3,46.1,19.6,32.8,61,0.6,2.8,10.2,0.91,3.3,65.1,0.83,3.9,14.3,1.36,5.0,47.4,0.0,31.8,45.4
60,Camilo Ugo Carabelli[ARG],1,0.0,49.4,1.3,8.9,14.3,38.0,63.3,40.8,47.6,46.2,30.3,13.2,2.6,19.5,42.9,14.3,50.0,4,0.29,1.3,4.0,0.67,2.0,36.4,0.85,3.7,11.0,2.33,7.0,40.0,-,0.0,29.6
61,Fabian Marozsan[HUN],8,50.0,60.9,7.6,4.6,12.3,62.6,68.2,48.7,55.5,72.3,38.8,11.8,5.3,27.9,53.4,25.4,40.2,82,0.63,2.8,10.3,1.14,4.1,58.1,0.66,3.0,10.8,1.24,4.5,49.9,66.7,48.3,48.8
62,Kei Nishikori[JPN],3,33.3,54.8,1.3,2.3,8.0,71.0,54.7,55.1,59.8,74.2,37.3,14.1,3.0,32.6,48.3,15.9,34.5,29,0.46,2.4,9.7,0.83,3.3,60.0,0.65,3.3,13.3,1.33,5.3,46.8,66.7,41.7,44.8
63,Francisco Comesana[ARG],6,66.7,65.1,8.6,3.3,8.7,61.5,73.4,51.8,56.7,83.5,34.2,6.1,4.6,26.8,44.9,14.9,40.9,44,0.36,1.8,7.3,0.75,3.0,67.2,0.5,2.5,10.2,0.83,3.3,50.0,66.7,54.2,49.2
64,Laslo Djere[SRB],5,20.0,59.5,6.0,4.6,11.8,61.1,68.2,45.8,51.9,75.0,36.0,6.8,6.1,23.6,53.9,21.4,40.0,60,0.54,2.6,12.0,1.04,4.8,61.4,0.65,3.0,14.0,1.17,5.4,48.3,33.3,39.1,47.7
66,Jaume Munar[ESP],7,42.9,61.2,5.4,6.2,15.9,60.7,71.4,45.5,54.1,73.9,40.6,6.1,2.8,35.0,49.7,26.5,37.8,82,0.7,3.2,11.7,1.19,4.4,62.2,0.69,3.2,11.7,1.19,4.4,50.6,-,46.2,50.4
67,Juncheng Shang[CHN],8,62.5,64.2,5.8,3.5,8.9,60.2,72.6,51.6,56.6,78.3,34.8,9.3,4.6,26.8,47.3,17.9,33.3,81,0.54,2.5,10.1,0.82,3.4,64.5,0.61,2.8,11.6,1.0,4.1,50.0,100.0,57.6,48.2
68,Mattia Bellucci[ITA],4,25.0,67.4,11.9,5.1,12.9,60.4,79.6,48.8,56.0,85.4,31.4,11.7,3.2,22.4,43.9,10.8,34.6,26,0.31,1.5,6.5,0.53,2.3,73.9,0.56,2.7,11.5,0.71,3.0,49.8,100.0,47.1,47.9
70,Learner Tien[USA],1,0.0,53.3,1.9,4.7,11.1,57.9,54.8,51.1,57.5,58.8,35.5,4.5,1.8,23.1,53.3,17.6,42.9,7,0.41,1.8,7.0,0.75,3.0,63.2,1.12,4.8,19.0,1.75,7.0,44.2,-,25.0,38.2
71,Daniel Altmaier[GER],6,33.3,63.6,6.6,3.6,9.3,61.5,74.8,45.8,50.5,76.7,36.9,4.5,4.1,30.7,46.5,19.1,40.0,65,0.48,2.4,10.8,0.96,4.3,55.7,0.53,2.6,11.7,1.15,5.2,49.7,50.0,40.7,47.6
72,Hamad Medjedovic[SRB],2,0.0,57.2,8.0,5.3,13.7,61.4,69.1,38.2,44.3,65.9,35.0,12.1,5.8,25.5,47.3,15.4,31.6,19,0.49,2.1,9.5,0.67,3.0,61.1,0.88,4.0,18.0,1.56,7.0,46.3,100.0,33.3,41.3
73,Bu Yunchaokete[CHN],1,0.0,50.0,12.0,2.2,4.3,50.0,67.4,32.6,34.1,57.1,26.6,17.7,7.6,11.9,43.2,14.3,66.7,3,0.21,1.0,3.0,0.67,2.0,33.3,0.64,3.0,9.0,2.0,6.0,39.2,0.0,0.0,35.7
74,Yoshihito Nishioka[JPN],5,20.0,59.5,3.2,2.4,6.0,60.5,65.4,50.4,53.7,74.7,31.6,14.7,5.1,22.8,46.5,15.9,38.9,36,0.41,1.9,7.2,0.74,2.8,60.0,0.63,2.9,11.0,1.16,4.4,46.3,33.3,31.6,45.1
75,Arthur Rinderknech[FRA],7,42.9,65.1,13.1,3.1,8.2,62.2,74.8,49.0,53.4,80.7,34.3,7.9,2.9,27.6,46.0,14.1,23.1,91,0.61,2.9,13.0,0.68,3.0,59.7,0.48,2.3,10.3,0.94,4.1,49.1,80.0,51.6,47.5
76,Alexander Bublik[KAZ],7,42.9,63.0,16.2,6.6,15.9,58.6,76.6,43.6,51.9,77.2,35.4,5.9,4.5,27.2,49.0,18.9,35.9,64,0.52,2.6,9.1,0.92,3.3,59.4,0.56,2.8,9.9,1.12,4.0,49.2,33.3,44.0,48.2
77,Roman Safiullin[RUS],7,42.9,64.9,5.9,3.0,8.2,63.1,71.4,53.8,58.6,78.5,38.3,5.4,3.3,32.3,48.4,23.3,36.5,96,0.64,3.2,13.7,1.17,5.0,59.0,0.52,2.6,11.1,1.07,4.6,51.1,50.0,50.0,50.8
78,Hugo Gaston[FRA],5,20.0,56.4,3.2,3.2,7.7,57.8,61.4,49.5,53.6,64.5,36.3,7.3,2.4,31.3,46.3,19.2,35.7,42,0.54,2.5,8.4,0.88,3.0,51.8,0.74,3.3,11.2,1.59,5.4,46.3,0.0,23.5,41.6
79,Aleksandar Vukic[AUS],5,20.0,61.5,9.6,2.2,5.3,57.7,69.6,50.4,53.2,76.0,32.1,12.8,3.2,22.1,45.8,14.9,36.6,41,0.41,2.1,8.2,0.75,3.0,63.6,0.66,3.3,13.2,1.2,4.8,47.3,25.0,30.0,45.3
80,Aleksandar Kovacevic[USA],5,20.0,61.8,14.0,4.5,10.7,58.0,73.7,45.3,50.7,76.7,29.7,18.3,3.2,20.2,45.3,12.0,36.7,30,0.33,1.6,6.0,0.58,2.2,61.1,0.6,2.8,10.8,1.11,4.2,46.4,50.0,26.3,44.0
81,Christopher Oconnell[AUS],6,50.0,61.3,9.1,2.6,6.0,56.4,73.7,45.4,48.2,79.2,33.1,15.2,5.2,24.8,46.9,15.9,32.7,52,0.49,2.3,8.7,0.74,2.8,59.3,0.51,2.3,9.0,0.96,3.7,47.7,0.0,43.5,47.4
82,Rinky Hijikata[AUS],5,20.0,59.0,7.5,4.0,9.8,59.5,69.9,43.0,47.7,71.7,34.2,11.3,3.5,25.8,46.2,16.0,37.5,40,0.43,2.1,8.0,0.79,3.0,66.2,0.84,4.1,15.4,1.37,5.2,47.1,40.0,31.6,43.5
83,Corentin Moutet[FRA],5,60.0,58.3,2.2,1.6,4.8,66.2,64.5,46.1,48.4,67.9,41.7,3.4,2.4,35.8,52.6,33.3,48.1,54,0.69,2.8,10.8,1.37,5.2,55.4,0.72,2.9,11.2,1.32,5.0,50.0,0.0,52.6,50.6
84,Borna Coric[CRO],5,20.0,63.0,9.7,2.7,7.1,62.0,68.8,53.6,57.7,77.2,34.8,7.9,3.8,23.4,50.4,13.8,35.5,31,0.39,1.9,6.2,0.69,2.2,63.3,0.62,3.1,9.8,1.13,3.6,48.5,20.0,25.0,45.3
85,Botic Van De Zandschulp[NED],7,42.9,59.4,6.3,6.5,16.1,59.7,72.4,40.2,47.9,70.2,37.9,5.3,5.3,29.2,49.6,23.1,36.9,65,0.63,3.0,9.3,1.09,3.4,56.3,0.68,3.2,10.1,1.41,4.4,48.7,0.0,40.9,46.6
87,Jan Lennard Struff[GER],9,55.6,65.3,11.8,6.0,14.3,58.0,76.7,49.6,57.9,82.1,38.3,9.2,4.5,28.4,54.2,22.7,38.1,105,0.6,2.8,11.7,1.08,4.4,61.0,0.46,2.2,9.1,0.86,3.6,51.7,50.0,56.8,52.7
88,Adam Walton[AUS],5,20.0,63.8,4.6,1.9,5.6,65.0,69.0,54.0,57.2,78.4,35.5,10.3,2.3,27.9,49.8,17.4,35.6,45,0.49,2.5,9.0,0.89,3.2,62.0,0.57,2.8,10.0,1.06,3.8,49.1,25.0,33.3,47.2
90,James Duckworth[AUS],3,0.0,59.7,7.8,3.1,7.4,57.7,70.2,45.5,49.1,77.4,31.5,10.1,4.8,17.3,46.0,11.9,41.2,17,0.29,1.4,5.7,0.58,2.3,66.7,0.68,3.5,14.0,1.17,4.7,46.8,25.0,25.0,45.5
91,Cameron Norrie[GBR],8,62.5,67.0,6.8,2.5,7.3,65.5,74.2,53.4,57.5,86.2,35.9,10.7,4.1,26.1,54.0,21.5,50.0,68,0.43,2.2,8.5,1.1,4.3,68.1,0.43,2.2,8.6,0.71,2.8,51.4,28.6,61.3,53.9
92,Vit Kopriva[CZE],2,0.0,51.6,6.9,6.5,14.8,56.1,65.2,34.3,40.2,56.3,29.3,12.6,4.0,20.2,44.6,17.6,75.0,8,0.24,1.0,4.0,0.75,3.0,57.6,1.03,4.1,16.5,1.75,7.0,42.4,-,25.0,36.4
93,Jesper De Jong[NED],4,50.0,59.6,6.4,3.8,9.2,58.3,66.4,50.0,55.1,68.9,36.8,5.4,3.5,30.5,46.4,26.0,63.3,30,0.41,1.9,7.5,1.19,4.8,51.1,0.64,2.9,11.8,1.44,5.8,48.8,0.0,43.8,47.6
94,Reilly Opelka[USA],1,0.0,59.3,17.0,7.4,18.5,60.0,72.8,38.9,47.7,78.9,30.7,6.1,5.3,24.6,36.8,15.8,50.0,6,0.32,1.5,6.0,0.75,3.0,63.6,0.58,2.8,11.0,1.0,4.0,46.2,0.0,25.0,47.4
95,Luca Nardi[ITA],3,0.0,51.9,5.3,8.0,18.1,55.7,66.4,33.6,41.1,55.8,34.8,5.3,5.7,22.3,52.6,18.2,40.0,20,0.45,2.2,6.7,0.89,2.7,32.1,0.65,3.1,9.3,2.11,6.3,43.0,0.0,0.0,36.8
96,Mackenzie Mcdonald[USA],4,0.0,59.6,4.9,3.3,9.4,65.2,64.2,51.2,56.5,69.1,38.0,7.2,4.2,31.8,47.6,23.2,37.3,51,0.62,2.8,12.8,1.06,4.8,45.7,0.57,2.6,11.5,1.39,6.3,48.4,0.0,33.3,46.0
