Date        ;Tournament                      ;Surface ;Rd   ;Rk  ;vRk ;                                               ;Score                        ;More ;DR   ;A%    ;DF%   ;1stIn ;1st%  ;2nd%  ;BPSvd  ;Time
            ;                                ;        ;     ;    ;    ;                                               ;                             ;     ;     ;      ;      ;      ;      ;      ;       ;
24‑Nov‑2024 ;Davis Cup Finals F: ITA vs NED  ;Hard    ;RR   ;  1 ; 40 ;Sinner d. Tallon Griekspoor [NED]              ;7-6(2) 6-2                   ;     ;1.40 ;25.0% ;1.7%  ;73.3% ;79.5% ;56.3% ;02-mar ;1:31
23‑Nov‑2024 ;Davis Cup Finals SF: ITA vs AUS ;Hard    ;RR   ;  1 ;  9 ;Sinner d. Alex De Minaur [AUS]                 ;6-3 6-4                      ;     ;1.40 ;7.0%  ;0.0%  ;64.9% ;81.1% ;45.0% ;0/1    ;1:28
21‑Nov‑2024 ;Davis Cup Finals QF: ITA vs ARG ;Hard    ;RR   ;  1 ; 27 ;Sinner d. Sebastian Baez [ARG]                 ;6-2 6-1                      ;     ;1.74 ;12.1% ;3.4%  ;53.4% ;71.0% ;63.0% ;04-abr ;1:12
11‑Nov‑2024 ;Tour Finals                     ;Hard    ;F    ;  1 ;  5 ;(1)Sinner d. (5)Taylor Fritz [USA]             ;6-4 6-4                      ;     ;1.41 ;25.0% ;0.0%  ;71.4% ;82.5% ;62.5% ;01-ene ;1:24
11‑Nov‑2024 ;Tour Finals                     ;Hard    ;SF   ;  1 ;  7 ;(1)Sinner d. (6)Casper Ruud [NOR]              ;6-1 6-2                      ;     ;2.06 ;19.6% ;0.0%  ;58.7% ;81.5% ;63.2% ;02-feb ;1:09
11‑Nov‑2024 ;Tour Finals                     ;Hard    ;RR   ;  1 ;  4 ;(1)Sinner d. (4)Daniil Medvedev [RUS]          ;6-3 6-4                      ;     ;1.71 ;8.2%  ;0.0%  ;57.1% ;82.1% ;71.4% ;01-feb ;1:13
11‑Nov‑2024 ;Tour Finals                     ;Hard    ;RR   ;  1 ;  5 ;(1)Sinner d. (5)Taylor Fritz [USA]             ;6-4 6-4                      ;     ;1.24 ;9.1%  ;0.0%  ;59.1% ;76.9% ;59.3% ;01-ene ;1:40
11‑Nov‑2024 ;Tour Finals                     ;Hard    ;RR   ;  1 ;  9 ;(1)Sinner d. (7)Alex De Minaur [AUS]           ;6-3 6-4                      ;     ;2.14 ;16.3% ;2.0%  ;65.3% ;81.3% ;76.5% ;0/1    ;1:25
2‑Oct‑2024  ;Shanghai Masters                ;Hard    ;F    ;  1 ;  4 ;(1)Sinner d. (4)Novak Djokovic [SRB]           ;7-6(4) 6-3                   ;(ch) ;1.03 ;11.9% ;0.0%  ;61.2% ;75.6% ;65.4% ;0/0    ;1:37
2‑Oct‑2024  ;Shanghai Masters                ;Hard    ;SF   ;  1 ; 33 ;(1)Sinner d. (30)Tomas Machac [CZE]            ;6-4 7-5                      ;(ch) ;1.33 ;14.5% ;1.4%  ;66.7% ;73.9% ;60.9% ;02-mar ;1:43
2‑Oct‑2024  ;Shanghai Masters                ;Hard    ;QF   ;  1 ;  5 ;(1)Sinner d. (5)Daniil Medvedev [RUS]          ;6-1 6-4                      ;(ch) ;1.94 ;18.0% ;0.0%  ;66.0% ;84.8% ;58.8% ;01-ene ;1:24
2‑Oct‑2024  ;Shanghai Masters                ;Hard    ;R16  ;  1 ; 16 ;(1)Sinner d. (14)Ben Shelton [USA]             ;6-4 7-6(1)                   ;(ch) ;1.31 ;10.6% ;0.0%  ;69.7% ;87.0% ;65.0% ;07-jul ;1:28
2‑Oct‑2024  ;Shanghai Masters                ;Hard    ;R32  ;  1 ; 37 ;(1)Sinner d. (31)Tomas Martin Etcheverry [ARG] ;6-7(3) 6-4 6-2               ;     ;1.30 ;13.0% ;1.1%  ;69.6% ;78.1% ;53.6% ;04-may ;2:39
2‑Oct‑2024  ;Shanghai Masters                ;Hard    ;R64  ;  1 ; 93 ;(1)Sinner d. Taro Daniel [JPN]                 ;6-1 6-4                      ;     ;1.91 ;24.5% ;2.0%  ;77.6% ;84.2% ;45.5% ;0/0    ;1:17
26‑Sep‑2024 ;Beijing                         ;Hard    ;F    ;  1 ;  3 ;(2)Carlos Alcaraz [ESP] d. (1)Sinner           ;6-7(6) 6-4 7-6(3)            ;(ch) ;0.86 ;4.7%  ;3.1%  ;55.0% ;66.2% ;53.4% ;dic-15 ;3:21
26‑Sep‑2024 ;Beijing                         ;Hard    ;SF   ;  1 ; 96 ;(1)Sinner d. (WC)Bu Yunchaokete [CHN]          ;6-3 7-6(3)                   ;(ch) ;1.37 ;14.3% ;0.0%  ;67.5% ;73.1% ;68.0% ;03-mar ;2:05
26‑Sep‑2024 ;Beijing                         ;Hard    ;QF   ;  1 ; 37 ;(1)Sinner d. Jiri Lehecka [CZE]                ;6-2 7-6(6)                   ;     ;1.47 ;10.4% ;4.5%  ;59.7% ;87.5% ;55.6% ;02-feb ;1:44
26‑Sep‑2024 ;Beijing                         ;Hard    ;R16  ;  1 ; 69 ;(1)Sinner d. (LL)Roman Safiullin [RUS]         ;3-6 6-2 6-3                  ;     ;1.27 ;5.2%  ;3.9%  ;58.4% ;80.0% ;46.9% ;04-jun ;2:21
26‑Sep‑2024 ;Beijing                         ;Hard    ;R32  ;  1 ; 28 ;(1)Sinner d. Nicolas Jarry [CHI]               ;4-6 6-3 6-1                  ;(ch) ;1.86 ;1.5%  ;1.5%  ;68.2% ;82.2% ;66.7% ;04-may ;1:55
26‑Aug‑2024 ;US Open                         ;Hard    ;F    ;  1 ; 12 ;(1)Sinner d. (12)Taylor Fritz [USA]            ;6-3 6-4 7-5                  ;(ch) ;1.33 ;7.1%  ;5.9%  ;50.6% ;88.4% ;47.6% ;05-jul ;2:16
26‑Aug‑2024 ;US Open                         ;Hard    ;SF   ;  1 ; 25 ;(1)Sinner d. (25)Jack Draper [GBR]             ;7-5 7-6(3) 6-2               ;(ch) ;1.78 ;11.5% ;2.1%  ;64.6% ;77.4% ;73.5% ;03-abr ;3:03
26‑Aug‑2024 ;US Open                         ;Hard    ;QF   ;  1 ;  5 ;(1)Sinner d. (5)Daniil Medvedev [RUS]          ;6-2 1-6 6-1 6-4              ;(ch) ;1.42 ;4.1%  ;1.0%  ;52.6% ;76.5% ;60.9% ;06-ago ;2:39
26‑Aug‑2024 ;US Open                         ;Hard    ;R16  ;  1 ; 14 ;(1)Sinner d. (14)Tommy Paul [USA]              ;7-6(3) 7-6(5) 6-1            ;(ch) ;1.40 ;10.2% ;1.0%  ;49.0% ;81.3% ;56.0% ;02-abr ;2:42
26‑Aug‑2024 ;US Open                         ;Hard    ;R32  ;  1 ; 87 ;(1)Sinner d. Christopher Oconnell [AUS]        ;6-1 6-4 6-2                  ;(ch) ;2.10 ;21.7% ;2.9%  ;65.2% ;82.2% ;66.7% ;0/0    ;1:53
26‑Aug‑2024 ;US Open                         ;Hard    ;R64  ;  1 ; 49 ;(1)Sinner d. Alex Michelsen [USA]              ;6-4 6-0 6-2                  ;(ch) ;1.78 ;4.6%  ;3.1%  ;56.9% ;81.1% ;53.6% ;03-may ;1:39
26‑Aug‑2024 ;US Open                         ;Hard    ;R128 ;  1 ;140 ;(1)Sinner d. Mackenzie Mcdonald [USA]          ;2-6 6-2 6-1 6-2              ;(ch) ;1.38 ;11.7% ;5.3%  ;55.3% ;75.0% ;50.0% ;07-nov ;2:24
12‑Aug‑2024 ;Cincinnati Masters              ;Hard    ;F    ;  1 ; 26 ;(1)Sinner d. Frances Tiafoe [USA]              ;7-6(4) 6-2                   ;(ch) ;2.13 ;22.4% ;3.4%  ;56.9% ;84.8% ;76.0% ;03-mar ;1:36
12‑Aug‑2024 ;Cincinnati Masters              ;Hard    ;SF   ;  1 ;  4 ;(1)Sinner d. (3)Alexander Zverev [GER]         ;7-6(9) 5-7 7-6(4)            ;(ch) ;1.08 ;10.2% ;0.8%  ;61.9% ;69.9% ;64.4% ;02-may ;3:07
12‑Aug‑2024 ;Cincinnati Masters              ;Hard    ;QF   ;  1 ;  6 ;(1)Sinner d. (6)Andrey Rublev [RUS]            ;4-6 7-5 6-4                  ;(ch) ;1.19 ;11.1% ;5.6%  ;47.8% ;83.7% ;42.6% ;04-sep ;2:26
12‑Aug‑2024 ;Cincinnati Masters              ;Hard    ;R16  ;  1 ; 32 ;(1)Sinner d. Jordan Thompson [AUS]             ;W/O                          ;     ;     ;      ;      ;      ;      ;      ;       ;
12‑Aug‑2024 ;Cincinnati Masters              ;Hard    ;R32  ;  1 ; 57 ;(1)Sinner d. (Q)Alex Michelsen [USA]           ;6-4 7-5                      ;(ch) ;1.21 ;10.8% ;4.8%  ;50.6% ;73.8% ;61.0% ;08-ago ;1:51
5‑Aug‑2024  ;Canada Masters                  ;Hard    ;QF   ;  1 ;  8 ;(5)Andrey Rublev [RUS] d. (1)Sinner            ;6-3 1-6 6-2                  ;(ch) ;0.96 ;13.7% ;5.5%  ;58.9% ;74.4% ;43.3% ;04-jul ;1:47
5‑Aug‑2024  ;Canada Masters                  ;Hard    ;R16  ;  1 ; 21 ;(1)Sinner d. (15)Alejandro Tabilo [CHI]        ;6-4 6-3                      ;(ch) ;1.82 ;10.4% ;6.3%  ;52.1% ;92.0% ;60.9% ;0/0    ;1:20
5‑Aug‑2024  ;Canada Masters                  ;Hard    ;R32  ;  1 ; 94 ;(1)Sinner d. (Q)Borna Coric [CRO]              ;6-2 6-4                      ;     ;1.83 ;17.0% ;3.8%  ;49.1% ;84.6% ;66.7% ;01-ene ;1:36
1‑Jul‑2024  ;Wimbledon                       ;Grass   ;QF   ;  1 ;  5 ;(5)Daniil Medvedev [RUS] d. (1)Sinner          ;6-7(7) 6-4 7-6(4) 2-6 6-3    ;(ch) ;1.14 ;11.3% ;2.7%  ;64.7% ;80.4% ;52.8% ;04-jul ;4:00
1‑Jul‑2024  ;Wimbledon                       ;Grass   ;R16  ;  1 ; 14 ;(1)Sinner d. (14)Ben Shelton [USA]             ;6-2 6-4 7-6(9)               ;(ch) ;1.51 ;7.8%  ;0.0%  ;70.0% ;76.2% ;70.4% ;01-feb ;2:09
1‑Jul‑2024  ;Wimbledon                       ;Grass   ;R32  ;  1 ; 52 ;(1)Sinner d. Miomir Kecmanovic [SRB]           ;6-1 6-4 6-2                  ;(ch) ;1.94 ;15.9% ;2.9%  ;60.9% ;85.7% ;66.7% ;01-ene ;1:36
1‑Jul‑2024  ;Wimbledon                       ;Grass   ;R64  ;  1 ; 59 ;(1)Sinner d. Matteo Berrettini [ITA]           ;7-6(3) 7-6(4) 2-6 7-6(4)     ;(ch) ;1.29 ;7.4%  ;1.5%  ;65.2% ;81.8% ;53.2% ;03-jul ;3:42
1‑Jul‑2024  ;Wimbledon                       ;Grass   ;R128 ;  1 ;110 ;(1)Sinner d. Yannick Hanfmann [GER]            ;6-3 6-4 3-6 6-3              ;(ch) ;1.16 ;12.7% ;2.4%  ;57.9% ;79.5% ;49.1% ;09-nov ;2:58
17‑Jun‑2024 ;Halle                           ;Grass   ;F    ;  1 ;  9 ;(1)Sinner d. (5)Hubert Hurkacz [POL]           ;7-6(8) 7-6(2)                ;(ch) ;2.06 ;13.9% ;1.4%  ;65.3% ;93.6% ;68.0% ;01-ene ;1:49
17‑Jun‑2024 ;Halle                           ;Grass   ;SF   ;  1 ; 42 ;(1)Sinner d. Zhizhen Zhang [CHN]               ;6-4 7-6(3)                   ;(ch) ;1.38 ;12.1% ;1.5%  ;65.2% ;81.4% ;60.9% ;01-ene ;1:39
17‑Jun‑2024 ;Halle                           ;Grass   ;QF   ;  1 ; 41 ;(1)Sinner d. Jan Lennard Struff [GER]          ;6-2 6-7(1) 7-6(3)            ;     ;1.33 ;14.4% ;3.1%  ;66.0% ;85.9% ;51.5% ;01-ene ;2:30
17‑Jun‑2024 ;Halle                           ;Grass   ;R16  ;  1 ; 45 ;(1)Sinner d. Fabian Marozsan [HUN]             ;6-4 6-7(4) 6-3               ;     ;1.19 ;12.9% ;2.2%  ;64.5% ;75.0% ;51.5% ;0/2    ;2:15
17‑Jun‑2024 ;Halle                           ;Grass   ;R32  ;  1 ; 27 ;(1)Sinner d. Tallon Griekspoor [NED]           ;6-7(8) 6-3 6-2               ;     ;1.41 ;16.1% ;2.2%  ;66.7% ;79.0% ;64.5% ;04-abr ;2:22
27‑May‑2024 ;Roland Garros                   ;Clay    ;SF   ;  2 ;  3 ;(3)Carlos Alcaraz [ESP] d. (2)Sinner           ;2-6 6-3 3-6 6-4 6-3          ;(ch) ;1.06 ;5.2%  ;5.9%  ;56.3% ;73.7% ;45.8% ;ago-14 ;
27‑May‑2024 ;Roland Garros                   ;Clay    ;QF   ;  2 ; 10 ;(2)Sinner d. (10)Grigor Dimitrov [BUL]         ;6-2 6-4 7-6(3)               ;(ch) ;1.61 ;9.0%  ;0.0%  ;59.6% ;81.1% ;63.9% ;01-feb ;
27‑May‑2024 ;Roland Garros                   ;Clay    ;R16  ;  2 ; 79 ;(2)Sinner d. Corentin Moutet [FRA]             ;2-6 6-3 6-2 6-1              ;(ch) ;1.39 ;5.3%  ;5.3%  ;65.3% ;72.6% ;42.4% ;02-jun ;
27‑May‑2024 ;Roland Garros                   ;Clay    ;R32  ;  2 ; 56 ;(2)Sinner d. Pavel Kotov [RUS]                 ;6-4 6-4 6-4                  ;(ch) ;1.49 ;4.8%  ;1.2%  ;62.7% ;78.8% ;67.7% ;01-ene ;
27‑May‑2024 ;Roland Garros                   ;Clay    ;R64  ;  2 ;124 ;(2)Sinner d. (WC)Richard Gasquet [FRA]         ;6-4 6-2 6-4                  ;(ch) ;1.69 ;10.5% ;3.9%  ;76.3% ;79.3% ;50.0% ;01-feb ;
27‑May‑2024 ;Roland Garros                   ;Clay    ;R128 ;  2 ; 46 ;(2)Sinner d. Christopher Eubanks [USA]         ;6-3 6-3 6-4                  ;(ch) ;1.45 ;6.7%  ;4.5%  ;60.7% ;77.8% ;51.4% ;09-oct ;
22‑Apr‑2024 ;Madrid Masters                  ;Clay    ;QF   ;  2 ; 35 ;Felix Auger Aliassime [CAN] d. (1)Sinner       ;W/O                          ;     ;     ;      ;      ;      ;      ;      ;       ;
22‑Apr‑2024 ;Madrid Masters                  ;Clay    ;R16  ;  2 ; 17 ;(1)Sinner d. (16)Karen Khachanov [RUS]         ;5-7 6-3 6-3                  ;(ch) ;1.18 ;5.9%  ;3.5%  ;69.4% ;79.7% ;53.8% ;05-jun ;2:10
22‑Apr‑2024 ;Madrid Masters                  ;Clay    ;R32  ;  2 ; 72 ;(1)Sinner d. Pavel Kotov [RUS]                 ;6-2 7-5                      ;     ;1.33 ;5.3%  ;0.0%  ;66.7% ;71.1% ;47.4% ;03-jun ;1:38
22‑Apr‑2024 ;Madrid Masters                  ;Clay    ;R64  ;  2 ; 52 ;(1)Sinner d. Lorenzo Sonego [ITA]              ;6-0 6-3                      ;(ch) ;2.44 ;4.8%  ;0.0%  ;69.0% ;86.2% ;61.5% ;0/0    ;1:09
8‑Apr‑2024  ;Monte Carlo Masters             ;Clay    ;SF   ;  2 ; 12 ;(12)Stefanos Tsitsipas [GRE] d. (2)Sinner      ;6-4 3-6 6-4                  ;(ch) ;0.89 ;1.0%  ;2.0%  ;57.8% ;74.6% ;46.5% ;dic-15 ;2:40
8‑Apr‑2024  ;Monte Carlo Masters             ;Clay    ;QF   ;  2 ;  7 ;(2)Sinner d. (7)Holger Rune [DEN]              ;6-4 6-7(6) 6-3               ;(ch) ;1.60 ;5.6%  ;2.2%  ;58.9% ;86.8% ;67.6% ;02-feb ;2:40
8‑Apr‑2024  ;Monte Carlo Masters             ;Clay    ;R16  ;  2 ; 25 ;(2)Sinner d. Jan Lennard Struff [GER]          ;6-4 6-2                      ;(ch) ;1.99 ;6.5%  ;0.0%  ;56.5% ;84.6% ;65.0% ;0/1    ;1:16
8‑Apr‑2024  ;Monte Carlo Masters             ;Clay    ;R32  ;  2 ; 27 ;(2)Sinner d. Sebastian Korda [USA]             ;6-1 6-2                      ;(ch) ;2.08 ;4.7%  ;2.3%  ;48.8% ;95.2% ;54.5% ;03-mar ;1:15
18‑Mar‑2024 ;Miami Masters                   ;Hard    ;F    ;  3 ; 12 ;(2)Sinner d. (11)Grigor Dimitrov [BUL]         ;6-3 6-1                      ;(ch) ;1.89 ;9.3%  ;2.3%  ;55.8% ;87.5% ;63.2% ;01-ene ;1:13
18‑Mar‑2024 ;Miami Masters                   ;Hard    ;SF   ;  3 ;  4 ;(2)Sinner d. (3)Daniil Medvedev [RUS]          ;6-1 6-2                      ;(ch) ;1.88 ;14.9% ;2.1%  ;63.8% ;80.0% ;58.8% ;03-mar ;1:09
18‑Mar‑2024 ;Miami Masters                   ;Hard    ;QF   ;  3 ; 60 ;(2)Sinner d. Tomas Machac [CZE]                ;6-4 6-2                      ;(ch) ;1.69 ;6.0%  ;4.0%  ;60.0% ;76.7% ;65.0% ;0/1    ;1:31
18‑Mar‑2024 ;Miami Masters                   ;Hard    ;R16  ;  3 ; 66 ;(2)Sinner d. Christopher Oconnell [AUS]        ;6-4 6-3                      ;(ch) ;1.74 ;3.7%  ;3.7%  ;61.1% ;75.8% ;71.4% ;03-abr ;1:51
18‑Mar‑2024 ;Miami Masters                   ;Hard    ;R32  ;  3 ; 26 ;(2)Sinner d. (25)Tallon Griekspoor [NED]       ;5-7 7-5 6-1                  ;(ch) ;2.27 ;20.0% ;1.3%  ;68.0% ;90.2% ;66.7% ;01-feb ;2:23
18‑Mar‑2024 ;Miami Masters                   ;Hard    ;R64  ;  3 ;148 ;(2)Sinner d. (Q)Andrea Vavassori [ITA]         ;6-3 6-4                      ;(ch) ;1.53 ;5.8%  ;5.8%  ;69.2% ;91.7% ;43.8% ;0/0    ;1:20
4‑Mar‑2024  ;Indian Wells Masters            ;Hard    ;SF   ;  3 ;  2 ;(2)Carlos Alcaraz [ESP] d. (3)Sinner           ;1-6 6-3 6-2                  ;(ch) ;0.92 ;1.4%  ;2.7%  ;62.2% ;65.2% ;53.6% ;03-jun ;2:05
4‑Mar‑2024  ;Indian Wells Masters            ;Hard    ;QF   ;  3 ; 32 ;(3)Sinner d. (32)Jiri Lehecka [CZE]            ;6-3 6-3                      ;     ;1.74 ;5.9%  ;3.9%  ;52.9% ;85.2% ;62.5% ;01-ene ;1:24
4‑Mar‑2024  ;Indian Wells Masters            ;Hard    ;R16  ;  3 ; 16 ;(3)Sinner d. (16)Ben Shelton [USA]             ;7-6(4) 6-1                   ;(ch) ;1.70 ;4.6%  ;1.5%  ;67.7% ;77.3% ;61.9% ;04-may ;1:38
4‑Mar‑2024  ;Indian Wells Masters            ;Hard    ;R32  ;  3 ; 25 ;(3)Sinner d. (25)Jan Lennard Struff [GER]      ;6-3 6-4                      ;(ch) ;1.88 ;13.5% ;3.8%  ;67.3% ;82.9% ;76.5% ;03-mar ;1:14
4‑Mar‑2024  ;Indian Wells Masters            ;Hard    ;R64  ;  3 ; 99 ;(3)Sinner d. Thanasi Kokkinakis [AUS]          ;6-3 6-0                      ;(ch) ;2.14 ;6.4%  ;0.0%  ;61.7% ;75.9% ;72.2% ;01-ene ;1:21
12‑Feb‑2024 ;Rotterdam                       ;Hard    ;F    ;  4 ; 11 ;(1)Sinner d. (5)Alex De Minaur [AUS]           ;7-5 6-4                      ;(ch) ;1.03 ;4.9%  ;1.2%  ;55.6% ;77.8% ;38.9% ;04-jun ;2:05
12‑Feb‑2024 ;Rotterdam                       ;Hard    ;SF   ;  4 ; 29 ;(1)Sinner d. Tallon Griekspoor [NED]           ;6-2 6-4                      ;     ;1.36 ;12.3% ;1.8%  ;64.9% ;81.1% ;55.0% ;06-jun ;1:21
12‑Feb‑2024 ;Rotterdam                       ;Hard    ;QF   ;  4 ;309 ;(1)Sinner d. (PR)Milos Raonic [CAN]            ;7-6(4) 1-1 RET               ;     ;0.89 ;6.7%  ;0.0%  ;71.1% ;81.3% ;53.8% ;03-abr ;1:05
12‑Feb‑2024 ;Rotterdam                       ;Hard    ;R16  ;  4 ; 70 ;(1)Sinner d. (WC)Gael Monfils [FRA]            ;6-3 3-6 6-3                  ;     ;1.45 ;4.2%  ;2.8%  ;68.1% ;75.5% ;73.9% ;0/1    ;1:52
12‑Feb‑2024 ;Rotterdam                       ;Hard    ;R32  ;  4 ; 66 ;(1)Sinner d. Botic Van De Zandschulp [NED]     ;6-3 6-3                      ;(ch) ;2.05 ;8.5%  ;4.3%  ;68.1% ;87.5% ;60.0% ;03-mar ;1:26
15‑Jan‑2024 ;Australian Open                 ;Hard    ;F    ;  4 ;  3 ;(4)Sinner d. (3)Daniil Medvedev [RUS]          ;3-6 3-6 6-4 6-4 6-3          ;(ch) ;0.99 ;9.7%  ;3.5%  ;61.1% ;73.9% ;53.6% ;08-dic ;3:44
15‑Jan‑2024 ;Australian Open                 ;Hard    ;SF   ;  4 ;  1 ;(4)Sinner d. (1)Novak Djokovic [SRB]           ;6-1 6-2 6-7(6) 6-3           ;(ch) ;1.56 ;8.2%  ;0.9%  ;58.2% ;82.8% ;63.0% ;0/0    ;3:22
15‑Jan‑2024 ;Australian Open                 ;Hard    ;QF   ;  4 ;  5 ;(4)Sinner d. (5)Andrey Rublev [RUS]            ;6-4 7-6(5) 6-3               ;(ch) ;1.10 ;8.5%  ;2.6%  ;64.1% ;76.0% ;52.4% ;08-ago ;2:39
15‑Jan‑2024 ;Australian Open                 ;Hard    ;R16  ;  4 ; 15 ;(4)Sinner d. (15)Karen Khachanov [RUS]         ;6-4 7-5 6-3                  ;(ch) ;1.31 ;8.2%  ;3.1%  ;53.6% ;78.8% ;57.8% ;09-oct ;2:34
15‑Jan‑2024 ;Australian Open                 ;Hard    ;R32  ;  4 ; 29 ;(4)Sinner d. (26)Sebastian Baez [ARG]          ;6-0 6-1 6-3                  ;(ch) ;1.72 ;8.6%  ;0.0%  ;64.3% ;77.8% ;52.0% ;04-abr ;1:52
15‑Jan‑2024 ;Australian Open                 ;Hard    ;R64  ;  4 ;161 ;(4)Sinner d. (Q)Jesper De Jong [NED]           ;6-2 6-2 6-2                  ;(ch) ;2.83 ;12.1% ;1.7%  ;63.8% ;86.5% ;76.2% ;0/0    ;1:43
15‑Jan‑2024 ;Australian Open                 ;Hard    ;R128 ;  4 ; 59 ;(4)Sinner d. Botic Van De Zandschulp [NED]     ;6-4 7-5 6-3                  ;(ch) ;1.33 ;8.0%  ;2.3%  ;58.0% ;68.6% ;64.9% ;05-jun ;2:34
26‑Nov‑2023 ;Davis Cup Finals F: AUS vs ITA  ;Hard    ;RR   ;  4 ; 12 ;Sinner d. Alex De Minaur [AUS]                 ;6-3 6-0                      ;(ch) ;1.58 ;10.4% ;2.1%  ;70.8% ;73.5% ;50.0% ;01-ene ;
25‑Nov‑2023 ;Davis Cup Finals SF: ITA vs SRB ;Hard    ;RR   ;  4 ;  1 ;Sinner d. Novak Djokovic [SRB]                 ;6-2 2-6 7-5                  ;     ;0.82 ;11.4% ;4.8%  ;63.8% ;71.6% ;44.7% ;07-sep ;
23‑Nov‑2023 ;Davis Cup Finals QF: ITA vs NED ;Hard    ;RR   ;  4 ; 23 ;Sinner d. Tallon Griekspoor [NED]              ;7-6(3) 6-1                   ;     ;3.19 ;18.0% ;2.0%  ;64.0% ;90.6% ;83.3% ;0/0    ;
13‑Nov‑2023 ;Tour Finals                     ;Hard    ;F    ;  4 ;  1 ;(1)Novak Djokovic [SRB] d. (4)Sinner           ;6-3 6-3                      ;(ch) ;0.38 ;10.8% ;1.4%  ;66.2% ;57.1% ;48.0% ;05-ago ;1:43
13‑Nov‑2023 ;Tour Finals                     ;Hard    ;SF   ;  4 ;  3 ;(4)Sinner d. (3)Daniil Medvedev [RUS]          ;6-3 6-7(4) 6-1               ;(ch) ;1.15 ;9.6%  ;1.9%  ;57.7% ;83.3% ;47.7% ;02-feb ;2:29
13‑Nov‑2023 ;Tour Finals                     ;Hard    ;RR   ;  4 ;  1 ;(4)Sinner d. (1)Novak Djokovic [SRB]           ;7-5 6-7(5) 7-6(2)            ;(ch) ;0.89 ;12.7% ;1.7%  ;60.2% ;78.9% ;55.3% ;02-mar ;3:09
13‑Nov‑2023 ;Tour Finals                     ;Hard    ;RR   ;  4 ;  6 ;(4)Sinner d. Stefanos Tsitsipas [GRE]          ;6-4 6-4                      ;(ch) ;1.76 ;17.6% ;3.9%  ;70.6% ;88.9% ;60.0% ;0/0    ;1:25
13‑Nov‑2023 ;Tour Finals                     ;Hard    ;RR   ;  4 ;  8 ;(4)Sinner d. (8)Holger Rune [DEN]              ;6-2 5-7 6-4                  ;     ;1.51 ;13.1% ;0.0%  ;58.3% ;83.7% ;60.0% ;04-may ;2:32
30‑Oct‑2023 ;Paris Masters                   ;Hard    ;R16  ;  4 ; 13 ;(13)Alex De Minaur [AUS] d. (4)Sinner          ;W/O                          ;     ;     ;      ;      ;      ;      ;      ;       ;
30‑Oct‑2023 ;Paris Masters                   ;Hard    ;R32  ;  4 ; 42 ;(4)Sinner d. Mackenzie Mcdonald [USA]          ;6-7(6) 7-5 6-1               ;(ch) ;1.65 ;4.8%  ;2.4%  ;57.8% ;85.4% ;65.7% ;0/1    ;2:16
23‑Oct‑2023 ;Vienna                          ;Hard    ;F    ;  4 ;  3 ;(2)Sinner d. (1)Daniil Medvedev [RUS]          ;7-6(7) 4-6 6-3               ;(ch) ;1.08 ;4.2%  ;0.0%  ;72.9% ;64.0% ;50.0% ;sep-13 ;3:06
23‑Oct‑2023 ;Vienna                          ;Hard    ;SF   ;  4 ;  5 ;(2)Sinner d. (3)Andrey Rublev [RUS]            ;7-5 7-6(5)                   ;     ;1.31 ;13.7% ;5.5%  ;61.6% ;82.2% ;53.6% ;04-jun ;1:49
23‑Oct‑2023 ;Vienna                          ;Hard    ;QF   ;  4 ; 14 ;(2)Sinner d. (7)Frances Tiafoe [USA]           ;6-3 6-4                      ;     ;1.96 ;9.1%  ;1.8%  ;69.1% ;84.2% ;70.6% ;03-mar ;1:19
23‑Oct‑2023 ;Vienna                          ;Hard    ;R16  ;  4 ; 52 ;(2)Sinner d. (LL)Lorenzo Sonego [ITA]          ;6-2 6-4                      ;     ;1.49 ;1.7%  ;0.0%  ;82.8% ;72.9% ;60.0% ;02-feb ;1:33
23‑Oct‑2023 ;Vienna                          ;Hard    ;R32  ;  4 ; 15 ;(2)Sinner d. Ben Shelton [USA]                 ;7-6(2) 7-5                   ;(ch) ;1.46 ;11.3% ;1.4%  ;80.3% ;84.2% ;57.1% ;04-abr ;1:44
2‑Oct‑2023  ;Shanghai Masters                ;Hard    ;R16  ;  4 ; 20 ;(19)Ben Shelton [USA] d. (6)Sinner             ;2-6 6-3 7-6(5)               ;     ;0.96 ;8.2%  ;1.0%  ;73.2% ;69.0% ;53.8% ;09-oct ;2:30
2‑Oct‑2023  ;Shanghai Masters                ;Hard    ;R32  ;  4 ; 29 ;(6)Sinner d. (25)Sebastian Baez [ARG]          ;3-6 6-3 6-2                  ;(ch) ;1.18 ;9.4%  ;0.0%  ;57.6% ;81.6% ;50.0% ;03-abr ;1:59
2‑Oct‑2023  ;Shanghai Masters                ;Hard    ;R64  ;  4 ; 80 ;(6)Sinner d. Marcos Giron [USA]                ;7-6(7) 6-2                   ;     ;1.70 ;6.6%  ;3.3%  ;70.5% ;79.1% ;55.6% ;01-mar ;1:45
27‑Sep‑2023 ;Beijing                         ;Hard    ;F    ;  7 ;  3 ;(6)Sinner d. (2)Daniil Medvedev [RUS]          ;7-6(2) 7-6(2)                ;(ch) ;1.44 ;4.0%  ;0.0%  ;68.0% ;82.4% ;70.8% ;01-ene ;2:01
